,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pavlina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Да обичаш дивото. Монголия,"Димитрова, Петя В.",,9786192300128,,320        pp,4.19,75,unknown,"Aug 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2017",,Paperback,view,/book/show/36143200
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Тормоз в училище. Насилникът, жертвата и наблюдателят","Coloroso, Barbara",,9786191513949,,368        pp,3.89,821,"Jan 01, 2002","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2017",,Paperback,view,/book/show/36179256
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Приятел на Кафка,"Singer, Isaac Bashevis",,9786191862382,,336        pp,4.14,505,1970,"Mar 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2017",,Paperback,view,/book/show/22919865
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Social Organism: A Radical Understanding of Social Media to Transform Your Business and Life,"Luckett, Oliver",0316359521,9780316359528,0316359521,336        pp,3.55,267,"Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2017",,Hardcover,view,/book/show/29467291-the-social-organism
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Татарската пустиня,"Buzzati, Dino",,9786197350043,,256        pp,4.20,"31,011",1940,"Feb 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 01, 2017",,Paperback,view,/book/show/34385727
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Празното семейство,"Tóibín, Colm",,9786197153262,,312        pp,3.66,"2,346",2010,"May 30, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2017",,Paperback,view,/book/show/34838400
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Съвет към малките момичета,"Twain, Mark",,9786197350111,,100        pp,3.83,791,1867,"Jul 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2017",,Paperback,view,/book/show/35705636
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ето така я губиш,"Díaz, Junot",6191710380,9786191710386,6191710380,256        pp,3.75,"97,832","Mar 22, 2010","Jun 21, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 10, 2017","Jul 30, 2017","Aug 01, 2017",,Paperback,view,/book/show/35433517
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Под езика,"Дамянов, Дамян",,,,unknown,4.52,48,unknown,2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 28, 2017","May 28, 2017",,Hardcover,view,/book/show/35226741
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zen in the Art of Writing,"Bradbury, Ray",0008136513,9780008136512,0008136513,136        pp,4.08,"19,761","Nov 01, 1973","May 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Apr 23, 2017",,Paperback,view,/book/show/25457132-zen-in-the-art-of-writing
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тайните на разказването на истории,"Gallo, Carmine",,9789549335415,,258        pp,3.87,"2,750","Feb 23, 2016",2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2017","Jul 09, 2017","Apr 16, 2017",,Hardcover,view,/book/show/34453702
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Войната не е с лице на жена / Последните свидетели        (Гласовете на утопията, #1-2)","Alexievich, Svetlana",,9789545532221,,656        pp,4.69,182,1985,"Apr 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2017",,Paperback,view,/book/show/34744078
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бащите не си отиват,"Дишлиева-Кръстева, Невена*",,9786197153248,,232        pp,4.43,328,"Apr 27, 2017","Apr 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2017",,Paperback,view,/book/show/34655415
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penso quindi gioco,"Pirlo, Andrea",8852038779,9788852038778,B00CHV1D6U,144        pp,3.83,"5,009","Apr 30, 2013","Apr 28, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 04, 2017","Jan 04, 2017",,Kindle Edition,view,/book/show/17881995-penso-quindi-gioco
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Креативността,"Bassat, Luis",,9786191509461,,184        pp,3.84,94,"Jan 01, 2014","Nov 18, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 27, 2016","Dec 28, 2016",,Paperback,view,/book/show/33234804
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Спасяването на Франческа,"Marchetta, Melina*",,9789545153716,,240        pp,3.98,"32,968","Mar 31, 2003","Nov 25, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2016",,Paperback,view,/book/show/32943733
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Start-up Nation: The Story of Israel's Economic Miracle,"Senor, Dan",044654146X,9780446541466,044654146X,304        pp,4.11,"11,889","Nov 04, 2009","Nov 04, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2016",,Hardcover,view,/book/show/6885191-start-up-nation
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deeper Learning: How Eight Innovative Public Schools Are Transforming Education in the Twenty-First Century,"Martinez, Monica*",1595589597,9781595589590,1595589597,256        pp,4.20,112,"Apr 01, 2014","Jun 17, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2016",,Hardcover,view,/book/show/18210857-deeper-learning
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Време секънд хенд: краят на червения човек        (Гласовете на утопията, #5)","Alexievich, Svetlana",,9789545532054,,544        pp,4.46,"17,978","Aug 15, 2013","May 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2016",,Paperback,view,/book/show/30122022
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Дервишът и смъртта,"Selimović, Meša",9542915349,9789542915348,,384        pp,4.52,"9,765",1966,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2016",,Paperback,view,/book/show/19208676
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Маверик,"Semler, Ricardo",,,,432        pp,4.10,"4,604",1988,Apr 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 12, 2016",,Paperback,view,/book/show/11368597
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Лек за камъни,"Agus, Milena",,9789545295911,,96        pp,3.57,"3,845",2006,"Mar 28, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 04, 2016","Aug 04, 2016",,Paperback,view,/book/show/10788543
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Министерство на болката,"Ugrešić, Dubravka",9549772357,,,240        pp,3.80,"1,994",2004,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 10, 2016","Jul 12, 2016","Jul 10, 2016",,Paperback,view,/book/show/15739113
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Аз още броя дните,"Бърдаров, Георги",,9789542820710,9542820712,186        pp,4.55,"4,360",unknown,"May 16, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 09, 2016","Jul 09, 2016",,Paperback,view,/book/show/30107793
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Брит-Мари беше тук,"Backman, Fredrik*",,9789542820864,,348        pp,4.09,"163,662","Oct 03, 2014",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 17, 2016",,Paperback,view,/book/show/30311240--
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Granta Bulgaria 7: градът,"Peykov, Manol*",,,,440        pp,4.11,27,2016,"May 24, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 13, 2016","Jul 23, 2016","Jun 13, 2016",,Paperback,view,/book/show/30311568-granta-bulgaria-7
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Скъпа госпожо Шуберт...,"Lipska, Ewa",,9786197082081,,99        pp,4.25,87,Apr 2012,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Jun 05, 2016","Jun 05, 2016",,Paperback,view,/book/show/23653570
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бухтичка,"Murphy, Julie*",,9786191512928,,320        pp,3.89,"88,629","Sep 15, 2015","Apr 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2016",,Paperback,view,/book/show/29482422
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Илън Мъск: PayPal, Tesla, SpaceX и походът към невероятното бъдеще","Vance, Ashlee*",,9789547713611,,415        pp,4.18,"390,646","Mar 03, 2015",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2016",,Hardcover,view,/book/show/30335617
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Непознатата София,"Бърнев-Буби, Иван",,9789543210942,,464        pp,4.75,4,unknown,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2016",,Hardcover,view,/book/show/28376780
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ами ако? България на три морета,"Раянов, Христо*",,9786191513116,,128        pp,3.48,103,"May 24, 2016","May 24, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2016",,Paperback,view,/book/show/30196712
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monologue Of A Dog: New Poems,"Szymborska, Wisława",0151012202,9780151012206,0151012202,96        pp,4.29,512,"Nov 07, 2005","Jan 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Изключително е усещането, когато виждаш, че приятелите ти те познават. И някак във всички дълги, кратки, ежедневни разговори разпознават какво може даИзключително е усещането, когато виждаш, че приятелите ти те познават. И някак във всички дълги, кратки, ежедневни разговори разпознават какво може да ти донесе такова удоволствие като много обичан поет.Получих книгата за подарък и няколко дни не смеех да я отворя. Пазех си я за такава нощ, в която не можеш да заспиш и имаш нужда от някаква неясна утеха, за да затвориш очи. Утеха, която поезията необяснимо успява да даде. Утехата, която поезията на Шимборска винаги ми е носила. Много силно се надявам, да имаме възможност да четем още от нея на български, защото има прекрасни преводи и преводачи и защото имаме силна нужда от подобна поезия. П. П. За първи път се срещнах с поезията на Шимборска по време на онези прекрасни пет месеца във Вроцлав, които ме влюбиха истински в полската култура. Тази вечер си припомних и защо толкова харесвам полския език и си четох на глас (неуверено и с грешки, по няколко пъти, а накрая за пореден път си казах, че трябва да почна отново да го уча). ...more",Notes are private!,0,6,1,not set,"May 15, 2016","May 15, 2016",,Hardcover,view (with text),/book/show/134142.Monologue_Of_A_Dog
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,София и балканската модерност,"Велинова, Зорница",,9789543205400,,368        pp,4.50,2,2016,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2016",,Paperback,view,/book/show/29931610
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ситуация след ситуация,"Чепилов, Тео",,9786191508297,,168        pp,3.38,63,"May 09, 2016","May 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2016",,Paperback,view,/book/show/29994228
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Книга за Уна,"Šehić, Faruk*",,9789543893799,,200        pp,3.70,400,Dec 2011,"Mar 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 02, 2016","Jun 10, 2016","May 02, 2016",,Paperback,view,/book/show/29511871
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Там, където не сме","Gospodinov, Georgi",,9786191862429,,128        pp,4.09,736,2016,"Apr 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2016",,Paperback,view,/book/show/29888584
