,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pablo's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El pantano de las mariposas,"Axat, Federico",8423346870,9788423346875,8423346870,496        pp,4.06,"3,190","Jan 01, 2013","Jun 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2020",,Paperback,view,/book/show/18039271-el-pantano-de-las-mariposas
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emergency Doctor,"Ziegler, Edward",0060595027,9780060595029,0060595027,384        pp,3.79,267,1987,"May 11, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Cientos de personas acuden a sus puertas cada día: heridos de bala, adictos, suicidas, personas sin hogar, y más. Es el destino de l**spoiler alert** Cientos de personas acuden a sus puertas cada día: heridos de bala, adictos, suicidas, personas sin hogar, y más. Es el destino de los que buscan ayuda, y quizás ese sea el único lugar donde pueden encontrarla: La sala de emergencias del legendario Hospital Bellevue de New York, donde un ejército de médicos, enfermeras y diversos miembros de su staff lo ven todo, día tras día, noche tras noche, los 365 días del año. En Bellevue las luces nunca se apagan y no se hacen diferencias a la hora de atender a cualquier usuario; tampoco se les cobra ningún ticket, análisis y/o estudio. Es la línea de fuego en donde las exigencias del mundo médico son muy altas para mantenerse alerta ante cualquier eventualidad. --En este libro, Edward Ziegler nos cuenta el día a día del Dr. Lewis R. Goldfrank, director del departamento de Emergencias en Bellevue desde 1979 y autor de diversos títulos académicos sobre el tema. A través de las páginas vamos conociendo al staff, sus historias e inquietudes, así como también muchísimas anécdotas acerca de pacientes que han pasado por allí y que han quedado en la memoria colectiva de todo el personal. El libro también contiene diversos ejemplos de cómo se maneja un departamento de emergencias, así como también principios y reglas a aplicar ante cualquier peligro o amenaza (Algo que Goldfrank sabe bien puesto que ha sido uno de los pioneros de la Medicina especializada en Emergencias en el mundo y también el creador del postgrado en esta área en Estados Unidos). Honestamente, me ha parecido un libro muy bueno. Ya desde el principio me di cuenta de que realmente me iba a gustar, puesto que arranca con un ritmo frenético, como si fuese una serie de TV del estilo ER, Chicago Hope o House ( Hay variados capítulos en donde se mencionan patologías raras que me recordaron a esta última serie). La historia de cómo Goldfrank llegó a ser médico también es más que interesante. Comenzó en los Estados Unidos pero pronto abandonó porque el paradigma médico que se impartía en aquella época no concordaba con la visión que el tenia acerca de la profesión y, cuando ya casi había decidido no seguir, unos amigos de su padre le recomendaron irse a estudiar a Bruselas en la mejor universidad pública de aquél país. Casi sin pensarlo se fue con sus dos hijos y esposa a un lugar extraño, teniendo que aprender un idioma que casi ni hablaba. Terminó su carrera allá y también su esposa (Ambos trabajando en empleos de medio tiempo) para luego trasladarse a NY a finalizar su rotación. Ahí fue donde descubrió su amor por la medicina de Urgencias y se decidió a convertir al departamento de Emergencias donde dio sus primeros pasos como médico en el más eficaz, siempre comprometido al cuidado del usuario ante todo lo demás. -- Son cinco estrellas para mí. El desarrollo y exigencia de la Medicina de Emergencias me parece algo admirable para quienes dieron los primeros pasos dentro de esta especialidad para poder profesionalizarla, a principio de los años 70. Las salas de Emergencia son lugares que hasta en la actualidad siguen sin tener el reconocimiento que merecen dentro de la comunidad médica pero que los usuarios debemos valorar muchísimo, pues allí se encuentran personas que dejan casi todo el tiempo de su día y su vida por el bienestar de los usuarios. Lo recomendaría como inspiración para estudiantes de medicina, o también para cualquier persona que quiera conocer la intrahistoria de las Salas de Emergencia....more",Notes are private!,0,0,1,"Apr 26, 2020","May 27, 2020","Apr 26, 2020",,Paperback,view (with text),/book/show/247154.Emergency_Doctor
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tulip Season:  A Mitra Basu Mystery,"Kirchner, Bharti*",1935961470,9781935961475,1935961470,246        pp,3.03,38,"Apr 19, 2012","May 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2020",,Paperback,view,/book/show/13648262-tulip-season
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Contacto,"Cooper, Dennis",843390664X,9788433906649,843390664X,183        pp,3.70,"2,912","Mar 03, 1989","Oct 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2020",,Hardcover,view,/book/show/418476.Contacto
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pequeños fuegos por todas partes,"Ng, Celeste*",849065350X,9788490653500,849065350X,352        pp,4.08,"1,175,417","Sep 12, 2017","Oct 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2020",,Paperback,view,/book/show/36059802-peque-os-fuegos-por-todas-partes
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vivir y morir en USA: Los mejores cuentos policiacos de Akashic Noir (La Puerta Negra),"Temple, Johnny",607735449X,9786077354499,607735449X,560        pp,3.75,271,2013,"May 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Johnny Temple, destacado editor de la Editorial independiente Akashic Books y que ha puesto en el mapa a grandes autores norteamericanos contemporáneoJohnny Temple, destacado editor de la Editorial independiente Akashic Books y que ha puesto en el mapa a grandes autores norteamericanos contemporáneos, compila en este volumen una selección de cuentos del todo dispar y divididos según distintas regiones de los EEUU así como también temáticas relacionadas a su cultura. Dentro de todos los cuentos reunidos por Temple, los que más me llamaron la atención fueron ""Corre y besa a papá"" de Joyce Carol Oates, ""Mulholland dive"" de Michael Connelly, ""Amapola"" de Luis Alberto Urrea, ""Promesa de tulipanes"" de Bharti Kirchner, ""El primer caso de Phelan"" de Lisa Sandlin y ""Un bonito lugar para ir de visita"" de Jeffery Deaver. Con el resto de los relatos no logré conectarme o no me parecieron lo suficientemente relevantes como para ser incluidos en el libro. A pesar de esto, ha sido una lectura entretenida....more",Notes are private!,0,0,1,"Apr 07, 2020","Apr 26, 2020","Apr 07, 2020",,Hardcover,view (with text),/book/show/23359743-vivir-y-morir-en-usa
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La última salida,"Axat, Federico",8423350665,9788423350667,8423350665,544        pp,3.84,"5,833","Mar 13, 2016","Mar 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"- La mente es una caja mágica. Llena de trucos. Siempre se las ingenia para darte un aviso. También para darte una vía de escape. Una puerta... (pág. - La mente es una caja mágica. Llena de trucos. Siempre se las ingenia para darte un aviso. También para darte una vía de escape. Una puerta... (pág. 206).La última salida es un libro especial. Si, es un thriller de apariencia comercial y convencional si lo juzgamos por la sinopsis en su contraportada (muy desacertadamente formulada) pero para el lector curioso que le da una oportunidad más allá de lo que dice la parte de atrás del libro se va a encontrar con una maravillosa historia de velocidad trepidante, que se sucede con un ritmo y giros de la trama que nos recuerda a las mejores películas de Alfred Hitchcock (En mi caso, no pude dejar de comparar la historia con ""Vértigo"" una de las mejores obras del maestro estadounidense del suspenso),salvando las distancias, por supuesto. El personaje de Ted es muy complejo, y es muy correcto que en la historia se compare a su mente con un laberinto porque nunca se sabe lo que te vas a encontrar en cada capítulo; la gracia de la historia también radica en juntar las piezas de un puzzle muy complejo. Laura, una psicóloga muy competente y con un trasfondo amoroso un poco innecesario en la historia pero que le aporta algo de color, es la encargada de solucionar el problema neurológico que afecta a Ted y traerlo de vuelta al mundo de los mortales. Con respecto a Ted, su historia me pareció muy minuciosamente elaborada, no queda ningún cabo suelto en la historia y eso se agradece mucho. Ya desde el primer momento en el que él intenta suicidarse en su casa, el lector ya puede advertir esa atmósfera de que algo anda mal. Y es esa cosa etérea, la que anima a seguir leyendo y descubriendo una telaraña de secretos y de juegos de gato y ratón, donde los buenos no siempre lo son, y viceversa. Me gustó muchísimo, de verdad. La pluma cinematográfica de Axat destaca por ser sencilla pero a la vez sutil, y que va al grano. No está dando vuelta con los personajes a lugares innecesarios ni a situaciones sin pie ni cabeza y eso en el mundillo comercial del thriller psicológico se agradece muchísimo. Me encantaría darle cinco estrellas. No lo hago porque el epílogo me pareció algo muy críptico que me llevó bastante rato de descifrar. Si, una vez que lo entendí, puedo decir que lo que quiso transmitir Federico con él está muy bien pero me pareció un relleno; se sobreentiende a lo largo de la trama lo que se quiere decir y la moraleja a la que se quiere llegar.Aún así, no puedo esperar a tener El pantano de las mariposas entre manos para poder seguir disfrutando del maravilloso universo de este autor....more",Notes are private!,0,0,1,"Mar 30, 2020","Apr 02, 2020","Mar 30, 2020",,Paperback,view (with text),/book/show/28526664-la-ltima-salida
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cómo desaparecer completamente,"Enríquez, Mariana",9500425904,9789500425902,9500425904,215        pp,3.96,"1,009",2004,"Sep 28, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2020",,Paperback,view,/book/show/6759914-c-mo-desaparecer-completamente
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Atención pediátrica: Normas nacionales de diagnóstico, tratamiento y prevención","Pirez, Catalina",,9789974312128,,360        pp,5.00,1,Mar 1987,Jul 2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2020","May 29, 2020","Mar 24, 2020",,Paperback,view,/book/show/52455152-atenci-n-pedi-trica
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",1631495313,9781631495311,1631495313,624        pp,4.27,"903,943",1866,"Jan 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Crimen y Castigo” publicada por primera vez en 1866, es quizá una de las novelas más conocidas de la literatura rusa y es la primera de lo que se con“Crimen y Castigo” publicada por primera vez en 1866, es quizá una de las novelas más conocidas de la literatura rusa y es la primera de lo que se considera parte de la “tragedia de cinco actos” de Dostoevsky, que incluyen a “The Idiot” (1868-69), “Devils” (1871-1872), “The Raw Youth” (1875) y “The Brothers Karamazov” (1880). Esta singular historia divida en seis partes trata acerca de Raskolnikov, un otrora estudiante universitario que, en medio de su miseria se ve obligado a hacer algo horrible que lo llevará a sentirse miserable pero dentro de su conciencia; durante el transcurso de la novela esto lo estará arrastrando a través de un sinfín de situaciones que lo llevarán al borde de la locura y al caos que acompañarán al lector durante las más de 600 páginas que conforman el texto (En el caso de la traducción de Michael R. Katz, que fue la que leí). ----Este libro sería como una especie de thriller pero contado a la inversa; o si se le quiere decir de una manera fuera del ámbito convencional de lo que se considera actualmente a un libro de narrativa de tintes psicológico/ policial, debido a que el gran acontecimiento de la historia, el más violento, sucede en el principio de la misma y todas sus consecuencias vienen después, algo a lo que no estaba muy acostumbrado a leer últimamente y que sin duda me llamó muchísimo la atención. Dicen por ahí que este libro está considerado uno de los mejores de la historia de la narrativa universal y no es para menos, porque aborda un sinfín de temas que siguen siendo muy actuales a día de hoy y que seguirán siéndolo durante mucho tiempo. No hay tantos libros que mantengan su vigencia a través del tiempo. Dostoevsky pudo crear eso con esta obra. ----Disfruté muchísimo con la historia y con esta traducción en particular que está muy bien lograda. Su traductor, Michael R. Katz es un reconocidísimo Profesor de Estudios del Este de Europa y de Rusia que ya ha traducido más de quince novelas de este país. En lo personal, está muy bien lograda, se siente muy actual; el inglés contemporáneo le quita muchísimo del peso de la historia si se le compara con la traducción al inglés más conocida, que data de principios del siglo pasado. Esto no es un problema ya que, cuando hablo acerca del “peso”, me refiero a las diferencias en la traducción al inglés con respecto a las épocas en las que fueron realizadas las mismas, algo que aporta muchísimo ya que leer esta nueva versión se hace de una manera más llevadera y fluida que en versiones más antiguas. Me resultó entretenida y de una calidad excepcional, sobretodo las anotaciones al pie que te ubican dentro de la historia de una manera muy certera. Si se aventuran a leer este libro en inglés, les recomiendo esta traducción por lejos. No los va a defraudar y marca una pauta para los tiempos que corren....more",Notes are private!,0,0,1,"Mar 20, 2020","Mar 30, 2020","Mar 20, 2020",,Paperback,view (with text),/book/show/40180051-crime-and-punishment
