,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paltia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Innocents,"Crummey, Michael*",0385545428,9780385545426,0385545428,291        pp,3.78,"8,710","Aug 27, 2019","Nov 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This brother with his prematurely white hair and his younger sister living on their remote and lonely stretch of Newfoundland have stayed with me longThis brother with his prematurely white hair and his younger sister living on their remote and lonely stretch of Newfoundland have stayed with me long after closing this book. If only the ending hadn’t seemed so rushed....more,Notes are private!,0,18,1,"Jan 12, 2020","Jan 14, 2020","Dec 24, 2019",,Hardcover,view (with text),/book/show/43558293-the-innocents
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rez Salute: The Real Healer Dealer,"Northrup, Jim",1555917623,9781555917623,1555917623,256        pp,4.35,17,"Oct 16, 2012","Oct 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Paperback,view,/book/show/13592043-rez-salute
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Story, One Song","Wagamese, Richard",1553655060,9781553655060,1553655060,272        pp,4.33,"1,103","Feb 12, 2011","Apr 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Hardcover,view,/book/show/10518339-one-story-one-song
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Embracing Defeat: Japan in the Wake of World War II,"Dower, John W.",0393046869,9780393046861,0393046869,676        pp,4.14,"4,617","Mar 01, 1999",1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Hardcover,view,/book/show/918475.Embracing_Defeat
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desert Flower: The Extraordinary Journey Of A Desert Nomad,"Dirie, Waris",0061952273,9780061952272,0061952273,240        pp,4.21,"34,578","Aug 19, 1998","Jun 23, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 24, 2019",,Kindle Edition,view,/book/show/7315983-desert-flower
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gallows Pole,"Myers, Benjamin*",,,,371        pp,4.12,"4,074","May 17, 2017","May 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Paperback,view,/book/show/31325980-the-gallows-pole
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Nature: Alexander von Humboldt's New World,"Wulf, Andrea",038535066X,9780385350662,038535066X,473        pp,4.31,"25,275",Sep 2015,"Jan 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 24, 2019",,Hardcover,view,/book/show/23995249-the-invention-of-nature
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Fathers,"Wait, Rebecca*",152940004X,9781529400045,B07P5MT8QV,262        pp,4.19,"1,430","Feb 11, 2020","Jan 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Kindle Edition,view,/book/show/48822168-our-fathers
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Report on the Miracles at Little No Horse,"Erdrich, Louise",0060931221,9780060931223,0060931221,384        pp,4.19,"12,701","Apr 03, 2001","Apr 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Paperback,view,/book/show/783174.The_Last_Report_on_the_Miracles_at_Little_No_Horse
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keeper'n Me,"Wagamese, Richard",0385254520,9780385254526,0385254520,224        pp,4.01,"2,242","Feb 01, 1994","Feb 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Stepping outside in these colder shortened days I notice that the migratory birds have changed places. And just like these birds this is a story of a Stepping outside in these colder shortened days I notice that the migratory birds have changed places. And just like these birds this is a story of a man’s migration. Birds know when it is time to move on, expand their horizons and find their way into new possibilities. A man travels many roads stopping along the way in search of warmth, belonging and identity. At times he moves with loud reckless abandon and then, he learns to move quietly and unobtrusively across the landscape of his people. Keeper has done his share of traveling too. Together they hear the heartbeat of the drum and sing songs to lift the spirit and make it soar like the eagle. Here they are, together, reborn to a new day, praising Mother Earth and the sunrise as they welcome new hope. They are alive to all that may now come their way. As they sing, they notice they are joined by others genuinely moved to the feeling carried by the wind. I too was genuinely moved by this gently told story of discovering what has always been there patiently waiting for our return in the passage of time....more",Notes are private!,0,16,1,"Dec 21, 2019","Dec 24, 2019","Dec 24, 2019",,Paperback,view (with text),/book/show/590560.Keeper_n_Me
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolfe Island,"Treloar, Lucy*",,,,384        pp,3.93,"1,195",unknown,"Aug 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Paperback,view,/book/show/45856490-wolfe-island
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay,"Hyde, Catherine Ryan*",1542042380,9781542042383,1542042380,290        pp,4.37,"29,401","Dec 03, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Paperback,view,/book/show/45892860-stay
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Birds: Poems,"Wilkins, Joe*",1557286973,9781557286970,1557286973,94        pp,4.44,39,unknown,"Mar 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book of poetry that talks to that place deep inside us. Wilkins reminds us of those times when your life teeters bewteen emptiness and wonder. When A book of poetry that talks to that place deep inside us. Wilkins reminds us of those times when your life teeters bewteen emptiness and wonder. When your life seems empty and you feel you’ve nearly lost the ground you’re walking on his words take you to those wide open spaces of understanding. I read his poems and know I need my own copy to read again and again. Because once I was finished I thought to myself, well, isn’t all that so? You bet it is. I mean to say, after all is said and done, who wouldn’t choose to overlook the extravagant cost of the used Little Feat’s Dixie Chicken? Poetry for the heart and soul....more",Notes are private!,0,32,1,"Dec 18, 2019","Dec 21, 2019","Dec 18, 2019",,Paperback,view (with text),/book/show/27777821-when-we-were-birds
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harry's Trees,"Cohen, Jon*",0778364151,9780778364153,0778364151,432        pp,4.19,"18,516","Jun 12, 2018","Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A fairy tale meets the magical light of day in a once upon a time forest. This is an enchanting story where those lost along the way become found. It A fairy tale meets the magical light of day in a once upon a time forest. This is an enchanting story where those lost along the way become found. It brought a warm smile to my face and left me feeling oh so good. ...more,Notes are private!,0,11,1,"Dec 18, 2019","Dec 20, 2019","Dec 18, 2019",,Hardcover,view (with text),/book/show/36540759-harry-s-trees
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remembered,"Battle-Felton, Yvonne*",1982627123,9781982627126,1982627123,265        pp,3.65,867,"Feb 07, 2019","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/52905533-remembered
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parallax,"Morgan, Robin",1925581950,9781925581959,1925581950,174        pp,4.62,16,unknown,"Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Paperback,view,/book/show/52354828-parallax
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Democracy May Not Exist, but We'll Miss It When It's Gone","Taylor, Astra",,,B079DTQXKV,365        pp,4.23,600,"May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 18, 2019",,Kindle Edition,view,/book/show/44010287-democracy-may-not-exist-but-we-ll-miss-it-when-it-s-gone
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful Souls: Saying No, Breaking Ranks, and Heeding the Voice of Conscience in Dark Times","Press, Eyal",0374143420,9780374143428,0374143420,183        pp,3.80,937,"Feb 14, 2012","Feb 14, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,In the uncertain hours of life we want to find a way to believe. We want to find people we can believe in. Within the pages of this beautiful book I fIn the uncertain hours of life we want to find a way to believe. We want to find people we can believe in. Within the pages of this beautiful book I found the stories of those who did what they knew to be right. They are the people who try hard to find a way to prevent or mend what seems bound to fall apart around them. Emotionally healing and highly recommended....more,Notes are private!,0,8,1,not set,not set,"Dec 18, 2019",,Hardcover,view (with text),/book/show/12130938-beautiful-souls
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pew,"Lacey, Catherine*",0374230927,9780374230920,0374230927,224        pp,3.70,"10,333","Jul 21, 2020","Jul 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/51542370-pew
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El Hacho,"Carrasco, Luis*",1999896017,9781999896010,B079VJV74Q,82        pp,4.26,158,"Feb 22, 2018","Feb 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Kindle Edition,view,/book/show/39096154-el-hacho
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lacking Character,"White, Curtis*",,,B072SS8SJ8,204        pp,3.38,55,"Mar 18, 2018","Mar 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Dec 18, 2019",,Kindle Edition,view,/book/show/39197725-lacking-character
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire","Dalrymple, William",1526618508,9781526618504,1526618508,576        pp,4.20,"14,362","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/51035955-the-anarchy
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Dreams        (Old New York, #1)","Swerling, Beverly*",0684871734,9780684871738,0684871734,589        pp,3.97,"3,986","Jan 01, 2001","Jun 18, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Paperback,view,/book/show/278656.City_of_Dreams
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman Is in Trouble,"Brodesser-Akner, Taffy",0525510877,9780525510871,0525510877,373        pp,3.64,"81,617","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/41880602-fleishman-is-in-trouble
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Calliope Waltz,"Wolverton, Edward",1615462317,9781615462315,1615462317,294        pp,0.00,0,2009,"Jun 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Paperback,view,/book/show/7286374-the-calliope-waltz
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run to Failure: BP and the Making of the Deepwater Horizon Disaster,"Lustgarten, Abrahm",0393081621,9780393081626,0393081621,384        pp,4.14,111,"Mar 26, 2012","Mar 26, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/13540611-run-to-failure
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rivers        (Rivers, #1)","Smith, Michael Farris*",1451699425,9781451699425,1451699425,337        pp,3.79,"2,284","Sep 10, 2013","Sep 10, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/16130400-rivers
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alice        (The Chronicles of Alice, #1)","Henry, Christina*",0425266796,9780425266793,0425266796,291        pp,3.85,"42,768","Aug 04, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 18, 2019",,Paperback,view,/book/show/23398606-alice
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than This,"Ness, Patrick",1406331155,9781406331158,1406331155,480        pp,3.95,"65,934","Sep 01, 2013","Sep 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/18158411-more-than-this
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Wild,"Dimaline, Cherie",0735277184,9780735277182,0735277184,300        pp,3.75,"11,186","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/45024447-empire-of-wild
