,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,064","Oct 08, 2015","Feb 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I tend to always like books set in WW2, and this was no exception. The story was clear and concise and quite entertaining. Written from dual protagoniI tend to always like books set in WW2, and this was no exception. The story was clear and concise and quite entertaining. Written from dual protagonists POV, their stories are independent and dependent; I very much enjoyed this. The author writes with exacting, colorful prose and I felt as if I were with each character through every moment of the book - a really great read. On a person note, this book shows the harsh realities of how horrifically people can treat each other if they are left unchecked - books with this type of message should be encouraged so none of us forget our history and its lessons. ...more",Notes are private!,0,0,1,"Jan 28, 2021","Feb 13, 2021","Jan 28, 2021",,Hardcover,view (with text),/book/show/21853621-the-nightingale
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dogsong,"Paulsen, Gary",0689827008,9780689827006,0689827008,176        pp,3.68,"6,473","Dec 31, 1985","Jul 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Mass Market Paperback,view,/book/show/760848.Dogsong
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brian's Return        (Brian's Saga, #4)","Paulsen, Gary",,,,115        pp,3.98,"17,285","Sep 11, 1999","May 08, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Mass Market Paperback,view,/book/show/141371.Brian_s_Return
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The River        (Brian's Saga, #2)","Paulsen, Gary",044022750X,9780440227502,044022750X,160        pp,3.82,"28,885","Jan 01, 1991","Jan 12, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Paperback,view,/book/show/2915.The_River
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hatchet        (Brian's Saga, #1)","Paulsen, Gary",0689840926,9780689840920,0689840926,208        pp,3.78,"392,972","Sep 30, 1987","Apr 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gary Paulsen is a superb writer for middle-grade; all three of my boys and I truly enjoyed him when they were growing up.,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Hardcover,view (with text),/book/show/50.Hatchet
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Rooster,"Wallace, Michael*",,,B004U2USMY,282        pp,3.63,"1,033","Mar 26, 2011","Mar 26, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved, Loved, Loved this book!",Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Kindle Edition,view (with text),/book/show/11048929-the-red-rooster
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment","Harvey, Steve",0061728977,9780061728976,B007C2J5SC,232        pp,3.78,"49,183","Jan 01, 2009","Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I very much enjoyed this book; was surprised a movie could be made from it, but I loved it! Some actual good, eye-opening lessons in this.",Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Hardcover,view (with text),/book/show/6023056-act-like-a-lady-think-like-a-man
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Levels of Intimacy: The Art of Loving and the Joy of Being Loved,"Kelly, Matthew*",0743265122,9780743265126,0743265122,271        pp,4.12,"1,453",2009,"Jan 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Paperback,view,/book/show/96099.The_Seven_Levels_of_Intimacy
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Outlaw Platoon: Heroes, Renegades, Infidels, and the Brotherhood of War in Afghanistan","Parnell, Sean*",,9780062066398,0062066390,374        pp,4.39,"12,174","Feb 28, 2012","Feb 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Hardcover,view,/book/show/12990404-outlaw-platoon
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Man Walking: The Eyewitness Account Of The Death Penalty That Sparked a National Debate,"Prejean, Helen",0679751319,9780679751311,0679751319,304        pp,4.14,"8,539",1993,"May 31, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Paperback,view,/book/show/133793.Dead_Man_Walking
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Luttrell, Marcus",0316067598,9780316067591,0316067598,390        pp,4.34,"93,601","Jun 12, 2006","Jun 12, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Hardcover,view,/book/show/711901.Lone_Survivor
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By My Mother's Hand,"Melnick, Henry",0986965308,9780986965302,B0087X7VWW,212        pp,4.26,188,"May 20, 2011","May 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Kindle Edition,view,/book/show/15822715-by-my-mother-s-hand
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Argo: How the CIA & Hollywood Pulled Off the Most Audacious Rescue in History,"Méndez, Antonio J.",0670026220,9780670026227,0670026220,310        pp,3.87,"13,773","Sep 13, 2012","Sep 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very much enjoyed the book; made the mistake then of watching the movie and was disappointed.,Notes are private!,0,1,1,not set,not set,"Nov 28, 2020",,Hardcover,view (with text),/book/show/13588425-argo
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Kyle, Chris",0062107062,9780062107060,0062107062,502        pp,4.03,"132,057","Jan 03, 2012","Jan 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Paperback,view,/book/show/11887020-american-sniper
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sojourn,"Krivak, Andrew",1934137340,9781934137345,1934137340,192        pp,3.83,"2,965","Apr 19, 2011","Apr 19, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Absolutely loved this book; it has stayed with me for years.,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Paperback,view (with text),/book/show/9501104-the-sojourn
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Sacrifices,"Rule, Ann",0451166604,9780451166609,0451166604,496        pp,4.25,"30,366",1987,"Jul 05, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Chilling.,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Mass Market Paperback,view (with text),/book/show/231585.Small_Sacrifices
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",1400096898,9781400096893,1400096898,503        pp,4.15,"2,000,917",1997,"Nov 22, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An excellent, compelling read.",Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Mass Market Paperback,view (with text),/book/show/929.Memoirs_of_a_Geisha
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Quell The Korengal,"Shadix, Darren",,,B0197IIPVQ,399        pp,4.30,429,unknown,"Dec 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Kindle Edition,view,/book/show/28177314-to-quell-the-korengal
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,13 Hours: The Inside Account of What Really Happened In Benghazi,"Zuckoff, Mitchell*",1455530093,9781455530090,1455530093,432        pp,4.29,"23,030","Sep 09, 2014","Sep 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2020",,Hardcover,view,/book/show/22608582-13-hours
