,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Simona's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Il mestiere di scrivere: Esercizi, lezioni, saggi di scrittura creativa","Carver, Raymond",8806225316,9788806225315,8806225316,176        pp,3.69,497,1988,"May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2022",,Paperback,view,/book/show/25533259-il-mestiere-di-scrivere
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa tonda,"Erdrich, Louise",8807030527,9788807030529,8807030527,384        pp,3.98,"116,335","Oct 02, 2012","Jul 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2022",,Paperback,view,/book/show/18244499-la-casa-tonda
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shakespeare and Company,"Beach, Sylvia",,,0803260970,230        pp,3.80,"3,022",1959,"Oct 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2022",,Paperback,view,/book/show/428456.Shakespeare_and_Company
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Triste, solitario y final","Soriano, Osvaldo",,,,179        pp,3.71,"1,621",1973,"Jun 01, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2022",,Paperback,view,/book/show/9997697-triste-solitario-y-final
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una rabbia semplice        (Arcadipane #3),"Longo, Davide",8806248146,9788806248147,8806248146,328        pp,3.76,340,"Jan 26, 2021","Jan 26, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Una Torino appena abbozzato, un personaggio cinico e malinconico, una indagine serrata che scava anche nell'occhio umano. Una Torino appena abbozzato, un personaggio cinico e malinconico, una indagine serrata che scava anche nell'occhio umano. ...more",Notes are private!,0,1,1,"Aug 08, 2022","Aug 11, 2022","Aug 08, 2022",,Paperback,view (with text),/book/show/56800042-una-rabbia-semplice
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una rosa sola,"Barbery, Muriel",8432237868,9788432237867,8432237868,192        pp,3.46,"3,359","May 04, 2022","Mar 03, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Aug 07, 2022","Aug 08, 2022","Aug 07, 2022",,Paperback,view,/book/show/57301457-una-rosa-sola
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Io non mi chiamo Miriam,"Axelsson, Majgull*",8870914674,9788870914672,8870914674,562        pp,4.26,"4,684","Mar 01, 2014","Sep 29, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2022",,Paperback,view,/book/show/32295052-io-non-mi-chiamo-miriam
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Punto pieno,"Agnello Hornby, Simonetta",880703462X,9788807034626,880703462X,336        pp,3.64,286,unknown,"Sep 14, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tutto troppo sfilacciato e slegato.,Notes are private!,0,5,1,"Aug 02, 2022","Aug 06, 2022","Aug 02, 2022",,Paperback,view (with text),/book/show/59235349-punto-pieno
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il peso,"Moore, Liz*",8854506117,9788854506114,8854506117,352        pp,3.99,"19,663","Jan 01, 2012","Oct 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2022",,Paperback,view,/book/show/16104329-il-peso
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tōkyō tutto l'anno. Viaggio sentimentale nella grande metropoli,"Imai Messina, Laura",8806244213,9788806244217,8806244213,272        pp,3.62,904,"Sep 08, 2020","Sep 08, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 10, 2022","Nov 15, 2022","Jul 30, 2022",,Hardcover,view,/book/show/54555799-t-ky-tutto-l-anno-viaggio-sentimentale-nella-grande-metropoli
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trio: Storia di due amiche, un uomo e la peste a Messina","Maraini, Dacia",,,B089T8YTRV,112        pp,3.00,224,"Jun 30, 2020","Jun 30, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Aug 2022,"Aug 02, 2022","Jul 25, 2022",,Kindle Edition,view,/book/show/54334980-trio
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una famiglia moderna,"Flatland, Helga",8893257661,9788893257664,8893257661,300        pp,3.80,"4,086","Aug 01, 2017","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Paperback,view,/book/show/61068499-una-famiglia-moderna
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prima persona singolare,"Murakami, Haruki",8806248286,9788806248284,8806248286,143        pp,3.54,"40,029",Jul 2020,"Mar 09, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Murakami e io non abbiamo feeling e questa raccolta ne è l'ennesima dimostrazione. Murakami e io non abbiamo feeling e questa raccolta ne è l'ennesima dimostrazione. ...more,Notes are private!,0,5,1,"Jul 14, 2022","Jul 17, 2022","Jul 14, 2022",,Hardcover,view (with text),/book/show/57292255-prima-persona-singolare
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutto quello che so sull'amore,"Alderton, Dolly",8817149756,9788817149754,8817149756,340        pp,4.03,"296,117","Feb 01, 2018","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2022",,Paperback,view,/book/show/57893671-tutto-quello-che-so-sull-amore
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Star. La vita autentica di John Keats,"Fazi, Elido",8864110720,9788864110721,8864110720,280        pp,3.48,48,"Feb 05, 2010","Feb 05, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jul 08, 2022","Jul 14, 2022","Jul 08, 2022",,Paperback,view,/book/show/8861864-bright-star-la-vita-autentica-di-john-keats
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",1594205612,9781594205613,1594205612,423        pp,3.67,"79,389","Mar 14, 2017","Mar 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 04, 2022",,Hardcover,view,/book/show/30962053-the-idiot
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'unica persona nera nella stanza,"Uyangoda, Nadeesha*",8832971615,9788832971613,8832971615,176        pp,4.17,730,"Mar 04, 2021","Mar 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2022",,Paperback,view,/book/show/57197474-l-unica-persona-nera-nella-stanza
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sotto la porta dei sussurri,"Klune, T.J.*",8804750014,9788804750017,8804750014,408        pp,4.16,"224,070","Sep 21, 2021","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2022",,Hardcover,view,/book/show/61066906-sotto-la-porta-dei-sussurri
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La più bella estate: Storia di una stagione in cui tutto è possibile,"Pace, Federico",8806247638,9788806247638,8806247638,192        pp,3.43,60,"May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2022",,Paperback,view,/book/show/61114666-la-pi-bella-estate
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Randagi,"Amerighi, Marco",8833937364,9788833937366,8833937364,400        pp,3.21,826,"Aug 26, 2021","Aug 26, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 25, 2023","Mar 31, 2023","Jun 26, 2022",,Paperback,view,/book/show/58863617-randagi
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il dolore è una cosa con le piume,"Porter, Max",8823515483,9788823515482,8823515483,125        pp,3.83,"42,017","Sep 17, 2015","Oct 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Hardcover,view,/book/show/32324334-il-dolore-una-cosa-con-le-piume
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come vento cucito alla terra,"Tuti, Ilaria",8830459178,9788830459175,8830459178,384        pp,4.26,"1,763","Jun 07, 2022","Jun 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 15, 2023","Jun 21, 2023","Jun 21, 2022",,Hardcover,view,/book/show/61095085-come-vento-cucito-alla-terra
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Due vite,"Trevi, Emanuele",,,B0842S1KT7,87        pp,3.56,"4,890","May 28, 2020","May 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,Kindle Edition,view,/book/show/53768596-due-vite
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chéri,Colette,009942276X,9780099422761,009942276X,122        pp,3.67,"5,075",1920,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2022",,Paperback,view,/book/show/389115.Ch_ri
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ada o ardore,"Nabokov, Vladimir",8845915042,9788845915048,8845915042,640        pp,4.13,"11,771",1969,"Feb 02, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 17, 2022",,Paperback,view,/book/show/9706155-ada-o-ardore
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,387","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2022",,Hardcover,view,/book/show/58210933-trust
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il filo dell'orizzonte,"Tabucchi, Antonio",8807811464,9788807811463,8807811464,112        pp,3.25,993,1985,"Jan 21, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 04, 2022","Jul 05, 2022","Jun 17, 2022",,Paperback,view,/book/show/1413209.Il_filo_dell_orizzonte
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La metà scomparsa,"Bennett, Brit*",8830100501,9788830100503,8830100501,394        pp,4.15,"753,512","Jun 02, 2020","Sep 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dissimulare la propria identità, essere altro, fingere di essere diversi da ciò che siamo, per ottenere determinati privilegi e un miglioramento del pDissimulare la propria identità, essere altro, fingere di essere diversi da ciò che siamo, per ottenere determinati privilegi e un miglioramento del proprio status sociale. È una delle tante tematiche su cui ruota questo romanzo di Brit Bennett che affronta anche il colourism, sul finire degli anni Sessanta in un paese immaginario come Mallard dove vive una comunità di neri dalla pelle chiara ""che non sarebbero mai stati accettati come bianchi ma rifiutavano di farsi trattare come neri"". Proprio qui si dipana la storia delle due gemelle, Desiree e Stella, la metà l'una dell'altra, ma il legame di sangue non è sufficiente al punto che si separeranno senza stabilire più nessun contatto. Un romanzo dove trovano riscontro tantissimi altri temi, ben analizzati e descritti dalla Bennett: dal bullismo sino al'omosessualità passando per la violenza domestica. Un romanzo familiare, intergenerazionale dove, tra presente e passato, sia Desiree che Stella, ma anche le rispettive figlie, Jude e Kennedy, sebbene in luoghi diversi da Mallard, cercheranno di trovare la propria identità costruendo il futuro. Brit Bennett mette, a mio avviso, troppa carne al fuoco il cui sapore rischia di risultare un po' troppo indigesto non permettendo di assaporarlo fino in fondo con un finale che lascia l'amaro in bocca....more",Notes are private!,0,4,1,"Jun 21, 2022","Jun 26, 2022","Jun 16, 2022",,Paperback,view (with text),/book/show/58551074-la-met-scomparsa
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,E poi saremo salvi,"Carati, Alessandra",8835709180,9788835709183,B0922WGFBY,276        pp,3.92,812,"Apr 20, 2021","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Le vite spezzate sono le protagoniste di questo romanzo di Alessandra Carati, finalista al Premio Strega. Sono vite che subiscono un prima e dopo la gLe vite spezzate sono le protagoniste di questo romanzo di Alessandra Carati, finalista al Premio Strega. Sono vite che subiscono un prima e dopo la guerra. Un vissuto della guerra in corso in Bosnia che racconta di una bambina, Aida, molto piccola e del suo viaggio allucinante, insieme alla madre incinta, tra polvere e bambini insaguinati, verso l'Italia, Milano, dove li attende una nuova vita. Una vita che porta i segni della guerra, l'ambientazione in una nuova scuola e città. Un vissuto che presenta molteplici difficoltà con un fratello che subisce degli sconquassamenti. Il percorso di Aida, da bambina sino a giovane ragazza a donna che cresce tra la Bosnia e l'Italia, in un viaggio tra andata e ritorno che segna separazioni, dolori, ma anche crescita. Sono vite che cercano, più che la salvezza, un po' di pace. Impossibile non affezionarsi ad Aida e a questa storia raccontata con garbo e senza pietismi....more",Notes are private!,0,5,1,"Jun 16, 2022","Jun 20, 2022","Jun 16, 2022",,Kindle Edition,view (with text),/book/show/57810544-e-poi-saremo-salvi
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primo sangue,"Nothomb, Amélie",8862434707,9788862434706,8862434707,128        pp,3.81,"5,509","Aug 18, 2021","Feb 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2022",,Paperback,view,/book/show/60319583-primo-sangue
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I miei giorni alla libreria Morisaki,"Yagisawa, Satoshi",8807034948,9788807034947,8807034948,160        pp,3.66,"57,347","Sep 07, 2010","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2022",,Paperback,view,/book/show/61052577-i-miei-giorni-alla-libreria-morisaki
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La stanza di Giovanni,"Baldwin, James",8871665724,9788871665726,8871665724,192        pp,4.32,"156,579","Jan 01, 1956",Sep 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 13, 2022",,Paperback,view,/book/show/17714095-la-stanza-di-giovanni
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le tre ghinee,"Woolf, Virginia",8807820447,9788807820441,8807820447,256        pp,3.92,"4,862",Jun 1938,Mar 1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2022",,Paperback,view,/book/show/4961234-le-tre-ghinee
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ninfa dormiente,"Tuti, Ilaria",,,B07QZCQWRV,478        pp,3.91,"3,457","May 27, 2019","May 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Kindle Edition,view,/book/show/45301882-ninfa-dormiente
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa sul mare celeste,"Klune, T.J.*",8804735147,9788804735144,8804735147,390        pp,4.41,"627,103","Mar 16, 2020","Jul 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,2,6,1,"Nov 08, 2023","Nov 12, 2023","Jun 08, 2022",,Hardcover,view,/book/show/58403741-la-casa-sul-mare-celeste
