,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Upright Thinkers: The Human Journey from Living in Trees to Understanding the Cosmos,"Mlodinow, Leonard",,,B00N6PBEY2,354        pp,4.12,"2,032","May 05, 2015","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 05, 2016",,Kindle Edition,view,/book/show/25482303-the-upright-thinkers
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trumpet of the Swan,"White, E.B.",,,B00T3DNKD4,272        pp,4.10,"77,729",1970,"Mar 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 05, 2016",,Kindle Edition,view,/book/show/24916067-the-trumpet-of-the-swan
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sharpe's Havoc        (Sharpe, #7)","Cornwell, Bernard*",,,B000FC13S6,336        pp,4.15,"11,044","Apr 01, 2003","Mar 17, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 05, 2016",,Kindle Edition,view,/book/show/8124180-sharpe-s-havoc
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sharpe's Eagle        (Sharpe, #8)","Cornwell, Bernard*",,,B000QBYF2C,289        pp,4.29,"15,378",1981,"Aug 03, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 05, 2016",,Kindle Edition,view,/book/show/6010633-sharpe-s-eagle
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sharpe's Company        (Sharpe, #13)","Cornwell, Bernard*",,,B000QBYF2M,286        pp,4.25,"10,931","Jul 24, 1982",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 05, 2016",,Kindle Edition,view,/book/show/6049996-sharpe-s-company
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving the Queen        (Blackford Oakes Mysteries #1),"Buckley Jr., William F.",,,B0116EBXUE,292        pp,3.70,827,"Jan 01, 1976","Aug 25, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 05, 2016",,Kindle Edition,view,/book/show/26147935-saving-the-queen
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Alaska,"Green, John*",,,,254        pp,3.97,"1,599,162","Mar 03, 2005","Aug 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 05, 2016",,Kindle Edition,view,/book/show/6567453-looking-for-alaska
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Evolution of Everything: How New Ideas Emerge,"Ridley, Matt",0062296000,9780062296009,0062296000,368        pp,3.92,"3,226","Sep 24, 2015","Oct 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2016",,Hardcover,view,/book/show/25816925-the-evolution-of-everything
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Max Perkins: Editor of Genius,"Berg, A. Scott",1573226211,9781573226219,1573226211,512        pp,4.31,"1,906",1978,"Jun 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2016","Jan 28, 2016","Jan 24, 2016",,Paperback,view,/book/show/334078.Max_Perkins
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where Youth and Laughter Go: With ""The Cutting Edge"" in Afghanistan","Folsom, Seth W.B.",1612518729,9781612518725,B0140EG4IS,522        pp,4.13,38,"Sep 15, 2015","Sep 15, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 01, 2016",,Kindle Edition,view,/book/show/26532011-where-youth-and-laughter-go
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iron Thunder: The Battle Between the Monitor & the Merrimac,Avi,1423104463,9781423104469,1423104463,203        pp,3.79,"1,690","Sep 18, 2007","Sep 18, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2015",,Hardcover,view,/book/show/1888018.Iron_Thunder
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chesapeake,"Michener, James A.",0812970438,9780812970432,0812970438,"1,024        pp",4.21,"25,674","Jan 01, 1978","Sep 09, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 05, 2015",,Paperback,view,/book/show/12661.Chesapeake
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sprig Muslin,"Heyer, Georgette",,,B005ZG47IK,320        pp,3.89,"8,491",1956,"Dec 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 20, 2015",,Kindle Edition,view,/book/show/13024935-sprig-muslin
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pale House        (Gregor Reinhardt, #2)","McCallin, Luke*",1101596880,9781101596883,B00G3L6MP2,358        pp,4.13,"1,966","Jul 01, 2014","Jul 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 07, 2014","Oct 07, 2014",,Kindle Edition,view,/book/show/19828124-the-pale-house
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spanish Game,"Cumming, Charles",,,B003H4I4PE,352        pp,3.77,"2,440","Feb 02, 2006","Apr 01, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 02, 2014","Jul 02, 2014",,Kindle Edition,view,/book/show/11211060-the-spanish-game
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Troublesome Inheritance: Genes, Race and Human History","Wade, Nicholas",,,B00G3L7VFM,290        pp,3.73,"1,498","May 06, 2014","May 06, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 27, 2014","May 27, 2014",,Kindle Edition,view,/book/show/21568714-a-troublesome-inheritance
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Queen: Sex and the Evolution of Human Nature,"Ridley, Matt",,,B006O4227U,420        pp,4.05,"16,795",Oct 1993,"Feb 14, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 19, 2014","May 19, 2014",,Kindle Edition,view,/book/show/18710681-the-red-queen
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil's Own: Sergeant Jack Crossman and the Battle of the Alma,"Kilworth, Garry",,,B005QMOZXA,275        pp,3.84,153,1998,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 09, 2014",,Kindle Edition,view,/book/show/13398061-the-devil-s-own
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inferno: The World at War, 1939-1945","Hastings, Max",0307273598,9780307273598,0307273598,729        pp,4.34,"9,874",2011,"Nov 01, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 21, 2013","May 28, 2014","Dec 21, 2013",,Hardcover,view,/book/show/11256415-inferno
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","McDougall, Christopher",,,,287        pp,4.30,"213,572","Apr 23, 2009","May 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An inspired mix of nonsense and common sense that is really enjoyable moment to moment.,Notes are private!,0,0,1,"Dec 20, 2013","Dec 21, 2013","Dec 20, 2013",,Hardcover,view (with text),/book/show/6289283-born-to-run
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",1594487367,9781594487361,1594487367,217        pp,3.75,"97,832","Mar 22, 2010","Sep 11, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2013",,Hardcover,view,/book/show/13503109-this-is-how-you-lose-her
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Antonia,"Cather, Willa",,,B0083ZCCQE,182        pp,3.83,"137,878",Sep 1918,"May 16, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2013",,Kindle Edition,view,/book/show/18652348-my-antonia
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harmony,"Brooke, Keith*",1781080011,9781781080016,1781080011,416        pp,3.11,183,"May 27, 2012","May 29, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2013",,Mass Market Paperback,view,/book/show/12987252-harmony
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,in Sunlight and in Shadow,"Helprin, Mark",,,B006R8PI8I,725        pp,3.53,"4,003","Jan 01, 2012","Oct 02, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 10, 2013",Jan 2014,"Dec 10, 2013",,Kindle Edition,view,/book/show/18815211-in-sunlight-and-in-shadow
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,190","Sep 23, 2013","Oct 22, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Apr 23, 2020Nov 29, 2013","Apr 23, 2020Nov 30, 2013","Nov 29, 2013",,Hardcover,view,/book/show/17333223-the-goldfinch
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Face of Battle: A Study of Agincourt, Waterloo and the Somme","Keegan, John",1844137481,9781844137480,1844137481,352        pp,4.13,"8,178",Nov 1976,"Jan 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2013",,Paperback,view,/book/show/275833.The_Face_of_Battle
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sword of Honor,"Waugh, Evelyn",0316216682,9780316216685,0316216682,784        pp,4.21,"1,948","Jan 01, 1965","Dec 11, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2013","Nov 29, 2013","Oct 18, 2013",,Hardcover,view,/book/show/14781424-sword-of-honor
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Creole Belle        (Dave Robicheaux, #19)","Burke, James Lee",1451648146,9781451648140,1451648146,624        pp,4.18,"7,878","Jul 17, 2012","Aug 27, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 08, 2013",,Mass Market Paperback,view,/book/show/15014903-creole-belle
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pylon,"Faulkner, William",0307946789,9780307946782,0307946789,280        pp,3.37,725,1935,"Nov 29, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 03, 2013",,Paperback,view,/book/show/11492923-pylon
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sanctuary,"Faulkner, William",0679748148,9780679748144,0679748148,317        pp,3.63,"13,515",1931,"Dec 06, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 05, 2013","Aug 14, 2013",,Paperback,view,/book/show/18789.Sanctuary
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Back to Blood,"Wolfe, Tom",0316036315,9780316036313,0316036315,704        pp,3.30,"9,320","Jan 01, 2012","Oct 23, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"His best since Bonfire of the Vanities. William Makepeace Thackery reborn. We're lucky to have him and it'll be a sad day for fiction when he's gone.AHis best since Bonfire of the Vanities. William Makepeace Thackery reborn. We're lucky to have him and it'll be a sad day for fiction when he's gone.All the Wolfe hallmarks are here, and we have a really sympathetic hero in Nestor. Of course, since this is social satire, Nestor has his vanities and weaknesses, but I cared more about him than I have about, well, just about every character current modern literary fiction writers have created all lumped together.The idea that since Wolfe is in his 80s, he can't do youth culture or ethnic culture or anything else he sets his mind and notebook to is absolute nonsense. He nails stuff time and again, stuff I am familiar with and would know if he hadn't looked into it. The man meticulously does his homework and gets it right in both substance and tone.It's a sprawling, wonderful social satire and novel of manners. If ONLY anybody else were around to take Wolfe's place. Alas, no. The 21st century will be a dark place without him once he's done.But if this is it for Tom Wolfe, what a fantastic way to go out!...more",Notes are private!,0,2,1,not set,"Aug 14, 2013","Aug 14, 2013",,Hardcover,view (with text),/book/show/13480192-back-to-blood
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Die-Off        (John Marquez, #5)","Russell, Kirk*",072788283X,9780727882837,072788283X,256        pp,3.92,53,"Jan 01, 2013","Nov 01, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 08, 2013","Aug 14, 2013",,Hardcover,view,/book/show/17707247-die-off
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Run,"Mansbach, Adam*",006219965X,9780062199652,006219965X,416        pp,3.25,644,"Sep 24, 2013","Nov 14, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 21, 2013","Aug 02, 2013","Jul 21, 2013",,Hardcover,view,/book/show/16248166-the-dead-run
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming Faulkner: The Art and Life of William Faulkner,"Weinstein, Philip",0195341538,9780195341539,0195341538,235        pp,4.15,115,"Nov 20, 2009","Nov 20, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Omg,Notes are private!,0,0,1,"Jun 24, 2013","Jul 23, 2013","Jun 24, 2013",,Hardcover,view (with text),/book/show/7157400-becoming-faulkner
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catch and Release,"Block, Lawrence*",,2940012817952,,289        pp,3.44,381,"Jun 01, 2011","Jun 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2013",,Nook,view,/book/show/12110898-catch-and-release
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightmare Range: The Collected Sueno and Bascom Short Stories,"Limón, Martin",1616953322,9781616953324,1616953322,389        pp,4.07,114,"Jan 01, 2013","Sep 24, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 21, 2013","Jun 23, 2013","Jun 21, 2013",,Hardcover,view,/book/show/17262759-nightmare-range
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reivers,"Faulkner, William",0679741925,9780679741923,0679741925,305        pp,3.78,"7,606",1962,"Sep 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 21, 2013","Jul 23, 2013","Jun 21, 2013",,Paperback,view,/book/show/210825.The_Reivers
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Skies,"Indriðason, Arnaldur",184655540X,9781846555404,184655540X,330        pp,3.70,"5,903",2009,"Jul 30, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 14, 2013",,Paperback,view,/book/show/12873125-black-skies
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flags in the Dust,"Faulkner, William",0394712390,9780394712390,0394712390,448        pp,3.89,"1,288",1929,"Sep 12, 1974",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 14, 2013",,Hardcover,view,/book/show/425137.Flags_in_the_Dust
