,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Connie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brightest Star,"Tsukiyama, Gail",0063213753,9780063213753,0063213753,352        pp,3.46,994,"Jun 20, 2023","Jun 20, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anna May Wong was infatuated with silent movies as a young teen, and skipped her Chinese school to sneak off to the cinema. She grew up in a traditionAnna May Wong was infatuated with silent movies as a young teen, and skipped her Chinese school to sneak off to the cinema. She grew up in a traditional Chinese-American family in California where her family ran a laundry. Her father disapproved of Anna May's dream of becoming a film star since he felt that she would be unable to find a good Chinese husband if she was an actress. But Anna May was as stubborn as her father, and she started by taking part in crowd scenes as a Chinese extra. It was difficult for Chinese women to find a leading part in a movie since California banned interracial marriage, and the Hays Code prevented an Asian woman from kissing a white actor in a film. She was cast mostly in roles like a murderous dragon lady, or a prostitute, or someone in an opium den in her early films. Non-Chinese actresses in ""yellowface"" played the leading roles.Anna May was beautiful with a sense of style, and she was photographed with outfits combining Western and Asian fashions. She also spent part of her career in Europe--Berlin, Paris, and London--where attitudes were more liberal. As she progressed in her career, she helped pave the way for better roles for Chinese actresses.The book is told in two timelines. In 1960, Anna May was traveling East to New York by train, and was reading her diaries as she travels. Her diaries and letters remind her of her younger years told in the second timeline.Anna May Wong had an interesting life story. But I was disappointed with Gail Tsukiyama's writing in this book as compared to her ""Color of Air"" and ""Samurai's Garden"" that are more lyrical. She may have been trying for historical accuracy, but it felt like every event in her life had to be mentioned instead of going into more depth during fewer events. However, I'm still glad I read the book for an upcoming book discussion since it gave insight into the challenges that Asians faced in the movie industry. 3.5 stars....more",Notes are private!,0,11,1,"Jan 29, 2024",Feb 2024,"Jul 09, 2023",,Hardcover,view (with text),/book/show/60792400-the-brightest-star
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Walks Down,"McFarlane, Fiona",0374606234,9780374606237,0374606234,352        pp,3.75,"2,877","Oct 05, 2022","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2023",,Hardcover,view,/book/show/60784798-the-sun-walks-down
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loyalty,"Scottoline, Lisa*",0525539808,9780525539803,0525539808,417        pp,3.77,"12,322","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lisa Scottoline combined fact and fiction as she wrote about Sicily in the early 1800s. ""Loyalty"" is a book about justice, injustice, family, ambitionLisa Scottoline combined fact and fiction as she wrote about Sicily in the early 1800s. ""Loyalty"" is a book about justice, injustice, family, ambition, power, and loyalty.There are four main storylines about various families that weave together at the end. The first one involves the kidnapping of young boys from wealthy families. The lawyer Gaetano Catalano attempts to find the boys and the kidnappers at great personal cost to himself.A second thread spotlights the twin Fiorvanti brothers who need to protect caravans carrying lemons as they travel to market. They hire former criminals to guard the caravans against bandits, and the men take blood oaths of loyalty to the family. The term ""mafioso"" meant ""strong, bold, and daring"" without the negative connotations that soon became attached to it. A lust for power leads to tragedy in the family.The third storyline involves Mufalada who births a beautiful albino daughter--but the villagers think the pale child is cursed. Alfredo is featured in a fourth thread. He raises goats (who he calls his daughters) and makes cheese. Alfredo is harboring a dangerous secret.Although I've read quite a few books set in mainland Italy, I had not read much about Sicily. I enjoyed the descriptions of the lemon groves, the fishing villages, the mines, the villas, and the Sicilian cuisine. Conditions were brutal and lawless in the early 1800s in Sicily, and the police were corrupt. It was fertile ground for the Sicilian Mafia to become established. The book combined historical fiction with mystery and suspense. Lisa Scottoline is a good storyteller who kept my interest....more",Notes are private!,0,22,1,"Mar 26, 2024","Mar 30, 2024","Jul 07, 2023",,Hardcover,view (with text),/book/show/61386676-loyalty
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lamplighter:,"Dickens, Charles",1502869594,9781502869593,1502869594,28        pp,3.29,190,"Aug 08, 2000","Oct 16, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Lamplighter"" is a farce, first written for the theater, and then modified for publication in The Pic Nic Papers by Various Hands in 1941. The mai""The Lamplighter"" is a farce, first written for the theater, and then modified for publication in The Pic Nic Papers by Various Hands in 1941. The main character is a lamplighter who lit the street lights in the time before gas lighting. Astrology, astronomy, and mad scientists are involved in the plot. The lighthearted work has plenty of comic one-liners. I enjoyed reading this tall tale with the Dickensian group, and learning about the occupation of lamplighting along the way....more",Notes are private!,0,14,1,Aug 2023,"Aug 14, 2023","Jul 06, 2023",,Paperback,view (with text),/book/show/23419686-the-lamplighter
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Please His Wife,"Hardy, Thomas",,,,unknown,3.67,27,"Apr 23, 2013",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""To Please His Wife"" is a 1891 short story that was first published in ""Black and White"" magazine, and later included in the collection, ""Life's Littl""To Please His Wife"" is a 1891 short story that was first published in ""Black and White"" magazine, and later included in the collection, ""Life's Little Ironies.""It's a story about rivalries, pride, social status, affluence, and ambition. Trading can be quite lucrative if one goes to sea, but the danger of shipwreck is always present. How much risk should the captain take to please his wife?I read this story with ""The Works of Thomas Hardy"" group. 3.5 stars....more",Notes are private!,0,19,1,"Aug 21, 2023",Sep 2023,"Jul 06, 2023",,Paperback,view (with text),/book/show/16006192-to-please-his-wife
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Two Persons,"Bauermeister, Erica*",1250284376,9781250284372,1250284376,314        pp,4.11,"17,648","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2023",,Hardcover,view,/book/show/60196684-no-two-persons
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Tan’s Circle of Women,"See, Lisa*",1982117087,9781982117085,1982117087,368        pp,4.37,"83,950","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 09, 2024",not set,"Jun 27, 2023",,Hardcover,view,/book/show/62919732-lady-tan-s-circle-of-women
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go as a River,"Read, Shelley*",1954118236,9781954118232,1954118236,320        pp,4.31,"64,851","Mar 07, 2023","Feb 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Victoria Nash's life changes when she meets a Native American stranger, Wil Moon, on her way home. She lives on her family's peach farm in Iola, ColorVictoria Nash's life changes when she meets a Native American stranger, Wil Moon, on her way home. She lives on her family's peach farm in Iola, Colorado. The attraction is strong between Wil and Victoria, but racism is very prevalent in 1945.""My home is at the bottom of a lake. Our farm lies there, mud bound, its remnants indistinguishable from boat wreckage. Sleek trout troll the remains of my bedroom and the parlor where we sat as a family on Sundays.""The government builds a dam and floods the town of Iola. There is loss of community and people's livelihoods. Nature is a potent healer as Victoria rebuilds and recovers from personal and business losses.""Go as a River"" is a coming-of-age novel about loss, heartache, resilience, survival, friendship, and family. It demonstrates the damage left by war, bigotry, and a lack of equality for women. The lovely setting in the western Colorado mountains is an important element in the story. Although we pass many obstacles in the long, meandering journey of life, Wil said it was important to ""go as a river.""...more",Notes are private!,9,25,1,"Sep 10, 2023","Sep 16, 2023","Jun 26, 2023",,Hardcover,view (with text),/book/show/63922274-go-as-a-river
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beasts of Paris,"Penney, Stef",1639363777,9781639363773,,352        pp,3.76,280,"Jul 06, 2023","Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,ebook,view,/book/show/61272042-the-beasts-of-paris
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Máscaras venecianas / La sierva ajena,"Bioy Casares, Adolfo",8420646342,9788420646343,8420646342,96        pp,3.47,140,"Jan 01, 1995","Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Venetian Masks"" from the ""Black Water"" anthology.After the narrator finds he has a serious chronic illness, he leaves Daniela, the woman he loves. He""Venetian Masks"" from the ""Black Water"" anthology.After the narrator finds he has a serious chronic illness, he leaves Daniela, the woman he loves. He didn't want to burden her with caring for an invalid. Years later, he's still in love with Daniela who has been working on cutting-edge biological experiments. He travels from Buenos Aires to Europe on vacation, and finds Daniela in Venice. It's Carnival when the women dress in beautiful costumes and wear elaborate masks.The story ends on a science fiction note which I enjoyed. However, I could not feel an emotional connection with either the insecure narrator or the beautiful, talented Daniela....more",Notes are private!,0,12,1,"Oct 05, 2023","Oct 06, 2023","Jun 22, 2023",,Paperback,view (with text),/book/show/393258.M_scaras_venecianas_La_sierva_ajena
