,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Theresa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Immortal Diamond: The Search for Our True Self,"Rohr, Richard",1118303598,9781118303597,1118303598,304        pp,4.19,"3,870",unknown,"Jan 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Hardcover,view,/book/show/15869004-immortal-diamond
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Culture Renovation: 18 Leadership Actions to Build an Unshakeable Company,"Oakes, Kevin",1260464369,9781260464368,1260464369,352        pp,4.20,182,unknown,"Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 18, 2023",,Hardcover,view,/book/show/54083658-culture-renovation
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Never Meeting in Real Life.,"Irby, Samantha*",1101912197,9781101912195,1101912197,275        pp,3.90,"45,179","May 30, 2017","May 30, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Paperback,view,/book/show/33381433-we-are-never-meeting-in-real-life
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quietly Hostile: Essays,"Irby, Samantha*",0593315693,9780593315699,0593315693,290        pp,3.72,"15,515","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Paperback,view,/book/show/62052300-quietly-hostile
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West with Giraffes,"Rutledge, Lynda*",1542023351,9781542023351,B088FF4S7Q,381        pp,4.37,"128,598","Feb 01, 2021","Feb 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved so much about this book. Beautiful writing, great story, and interesting characters. The author clearly did her research about the period (dust Loved so much about this book. Beautiful writing, great story, and interesting characters. The author clearly did her research about the period (dust bowl, beginnings of WWII, first giraffes to arrive in California, communities along the Lee Highway) which she brought to life in such a compelling way. Highly recommend this book!...more",Notes are private!,0,4,1,"Jul 27, 2023","Aug 16, 2023","Apr 23, 2023",,Kindle Edition,view (with text),/book/show/56449476-west-with-giraffes
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House Made of Dawn,"Momaday, N. Scott",0072434201,9780072434200,0072434201,198        pp,3.63,"9,325",1968,"May 02, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 07, 2023","Apr 30, 2023","Apr 07, 2023",,Paperback,view,/book/show/110996.House_Made_of_Dawn
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Ramble: A Walk of Memory and Renewal,"King Jr., Neil",035870149X,9780358701491,035870149X,368        pp,4.16,"1,171",unknown,"Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Hardcover,view,/book/show/60012523-american-ramble
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Precipice,"Ord, Toby*",1526600218,9781526600219,1526600218,480        pp,4.02,"3,948","Mar 05, 2020","Mar 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2023",,Hardcover,view,/book/show/50485582-the-precipice
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honor,"Umrigar, Thrity",161620995X,9781616209957,161620995X,326        pp,4.37,"56,307","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Hardcover,view,/book/show/56271394-honor
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Sacred Thing        (Maya Greenwood, #1)",Starhawk*,0553373803,9780553373806,0553373803,486        pp,4.21,"7,450",1993,"Jun 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2023",,Paperback,view,/book/show/80689.The_Fifth_Sacred_Thing
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving Us: A Climate Scientist's Case for Hope and Healing in a Divided World,"Hayhoe, Katharine*",,,B08BZW2BQG,318        pp,4.32,"2,164","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2023",,Kindle Edition,view,/book/show/56379758-saving-us
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Earth for All: A Survival Guide for Humanity,"Dixson-Decleve, Sandrine",0865719861,9780865719866,0865719861,208        pp,4.16,289,"Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2023",,Paperback,view,/book/show/60878390-earth-for-all
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Room 1219: The Life of Fatty Arbuckle, the Mysterious Death of Virginia Rappe, and the Scandal That Changed Hollywood","Merritt, Greg",1613747926,9781613747926,1613747926,440        pp,3.88,529,"Sep 01, 2013","Sep 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2023",,Hardcover,view,/book/show/17465023-room-1219
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Played with Fire        (Millennium, #2)","Larsson, Stieg",0307269981,9780307269980,0307269981,503        pp,4.25,"923,155",2006,"Jul 28, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's been quite some time since I read the first novel, and this second one had enough references that I did not feel lost. This one was just as excitIt's been quite some time since I read the first novel, and this second one had enough references that I did not feel lost. This one was just as exciting and even a bit unbelievable at times. A fun change of pace from my regular book choices. I'm looking forward to reading the third novel to see how things end up for Salander. ...more",Notes are private!,0,1,1,"Mar 12, 2023","Mar 26, 2023","Mar 12, 2023",,Hardcover,view (with text),/book/show/5060378-the-girl-who-played-with-fire
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Women: Everything You Already Know About Your Own Racism and How to Do Better,"Jackson, Regina",0143136437,9780143136439,0143136437,224        pp,4.48,"3,198","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2023",,Paperback,view,/book/show/60371066-white-women
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agatha of Little Neon,"Luchette, Claire*",0374265267,9780374265267,0374265267,273        pp,3.97,"4,895","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Hardcover,view,/book/show/54785502-agatha-of-little-neon
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Social Instinct: How Cooperation Shaped the World,"Raihani, Nichola*",1250262828,9781250262820,1250262828,304        pp,3.95,489,"Jun 03, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Hardcover,view,/book/show/56269229-the-social-instinct
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Roll of Thunder, Hear My Cry        (Logans, #4)","Taylor, Mildred D.",014034893X,9780140348934,014034893X,288        pp,3.89,"124,865","Jan 01, 1976","Oct 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Paperback,view,/book/show/310459.Roll_of_Thunder_Hear_My_Cry
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name,"Miller, Chanel",0735223718,9780735223714,,384        pp,4.71,"199,561","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,ebook,view,/book/show/50196744-know-my-name
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gown,"Robson, Jennifer*",0062674951,9780062674951,0062674951,371        pp,4.13,"53,449","Dec 31, 2018","Dec 31, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An easy read with a bit of a rushed ending. At times seemed like a young adult book. The most enjoyable parts of the book were the descriptions of theAn easy read with a bit of a rushed ending. At times seemed like a young adult book. The most enjoyable parts of the book were the descriptions of the people at Hartnell’s and what it would have been like for the workers - the tediousness of hours bent over frames to embroider fine fabrics for the elite class. The Daniel and Heather relationship didn’t add much in my opinion. Instead, it would have been nice to have more depth of emotions and dialogue amongst the main characters- Miriam, Ann, Walter and his friends. In the end, it was a nice story with a happy ending. ...more",Notes are private!,0,1,1,"Feb 27, 2023","Mar 11, 2023","Feb 27, 2023",,Paperback,view (with text),/book/show/39893613-the-gown
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poetry of Solitude: A Tribute to Edward Hopper,"Levin, Gail",0789300176,9780789300171,0789300176,80        pp,3.79,76,"Sep 15, 1995","Mar 13, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A new appreciation for the works by Edward Hopper.,Notes are private!,0,0,1,"Feb 26, 2023","Feb 27, 2023","Feb 26, 2023",,Hardcover,view (with text),/book/show/402921.The_Poetry_of_Solitude
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmers,"Otsuka, Julie",0593321332,9780593321331,0593321332,192        pp,3.68,"30,703","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2023",,Hardcover,view,/book/show/58214333-the-swimmers
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tastes Like War,"Cho, Grace M.*",1952177944,9781952177941,1952177944,289        pp,3.92,"12,355","May 18, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2023",,Paperback,view,/book/show/56047271-tastes-like-war
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,447","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,955","Jun 16, 2009","Jun 23, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love the way McCann was able to connect the seemingly disparate lives in subtle and plausible ways. He portrays both the grittiness and glossiness oI love the way McCann was able to connect the seemingly disparate lives in subtle and plausible ways. He portrays both the grittiness and glossiness of these different characters that are scattered across the city. The occasional memories that they share about their family history (Corrigan and Ciaran’s childhood in Ireland, Gloria’s in MO, etc) add great depth. The story of the star performer- the tightrope walker- perfectly blended in and while not overshadowing the other characters. Quite simply a wonderfully written novel that I’d love to read again. ...more",Notes are private!,0,3,1,"Jan 29, 2023","Feb 24, 2023","Jan 23, 2023",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lose the Resume, Land the Job","Burnison, Gary",1119475252,9781119475255,1119475252,256        pp,3.76,127,unknown,"Jan 24, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Published in 2018, this book has many outdated examples (ie use of Skype, lots of focus on being onsite vs remote). Title of book is a bit misleading Published in 2018, this book has many outdated examples (ie use of Skype, lots of focus on being onsite vs remote). Title of book is a bit misleading as there are multiple pages dedicated to resumes and examples of them. More appropriate title could be “ACT: Being Authentic, Making Connections, Giving Taste of What it’s Like to Work With You”. The book showcases the author’s company products and services at Korn Ferry (where he is the CEO) and how to leverage/develop competencies. I was a bit disappointed by the underlying tone of elitism and sarcasm. I have appreciated his blog posts during the pandemic- so it seems his style has perhaps evolved since this book. I would recommend this book to recent graduates and people who haven’t interviewed in a long time. It’s also quite focused on traditional hierarchical corporations that value constant upward movement with focus on leadership roles. ...more",Notes are private!,0,0,1,"Jan 20, 2023","Jan 22, 2023","Jan 20, 2023",,ebook,view (with text),/book/show/36703084-lose-the-resume-land-the-job
