,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince of Tides,"Conroy, Pat",0553381547,9780553381542,0553381547,679        pp,4.25,"208,537",1986,"Oct 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Conroy's finest work, in my humble opinion. Highly recommended.Conroy's finest work, in my humble opinion. Highly recommended....more",Notes are private!,0,8,1,"May 19, 2019","Jul 04, 2019","May 19, 2019",,Paperback,view (with text),/book/show/16735.The_Prince_of_Tides
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gingerbread,"Oyeyemi, Helen*",1984882899,9781984882899,1984882899,372        pp,3.05,"14,734","Mar 05, 2019","Mar 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 02, 2019","May 28, 2019","May 02, 2019",,Paperback,view,/book/show/40634915-gingerbread
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving Time,"Picoult, Jodi*",0345544927,9780345544926,0345544927,398        pp,3.99,"181,136","Oct 14, 2014","Oct 14, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"May 02, 2019","May 18, 2019","May 02, 2019",,Hardcover,view,/book/show/18816603-leaving-time
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elements of Style,"Strunk Jr., William",,,,105        pp,4.18,"83,785",1918,"Aug 24, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A must-have reference book for any serious writer.,Notes are private!,0,5,1,"May 02, 2019","May 06, 2019","May 02, 2019",,Hardcover,view (with text),/book/show/33514.The_Elements_of_Style
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wildflower Hope        (The Wildflower House #2),"Greene, Grace*",1542043875,9781542043878,B07PP1MDY5,315        pp,4.45,"1,507","Sep 29, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With her unique flair for depicting the Virginia countryside she loves, Grace Greene expands the story of Kara Hart’s journey to rebuild her life afteWith her unique flair for depicting the Virginia countryside she loves, Grace Greene expands the story of Kara Hart’s journey to rebuild her life after a series of terrible losses. The remarkable cast of characters will delight, and the plot will keep the reader guessing about family ties and hidden dreams until the very end. If you are looking for an unforgettable tale about second chances and the true meaning of family, look no further than Wildflower Hope....more",Notes are private!,0,9,1,"Jun 23, 2019","Jul 12, 2019","Apr 10, 2019",,Kindle Edition,view (with text),/book/show/44538575-wildflower-hope
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of Sam Hell,"Dugoni, Robert*",1503949001,9781503949003,1503949001,448        pp,4.43,"161,569","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,Apr 2019,Apr 2019,"Apr 01, 2019",,Hardcover,view,/book/show/35995489-the-extraordinary-life-of-sam-hell
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library Book,"Orlean, Susan*",1476740186,9781476740188,1476740186,317        pp,3.89,"114,947","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A must-read about the importance of libraries and the people who dedicate their lives to these great institutions, with the famous Los Angeles libraryA must-read about the importance of libraries and the people who dedicate their lives to these great institutions, with the famous Los Angeles library fire as a backdrop. Highly, happily recommended....more",Notes are private!,0,9,1,"Mar 31, 2019","May 02, 2019","Mar 31, 2019",,Hardcover,view (with text),/book/show/39507318-the-library-book
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller's Secret,"Badani, Sejal*",1542048273,9781542048279,1542048273,399        pp,4.37,"93,915","Sep 01, 2018","Sep 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderfully immersive tale of modern-day India, and a woman’s search for the secrets hidden by her family for generations. Highly recommended.",Notes are private!,0,2,1,"Mar 28, 2019","Mar 31, 2019","Mar 28, 2019",,Paperback,view (with text),/book/show/35889205-the-storyteller-s-secret
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indigo,"Jenkins, Beverly*",0595002021,9780595002023,0595002021,370        pp,4.32,"4,903","Nov 01, 1996","Aug 22, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Part history, part romance, Indigo is a wonderful introduction to Jenkins's work. You’ll quickly fall in love with her unforgettable characters. HighlPart history, part romance, Indigo is a wonderful introduction to Jenkins's work. You’ll quickly fall in love with her unforgettable characters. Highly recommended....more",Notes are private!,0,4,1,"Mar 26, 2019",Apr 2019,"Mar 26, 2019",,Paperback,view (with text),/book/show/347339.Indigo
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,830","Mar 05, 2019","Mar 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The interview-style narrative will undoubtedly appeal to readers under age forty. An interesting reimagining of a rock band in the 1970s.,Notes are private!,0,12,1,"Mar 20, 2019","Mar 25, 2019","Mar 23, 2019",,Hardcover,view (with text),/book/show/40597810-daisy-jones-the-six
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Man, Dalton","McQuestion, Karen*",1542041449,9781542041447,1542041449,257        pp,4.03,"4,221","Mar 12, 2019","Mar 12, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book that reveals the brighter side of human nature in a surprising way. Good Man, Dalton is a sweet confection you’ll savor as Midwesterner Greta HA book that reveals the brighter side of human nature in a surprising way. Good Man, Dalton is a sweet confection you’ll savor as Midwesterner Greta Hansen arrives in New York City for a job that doesn’t exist—and discovers something better than money or fame....more",Notes are private!,0,7,1,"Mar 17, 2019","Mar 17, 2019","Mar 17, 2019",,Paperback,view (with text),/book/show/41574678-good-man-dalton
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,989,313","Aug 14, 2018","Aug 14, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A haunting, lyrical debut centered around an abandoned child, “The Marsh Girl” and the murder that will force her into the world that has rejected herA haunting, lyrical debut centered around an abandoned child, “The Marsh Girl” and the murder that will force her into the world that has rejected her. A poignant, magical read....more",Notes are private!,0,23,1,"Mar 13, 2019","Mar 13, 2019","Mar 13, 2019",,ebook,view (with text),/book/show/36809135-where-the-crawdads-sing
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Not How It Ends,"Weinstein, Rochelle B.*",1542007682,9781542007689,B07NCY8CXD,342        pp,4.12,"20,524","Jan 01, 2020","Jan 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can a chance encounter change your life? For Charlotte Myers, the unexpected will challenge her assumptions about the meaning of love and family, and Can a chance encounter change your life? For Charlotte Myers, the unexpected will challenge her assumptions about the meaning of love and family, and question her ability to forgive the sins of the past. Elegant and timely, This Is Not How It Ends weaves a poignant tapestry of three lives threaded together by devotion and secret passion—and will leave readers guessing until the satisfying conclusion. ...more",Notes are private!,0,11,1,"Feb 23, 2019","Feb 25, 2019","Feb 23, 2019",,Kindle Edition,view (with text),/book/show/43903399-this-is-not-how-it-ends
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somebody's Daughter,"Weinstein, Rochelle B.*",1503949257,9781503949256,1503949257,320        pp,4.01,"5,742","Apr 17, 2018","Apr 17, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A gripping and heartfelt exploration of a family in crisis that questions how parents should respond when social media alters a teenager’s life in a pA gripping and heartfelt exploration of a family in crisis that questions how parents should respond when social media alters a teenager’s life in a painful instant. A thought-provoking choice for book clubs and general readers alike. Highly recommended....more,Notes are private!,0,3,1,"Feb 16, 2019","Mar 31, 2019","Feb 16, 2019",,Paperback,view (with text),/book/show/36439317-somebody-s-daughter
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crashed: How a Decade of Financial Crises Changed the World,"Tooze, Adam",0670024937,9780670024933,0670024937,720        pp,4.29,"3,662","Aug 07, 2018","Aug 07, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A sober, riveting account of the monetary practices that led to the financial crisis of 2008. Highly recommended.",Notes are private!,0,2,1,"Feb 15, 2019","Mar 13, 2019","Feb 15, 2019",,Hardcover,view (with text),/book/show/36950522-crashed
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Scavenger's Daughters        (Tales of the Scavenger's Daughters, #1)","Bratt, Kay*",,9781477805862,1477805869,230        pp,4.19,"6,073","Aug 13, 2013","Aug 13, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A heartfelt, authentic look at a scavenger in post-Maoist China, and the love he and his wife extend to the host of abandoned girls who become their dA heartfelt, authentic look at a scavenger in post-Maoist China, and the love he and his wife extend to the host of abandoned girls who become their daughters. As an adoptive mother, this novel—inspired by a true story—struck me deep. Highly, wholeheartedly recommended....more",Notes are private!,0,5,1,"Feb 15, 2019","Mar 13, 2019","Feb 15, 2019",,Paperback,view (with text),/book/show/17397916-the-scavenger-s-daughters
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Curve in the Road,"MacLean, Julianne*",1503959457,9781503959453,B079R8DY6F,271        pp,3.93,"43,543","Aug 14, 2018","Aug 14, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A deeply stirring, emotional story of loss, grief, and betrayal that carries the reader on a journey filled with twists and secrets toward an upliftinA deeply stirring, emotional story of loss, grief, and betrayal that carries the reader on a journey filled with twists and secrets toward an uplifting destination where healing is found in new beginnings. You’ll root for Abbie on every step of her journey, and fall in love with her sweet dog, Winston. Highly recommended. ...more",Notes are private!,0,11,1,"Feb 12, 2019","Feb 16, 2019","Feb 12, 2019",,Kindle Edition,view (with text),/book/show/38503833-a-curve-in-the-road
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Only One Life,"Farley, Ashley*",1542093856,9781542093859,B07JN4NJ1M,289        pp,4.24,"7,862","Apr 23, 2019","Apr 23, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A powerful, moving story of the dark secrets hidden beneath the veneer of wealth, and the healing power of love between a mother and her adult daughteA powerful, moving story of the dark secrets hidden beneath the veneer of wealth, and the healing power of love between a mother and her adult daughter. This is Southern fiction at its best....more",Notes are private!,0,10,1,"Jan 25, 2019","Jan 25, 2019","Jan 25, 2019",,Kindle Edition,view (with text),/book/show/42491882-only-one-life
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,261",2017,"Feb 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A profound, breathtaking imagining of President Lincoln's grief over the loss of his son. This is experimental fiction at its best, weaving a distinctA profound, breathtaking imagining of President Lincoln's grief over the loss of his son. This is experimental fiction at its best, weaving a distinctive cast of the long-dead and newly-departed. Forget comparisons--there is no other book like this one. Highly recommended...more",Notes are private!,0,7,1,"Jan 22, 2019","Jan 22, 2019","Jan 22, 2019",,Hardcover,view (with text),/book/show/29906980-lincoln-in-the-bardo
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,708","Apr 10, 2018","Apr 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jan 07, 2019","Jan 07, 2019","Jan 07, 2019",,Hardcover,view,/book/show/35959740-circe
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Truths: A History of the United States,"Lepore, Jill",0393635244,9780393635249,0393635244,933        pp,4.40,"11,219","Sep 18, 2018","Sep 18, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A thought-provoking volume of American history with special emphasis on the groups and causes rarely given much space in earlier history books. BrilliA thought-provoking volume of American history with special emphasis on the groups and causes rarely given much space in earlier history books. Brilliant, insightful—and highly recommended....more",Notes are private!,0,1,1,Jan 2019,"Mar 31, 2019","Jan 01, 2019",,Hardcover,view (with text),/book/show/38212158-these-truths
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fifth Risk,"Lewis, Michael",1324002646,9781324002642,1324002646,221        pp,4.09,"44,514","Oct 02, 2018","Oct 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,2,"May 18, 2019Dec 15, 2018","May 18, 2019Jan 31, 2019","Dec 15, 2018",,Hardcover,view,/book/show/40109421-the-fifth-risk
