,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bruno's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wake,"Kingsnorth, Paul",1908717866,9781908717863,1908717866,365        pp,4.01,"3,290",Apr 2014,"Jan 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(3.5) It's about a man with religious delusions saying the word cum all the time. (3.5) It's about a man with religious delusions saying the word cum all the time. ...more,Notes are private!,0,0,1,"Sep 03, 2017","Sep 08, 2017","Sep 03, 2017",,Hardcover,view (with text),/book/show/21023409-the-wake
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decameron,"Boccaccio, Giovanni",8817063266,9788817063265,8817063266,"1,851        pp",3.88,"40,038",1349,"Apr 24, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2017,Oct 2017,"Sep 01, 2017",,Paperback,view,/book/show/18807653-decameron
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Autumn        (Seasons Quartet, #1)","Knausgård, Karl Ove",039956330X,9780399563300,039956330X,224        pp,3.73,"7,370","Sep 01, 2015","Aug 22, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really like you, Karl Ove. I even dreamed we snogged at a literary festival a couple of nights ago. But I can't deny I was expecting a bit more fromI really like you, Karl Ove. I even dreamed we snogged at a literary festival a couple of nights ago. But I can't deny I was expecting a bit more from these essays. They're not bad by any means, but not mind-blowing either, although we know that's not what Knausgård's writing is all about. Similarly to what he does in the Min Kamp series, here Knausgård begins every essay by describing and analysing a seemingly trivial object or situation to his unborn daughter - like plastic bags, chewing gums, beds, telephones - but this is merely a pretence to take a trip down memory lane, reaching unexpected conclusions. Some of these essays are really great (Daguerrotype, War, Oil tankers), some are quite touching (Fever, Rubber boots, Letter to an unborn daughter), some are very honest in a typical Knausgård style (when he describes what he likes to do with his now ex wife's wet labia), while others are quite banal (Eyes, Mouth, The migration of birds, Ambulances). It's a mixed bag, nevertheless a welcome one, as I need all the Knausgård I can get to get me through 2018....more",Notes are private!,0,3,1,"Aug 26, 2017","Aug 31, 2017","Aug 26, 2017",,Hardcover,view (with text),/book/show/34272477-autumn
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lazarus Project,"Hemon, Aleksandar",0330458418,9780330458412,0330458418,294        pp,3.57,"6,579",May 2008,"May 01, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I wish I'd died like Lazarus after the first three pages. I wish I'd died like Lazarus after the first three pages. ...more,Notes are private!,0,2,1,"Aug 21, 2017","Aug 26, 2017","Aug 21, 2017",,Hardcover,view (with text),/book/show/6015657-the-lazarus-project
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il visconte dimezzato,"Calvino, Italo",8804667893,9788804667896,8804667893,137        pp,3.82,"26,294",1952,"Jun 28, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 19, 2017","Aug 21, 2017","Aug 19, 2017",,Paperback,view,/book/show/30846382-il-visconte-dimezzato
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diario d'inverno,"Auster, Paul",8806213067,9788806213060,8806213067,192        pp,3.89,"8,415","Aug 21, 2012",Nov 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Aug 18, 2017","Aug 22, 2017","Aug 18, 2017",,Hardcover,view,/book/show/16174419-diario-d-inverno
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am No One You Know,"Oates, Joyce Carol",0060592893,9780060592899,0060592893,304        pp,3.90,"1,877",2004,"Apr 05, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2017","Aug 29, 2017","Aug 14, 2017",,Paperback,view,/book/show/303607.I_Am_No_One_You_Know
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where I'm Calling From: New and Selected Stories,"Carver, Raymond",0679722319,9780679722311,B00BG74E26,544        pp,4.41,"21,672","May 31, 1988","Sep 12, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 08, 2017","Dec 29, 2017","Aug 08, 2017",,Paperback,view,/book/show/11437.Where_I_m_Calling_From
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Jane,"Watson, Brad",0393354385,9780393354386,0393354385,304        pp,3.94,"5,533","Nov 03, 2016","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2017","Aug 08, 2017","Aug 04, 2017",,Paperback,view,/book/show/32191742-miss-jane
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding a Girl in America,"Dubus, Andre",0879233931,9780879233938,0879233931,192        pp,4.14,392,1980,"Sep 01, 1994",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,IT WAS LIKE TAKING THREE VALIUMS BUT NOT IN A FUN WAY.,Notes are private!,0,0,1,Aug 2017,"Aug 04, 2017","Aug 01, 2017",,Paperback,view (with text),/book/show/33886.Finding_a_Girl_in_America
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Hate to See That Evening Sun Go Down: Collected Stories,"Gay, William",0743242920,9780743242929,0743242920,320        pp,4.30,"2,038","Sep 24, 2002","Oct 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"GODDAMN YOU, SUGARBABY!",Notes are private!,0,6,1,"Jul 29, 2017","Aug 14, 2017","Jul 29, 2017",,Paperback,view (with text),/book/show/294733.I_Hate_to_See_That_Evening_Sun_Go_Down
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plainsong        (Plainsong, #1)","Haruf, Kent",0375705856,9780375705854,0375705856,301        pp,4.03,"73,814","Oct 04, 1999","Aug 22, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 27, 2017","Jul 31, 2017","Jul 27, 2017",,Paperback,view,/book/show/77156.Plainsong
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anything is Possible,"Strout, Elizabeth*",0241287979,9780241287972,0241287979,257        pp,3.78,"66,301","Apr 27, 2017","Jan 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 25, 2017","Jul 29, 2017","Jul 25, 2017",,Hardcover,view,/book/show/32874103-anything-is-possible
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doctor Who: The Tenth Doctor Adventures, Volume 1","Fitton, Matt*",,9781785751974,,240        pp,4.21,390,May 2016,"May 31, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 21, 2017","Jul 24, 2017","Jul 21, 2017",,Audio CD,view,/book/show/28426738-doctor-who
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A New Life,"Malamud, Bernard",0374529493,9780374529499,0374529493,367        pp,3.72,665,1961,"Sep 13, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 20, 2017","Jul 26, 2017","Jul 20, 2017",,Paperback,view,/book/show/146860.A_New_Life
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sandcastle,"Murdoch, Iris",,,,318        pp,3.82,"1,895",1957,"Feb 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 16, 2017","Jul 21, 2017","Jul 16, 2017",,Paperback,view,/book/show/536072.The_Sandcastle
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rabbit Redux,"Updike, John",0307744086,9780307744081,0307744086,448        pp,3.80,"15,680",1971,"Aug 26, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5) RACISM, SEX, VIETNAM, SEX, DRUGS, RACISM, SEX, SEX, VIETNAM, DEATH, VIETNAM, SEX.",Notes are private!,0,2,1,"Jul 10, 2017","Jul 19, 2017","Jul 10, 2017",,Kindle Edition,view (with text),/book/show/9455588-rabbit-redux
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flight from the Enchanter,"Murdoch, Iris",1453200975,9781453200971,,287        pp,3.70,"1,145",1956,"Jul 20, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book where apparently people never lock their doors and when you don't, a Polish guy will creep into your house and set your lil' brother's hair on A book where apparently people never lock their doors and when you don't, a Polish guy will creep into your house and set your lil' brother's hair on fire. ...more",Notes are private!,0,2,1,"Jul 06, 2017","Jul 10, 2017","Jul 06, 2017",,ebook,view (with text),/book/show/13566204-the-flight-from-the-enchanter
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seducer,"Kjærstad, Jan",1585678686,9781585678686,1585678686,612        pp,3.87,930,Jan 1993,"Jun 26, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A MURDER STORY ABOUT A NORWEGIAN GUY WITH A MAGIC PENIS.,Notes are private!,0,2,1,"Jun 27, 2017","Jul 07, 2017","Jun 27, 2017",,Paperback,view (with text),/book/show/1737424.The_Seducer
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Racconti dimenticati,"Morante, Elsa",8806168223,9788806168223,8806168223,328        pp,3.59,54,2002,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"- Non aver paura, non aver paura, - io le dissi, attirandola a me col braccio; ma sentivo di mentire, consolandola così. La mia pietà era fittizia, e - Non aver paura, non aver paura, - io le dissi, attirandola a me col braccio; ma sentivo di mentire, consolandola così. La mia pietà era fittizia, e in realtà, io stesso ero dominato dalla paura. Non per la morte che incombeva sulla città, né per la violenza che mi costringeva a nascondermi. Adesso, ero grato a questo nascondiglio, e tutto quanto mi aveva, un’ora prima, sbigottito, era il solo scampo, oramai, per me. Quel dolore da me giudicato ingiusto, perché disumano, poteva, solo, farmi dimenticare la mia sorte umana, e la confusione della mia mente. Io domandavo come una grazia, di trovare, uscendo, l’antico ordine sconvolto, e la rovina sulla mia casa, e una necessità che, incalzandomi senza riposo, mi salvasse dal disordine che riconoscevo dentro me stesso....more",Notes are private!,0,5,1,"Jun 26, 2017","Jul 05, 2017","Jun 26, 2017",,Paperback,view (with text),/book/show/9669196-racconti-dimenticati
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Surfacing,"Atwood, Margaret*",,,,251        pp,3.45,"26,527",1972,"Mar 29, 1979",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you're already losing contact with reality, secluding yourself in a cabin by the woods where your estranged father has allegedly disappeared is proIf you're already losing contact with reality, secluding yourself in a cabin by the woods where your estranged father has allegedly disappeared is probably not a brilliant idea, especially if your sole company is a bunch of schmucks. The unnamed protagonist, a Canadian woman, returns to her native home, a small island by a lake in Québec, to look for her missing father. As her childhood memories begin to resurface, she starts acting in bizarre ways until she loses her marbles altogether and starts blending and disappearing in the surrounding wilderness. I take off my clothes, peeling them away from my flesh like wallpaper. [...] My back is on the sand, my head rests against the rock, innocent as plankton; my hair spreads out, moving and fluid in the water. The earth rotates, holding my body down to it as it holds the moon; the sun pounds in the sky, red flames and rays pulsing from it, searing away the wrong form that encases me, dry rain soaking through me [...] When I am clean I come up out of the lake, leaving my false body floated on the surface, a cloth decoy. Surfacing is also a thought-provoking examination of how women were perceived in the 70s (just the 70s??). Anna, the other female character, can't go a day without makeup because her husband wants her to ""look like a young chick all the time, if I don’t he gets mad"". Also, everybody seems to hate the the pervasive menace, the Americans, who sometimes turn out be actual Canadians. ""I leafed through all the men I had known to see whether or not I hated them. But then I realized it wasn’t the men I hated, it was the Americans, the human beings, men and women both. They’d had their chance but they had turned against the gods, and it was time for me to choose sides. I wanted there to be a machine that could make them vanish, a button I could press that would evaporate them without disturbing anything else, that way there would be more room for the animals, they would be rescued."". So, yeah...that was weird. Definitely an intriguing but not engrossing reading experience. There are unquestionably numerous layers to the story, though and it might require a re-read....more",Notes are private!,0,2,1,"Jun 24, 2017","Jun 26, 2017","Jun 24, 2017",,Paperback,view (with text),/book/show/12071576-surfacing
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marcovaldo ovvero Le stagioni in città,"Calvino, Italo",8804382244,9788804382249,8804382244,152        pp,3.84,"14,062",1963,"Jan 03, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 21, 2017","Jun 24, 2017","Jun 21, 2017",,Paperback,view,/book/show/925299.Marcovaldo_ovvero_Le_stagioni_in_citt_
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stories of John Cheever,"Cheever, John",0375724427,9780375724428,0375724427,693        pp,4.27,"15,164",1978,"May 16, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"CHEEVER'S MILKSHAKE BRINGS ALL THE BOYS TO THE YARDSpent the past 9 months with this sexy beast. These stories rank among the best I've ever read. I mCHEEVER'S MILKSHAKE BRINGS ALL THE BOYS TO THE YARDSpent the past 9 months with this sexy beast. These stories rank among the best I've ever read. I mean, there's a man who mistakes a child for a Lucky Strike; a man who applies Euclid's theorem to his life in order to solve his marital problems; a woman obsessed with the atomic bomb; a man whose family lowboy is full of the ghosts of his relatives; a man with a phobia of bridges; a man who accidentally poisons his children; a man who moonlights as a housebreaker in his own neighbourhood; a man who visits Russia for 48 hours and falls in love with a girl named Natasha, while his government thinks he's spying for the Communists; lots of American expats in Italy and oh, there's also a pig that falls into a well and a huge radio that allows you to eavesdrop on your neighbours' conversations. Yup, pretty cool stuff. ...more",Notes are private!,0,3,1,"Jun 20, 2017","Mar 19, 2018","Jun 20, 2017",,Paperback,view (with text),/book/show/11686.The_Stories_of_John_Cheever
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotic Stories for Punjabi Widows,"Jaswal, Balli Kaur*",000820988X,9780008209889,000820988X,320        pp,3.93,"100,701","Mar 09, 2017",Mar 2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5) A group of saucy little minxes set up an erotic writing workshop in a Sikh temple in Southall, London. Funny and unexpectedly insightful with a (3.5) A group of saucy little minxes set up an erotic writing workshop in a Sikh temple in Southall, London. Funny and unexpectedly insightful with a mysterious twist. Very enjoyable. ...more",Notes are private!,0,3,1,"Jun 19, 2017","Jun 24, 2017","Jun 19, 2017",,Hardcover,view (with text),/book/show/31118335-erotic-stories-for-punjabi-widows
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verderame,"Mari, Michele",8806162810,9788806162818,8806162810,164        pp,4.00,477,"Sep 03, 2007","Sep 03, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Felice il tuttofare con disturbi mnesici, Michele il ragazzino precoce dalla curiosità insaziabile, le lümàgh frances succhia-pensieri, gli scheletri Felice il tuttofare con disturbi mnesici, Michele il ragazzino precoce dalla curiosità insaziabile, le lümàgh frances succhia-pensieri, gli scheletri in cantina, il mosto-sangue misterioso, i corpi seppelliti in giardino, il Gran Coniglio senza occhi, la famiglia russa scomparsa nel nulla, il doppelgänger del nonno. Tutto ciò condito da un inaspettato dialetto varesotto non sempre di facile comprensione. Un romanzo insolito nel tipico stile di Mari che, a dispetto della sua brevità, risulta un po' ripetitivo in diversi punti. Più interessante per la peculiarità linguistica che avvincente. ...more",Notes are private!,0,10,1,"Jun 16, 2017","Jun 20, 2017","Jun 16, 2017",,Hardcover,view (with text),/book/show/13417482-verderame
