,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlie 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sixth Extinction: An Unnatural History,"Kolbert, Elizabeth*",0805092994,9780805092998,0805092994,336        pp,4.15,"71,063","Feb 11, 2014","Feb 11, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is mostly about the history and science behind the topic of extinction and how we (humans) are creating the next extinction and our own demiThis book is mostly about the history and science behind the topic of extinction and how we (humans) are creating the next extinction and our own demise. It won the Pulitzer Prize. I've never really been into science and unfortunately this book didn't convert me. It's not that I don't believe in science (I do), it just doesn't hold my interest. This book is told in chapter based extinction stories over time and species. Sprinkled throughout each story is the authors travels and interactions with people of science and history, lots of history.I did find it fascinating that the notion of extinction (things dying off) vs. just slowly evolving is a relatively new and has at times been a hotly debated topic over the last 200 years (or so).The author's descriptions of some of the people she encountered in her travels/research were priceless....more",Notes are private!,0,0,1,Jan 2022,"Jan 05, 2022","Dec 30, 2021",,Hardcover,view (with text),/book/show/17910054-the-sixth-extinction
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cobra II: The Inside Story of the Invasion and Occupation of Iraq,"Gordon, Michael R.",0375422625,9780375422621,0375422625,640        pp,3.96,"2,006","Jan 01, 2006","Mar 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Hardcover,view,/book/show/128112.Cobra_II
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Severance,"Ma, Ling*",0374261598,9780374261597,0374261598,291        pp,3.92,"99,005","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A story about a pandemic and the world thereafter centered around one main character with a bunch of other supporting cast members that kind of blend A story about a pandemic and the world thereafter centered around one main character with a bunch of other supporting cast members that kind of blend into the background. I liked it but it wasn't as good as Station Eleven, not by a long shot. I read it quickly (over two days) and maybe that was too quick. Creepy that it was written in 2018 and mirrored much of what we've gone thru (especially in the work settings) over the last two years. In the end I felt sad for the one main character as she seemed like a prisoner to a monotonous life that I'm not really sure made her happy and even post pandemic she just seemed to get back on her hamster wheel and keep going and going and going either like the Energizer Bunny or a cockroach....more",Notes are private!,0,1,1,"Feb 21, 2022","Feb 22, 2022","Dec 28, 2021",,Hardcover,view (with text),/book/show/36348525-severance
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War and Peace,"Tolstoy, Leo",,,,"1,392        pp",4.16,"328,073",1868,"Jun 25, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Paperback,view,/book/show/656.War_and_Peace
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tinker, Tailor, Soldier, Spy        (George Smiley, #5; Karla Trilogy, #1)","le Carré, John",0143119788,9780143119784,0143119788,381        pp,4.06,"94,543",Apr 1974,"Jun 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Paperback,view,/book/show/10073506-tinker-tailor-soldier-spy
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Army at Dawn: The War in North Africa, 1942-1943        (World War II Liberation Trilogy, #1)","Atkinson, Rick",0805062882,9780805062885,0805062882,681        pp,4.28,"20,720","Oct 02, 2002","Oct 02, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Hardcover,view,/book/show/541920.An_Army_at_Dawn
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Season        (The Broken Earth, #1)","Jemisin, N.K.*",,,,468        pp,4.31,"268,421","Aug 04, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Paperback,view,/book/show/19161852-the-fifth-season
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Puny Sorrows,"Toews, Miriam",0345808002,9780345808004,0345808002,321        pp,4.00,"28,790","Apr 15, 2014","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2021",,Hardcover,view,/book/show/18339630-all-my-puny-sorrows
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cujo,"King, Stephen*",0307348245,9780307348241,0307348245,432        pp,3.78,"285,415",1981,"Jun 06, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A pretty good one. I saw the movie when I was a kid but never read the book until now. The movie is pretty faithful to the book (with one exception) sA pretty good one. I saw the movie when I was a kid but never read the book until now. The movie is pretty faithful to the book (with one exception) so no real surprises while reading. The mom character is very strong and it’s as much a survival story about her than it is about the dog. Lots believe the whole book is a metaphor for when King was an out-of-control alcoholic and wreaking havoc as Cujo himself. If so, then it would make sense that it’s all about the wife as I’m pretty sure his (Tabitha) saved his life by ultimately killing his addicted self thru intervention. It’s a pretty scary book (as is the movie). King says he doesn’t even remember writing it. Pretty amazing stuff actually given the circumstances. God bless his wife and as she says both in the movie and the book, “F-U dog”. ...more",Notes are private!,0,0,1,"Dec 19, 2021","Dec 19, 2021","Dec 19, 2021",,Mass Market Paperback,view (with text),/book/show/10603.Cujo
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Missionaries,"Klay, Phil*",1984880659,9781984880659,1984880659,416        pp,3.87,"3,489","Oct 06, 2020","Oct 06, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I was so excited to read this book until I started reading it. I loved “redeployment” and this book was the exact opposite. I’ll be honest I just didnI was so excited to read this book until I started reading it. I loved “redeployment” and this book was the exact opposite. I’ll be honest I just didn’t get it. Maybe it was too smart for me or where I was at the time but boy did I struggle to finish it. I am truly hoping it was either all me or just a bad case of Sophomore slump because I really am hopeful that Klay’s next one is better than “redeployment”....more,Notes are private!,0,1,1,"Dec 15, 2021","Dec 15, 2021","Dec 15, 2021",,Hardcover,view (with text),/book/show/50482979-missionaries
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five Wounds,"Quade, Kirstin Valdez",0393242838,9780393242836,0393242838,419        pp,4.14,"17,884","Apr 06, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Hardcover,view,/book/show/53597769-the-five-wounds
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish It Lasted Forever: Life with the Larry Bird Celtics,"Shaughnessy, Dan",1797133772,9781797133775,,unknown,4.22,978,unknown,"Nov 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Came of age during the Celtic's reign under Bird. Was like taking a walk down memory lane. Not too many things I didn't already know but was still a fCame of age during the Celtic's reign under Bird. Was like taking a walk down memory lane. Not too many things I didn't already know but was still a fun, quick read. Interesting to see the dynamic and tension between the team and the beat writer. Basketball and newspapers just aren't the same, but then again what is?...more",Notes are private!,0,1,1,"Nov 22, 2021","Nov 22, 2021","Nov 25, 2021",,Audiobook,view (with text),/book/show/57432613-wish-it-lasted-forever
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clive Cussler's The Devil's Sea        (Dirk Pitt #26),"Cussler, Clive",,,B08WHKKV4J,432        pp,4.35,"7,657","Nov 11, 2021","Nov 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Haven't read a Dirk Pitt book in ages! My first one by the son. Was like catching up with an old friend. Pure, simple fun. Haven't read a Dirk Pitt book in ages! My first one by the son. Was like catching up with an old friend. Pure, simple fun. ...more",Notes are private!,0,2,2,"Nov 22, 2021not set","Nov 25, 2021not set","Nov 25, 2021",,Kindle Edition,view (with text),/book/show/57131427-clive-cussler-s-the-devil-s-sea
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bourne Treachery        (Jason Bourne, #16)","Freeman, Brian*",0525542671,9780525542674,B08MX5VRK5,384        pp,4.25,"2,676","Jul 27, 2021","Jul 27, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this one over a 2 week period (really in about 4 sittings). The pace was fast and the action was strong. The story was not too shadowy and was eaRead this one over a 2 week period (really in about 4 sittings). The pace was fast and the action was strong. The story was not too shadowy and was easy to follow and settle into. Much like the Daniel Craig 007 character, this Bourne emotes quite a bit more than his historical self. He second guesses and freezes sometimes which feels very un-Bourne like. Still I liked it more than not but give it was less opaque and more emotional it felt a little like an imposter (more so than the last one (first one) written by Freeman), which is a little surprising given he talked about bringing the old school Bourne back to life. All that is to say, the ending leaves a big question for me as to how the next book will unfold, if at all. Then again, maybe this installment was more shadowy and opaque than I originally gave it credit for being......more",Notes are private!,0,1,1,"Oct 15, 2021","Oct 31, 2021","Oct 31, 2021",,Kindle Edition,view (with text),/book/show/56155832-the-bourne-treachery
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Savage Run        (Joe Pickett, #2)","Box, C.J.",0425189244,9780425189245,0425189244,304        pp,4.14,"29,090",2002,"May 06, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my second Box book. I liked both but haven’t really loved either one. They both seem to drag and the stories themselves just don’t seem that rThis is my second Box book. I liked both but haven’t really loved either one. They both seem to drag and the stories themselves just don’t seem that realistic. Box seems to sell about a gazillion books so I’m a little at a loss. I like slightly better the Longmire books which are a little similar in terms of Western based. I like the recurring characters a little more in Johnston’s books, it gives them a little more familiarity while the Box ones (at least the two I’ve read to date) seem to lack any real character, other than Pickett himself. And as for Pickett, he seems a little bumbling and righteous. I like his honor but he just seems like he’s kind of dorky. I’ll try one more (some day) and see if I change my mind, I’m hopeful and doubtful at the same time. ...more",Notes are private!,0,1,1,"Oct 04, 2021","Oct 04, 2021","Oct 04, 2021",,Mass Market Paperback,view (with text),/book/show/244105.Savage_Run
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Billy Summers,"King, Stephen*",1982173610,9781982173616,1982173610,515        pp,4.21,"154,402","Aug 03, 2021","Aug 03, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A pretty good yarn. I got about half way thru and had no idea where it was going when I thought it should be over. Liked the second half better than tA pretty good yarn. I got about half way thru and had no idea where it was going when I thought it should be over. Liked the second half better than the first, but both were enjoyable. The more I read King (as I'm older) I think more about what he's saying. In this case, this books almost seems like his salute to post 9-11 vets and the battles they've waged both on and off duty. Billy is a complex character. Killing for $ but only bad guys and doesn't really seem to care all that much about the $. Just pretty much on a mission to rid the world of bad people as if that's his life purpose and one he came to at an early age and then honed in Iraq. But then he finds a new life purpose in both writing and Alice but still can't seem to shake his old self in his need for revenge for his (and maybe others) having been wronged again coming full circle to his sister. A lot there to think about. ...more",Notes are private!,0,1,1,"Sep 24, 2021","Sep 24, 2021","Sep 24, 2021",,Hardcover,view (with text),/book/show/56852407-billy-summers
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strategy of Denial: American Defense in an Age of Great Power Conflict,"Colby, Elbridge A.",0300256434,9780300256437,0300256434,384        pp,3.85,310,unknown,"Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2021",,Hardcover,view,/book/show/57220268-the-strategy-of-denial
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Coral        (Underwater Investigation Unit, #2)","Mayne, Andrew*",1542009650,9781542009652,B0847NLRGW,317        pp,4.40,"13,767","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Kindle Edition,view,/book/show/51158503-black-coral
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Red Book        (Billy Harney, #2)","Patterson, James*",0316499404,9780316499408,0316499404,400        pp,4.29,"16,594","Mar 29, 2021","Mar 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/54492658-the-red-book
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Northern Spy,"Berry, Flynn*",0735224994,9780735224995,0735224994,288        pp,3.70,"45,546","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/57650174-northern-spy
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Company of Killers,"Christy, Bryan*",,,B08D8JJDMP,368        pp,3.40,550,"Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Kindle Edition,view,/book/show/56616739-in-the-company-of-killers
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wager Tough,"Farrell, Tom*",,,B09BLK2GRG,254        pp,4.22,46,unknown,"Jul 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Kindle Edition,view,/book/show/58767640-wager-tough
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ramadan Ramsey,"Edwards, Louis",0063012030,9780063012035,0063012030,400        pp,3.82,581,"Aug 10, 2021","Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/55919294-ramadan-ramsey
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Velvet Was the Night,"Moreno-Garcia, Silvia*",0593356829,9780593356821,0593356829,289        pp,3.52,"26,426","Aug 17, 2021","Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/54746205-velvet-was-the-night
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Strange Paradise,"El Akkad, Omar*",0525657908,9780525657903,0525657908,256        pp,4.05,"13,889","Jul 20, 2021","Jul 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely thought-provoking!A book about two children (one 8 and the other 15) trying to escape the cruel world around them. Told from a perspective Definitely thought-provoking!A book about two children (one 8 and the other 15) trying to escape the cruel world around them. Told from a perspective that constantly alternates between the ""After"" and ""Before"" of a refugee shipwreck in which the end of the ""Before"" thread ultimately catches up to the beginning of the ""After"" thread.There are some cold, hard ""truths"" spoken throughout the book about the world and its response, or lack thereof, to refugees.This is not a book for everyone but I will say, if you find yourself feeling down about things and/or need a pick me up, read this book and you'll forget your issues instantly, almost as if Cher's character (Loretta) from the movie Moonstruck slapped you square in the face and said, ""Snap out it!""...more",Notes are private!,0,1,1,"Feb 05, 2022","Feb 09, 2022","Sep 06, 2021",,Hardcover,view (with text),/book/show/53773242-what-strange-paradise
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for the Waters to Rise,"Condé, Maryse",,,B08C565V7M,254        pp,3.43,546,"Aug 25, 2010","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Kindle Edition,view,/book/show/58080108-waiting-for-the-waters-to-rise
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bullet Train,"Isaka, Kōtarō",1419756338,9781419756337,1419756338,432        pp,3.83,"16,137","Sep 23, 2010","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/56969543-bullet-train
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Storm, What Thunder","Chancy, Myriam J. A.*",1951142764,9781951142766,1951142764,313        pp,3.99,"2,532","Sep 14, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/56889469-what-storm-what-thunder
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,096","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Hardcover,view,/book/show/56783258-cloud-cuckoo-land
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,508","Apr 03, 2018","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Paperback,view,/book/show/40180098-the-overstory
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Human Traces,"Faulks, Sebastian",0099458268,9780099458265,0099458268,793        pp,3.69,"5,413","Aug 29, 2005","Aug 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2021",,Paperback,view,/book/show/7482.Human_Traces
