,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lauren's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Liminal Lands, one woman's journey in search of soul","Sheldon, Robyn*",1916003303,9781916003309,1916003303,258        pp,4.36,14,"Jun 15, 2019","Jun 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2023",,Paperback,view,/book/show/50110401-the-liminal-lands-one-woman-s-journey-in-search-of-soul
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,159","Sep 26, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Hardcover,view,/book/show/65650229-wellness
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,889","Aug 31, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful depiction of suffering and faith, how people are shaped by things they experience. I like the way that memories and anecdotes were intertwinBeautiful depiction of suffering and faith, how people are shaped by things they experience. I like the way that memories and anecdotes were intertwined in current day....more",Notes are private!,0,0,1,"Oct 15, 2023","Oct 21, 2023","Oct 14, 2023",,Hardcover,view (with text),/book/show/48570454-transcendent-kingdom
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Morality for Beautiful Girls        (No. 1 Ladies' Detective Agency, #3)","McCall Smith, Alexander*",1400031362,9781400031368,1400031362,227        pp,3.99,"43,402","Dec 01, 2001","Nov 12, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Still enjoyed reading this, especially being in Botswana but I liked book #2 better. This one had more of a longitudinal plot (whereas #2 you never reStill enjoyed reading this, especially being in Botswana but I liked book #2 better. This one had more of a longitudinal plot (whereas #2 you never really knew what you’d get in the next chapter), but I found the plot to be slightly more boring (until the last few chapters). Loved the quotes about Mochudi, especially this:“Looking down on Mochudi… on the tiny hospital, where the heroic daily battle was fought, with small resources against such powerful enemies”Gives me honestly a new perspective on DRMH. Happy I read this but not running to read #4 (or #1 lol). ...more",Notes are private!,0,1,1,Oct 2023,"Oct 08, 2023","Oct 01, 2023",,Paperback,view (with text),/book/show/7035.Morality_for_Beautiful_Girls
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only One Left,"Sager, Riley*",0593183223,9780593183229,0593183223,385        pp,4.15,"234,081","Jun 20, 2023","Jun 20, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Conflicted between 2 and 3 stars. 2 because the twists/ending were.... horribly contrived and ?silly and just kept coming one after another. 3 becauseConflicted between 2 and 3 stars. 2 because the twists/ending were.... horribly contrived and ?silly and just kept coming one after another. 3 because it was a page-turner and super easy to read. I found much of the plot just truly impossible to believe lol. There was one spooky part which was nice. ...more,Notes are private!,0,0,1,"Oct 16, 2023","Oct 20, 2023","Oct 01, 2023",,Hardcover,view (with text),/book/show/62703226-the-only-one-left
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,525","Apr 03, 2018","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/40180098-the-overstory
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on the Orient Express        (Hercule Poirot, #10)","Christie, Agatha",0007119313,9780007119318,B006VWJ2XC,274        pp,4.20,"622,219","Jan 01, 1934","Jun 04, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Overall I enjoyed how the murder is solved with the reader (with Poirot pointing out important facts along the way), but this did lead to less surprisOverall I enjoyed how the murder is solved with the reader (with Poirot pointing out important facts along the way), but this did lead to less surprise when the twist was presented. Definitely would read more Agatha Christie!...more",Notes are private!,0,0,1,"Sep 28, 2023","Sep 30, 2023","Sep 24, 2023",,Paperback,view (with text),/book/show/853510.Murder_on_the_Orient_Express
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tears of the Giraffe        (No. 1 Ladies' Detective Agency, #2)","McCall Smith, Alexander*",,,,233        pp,3.98,"56,921",2000,"Aug 07, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading this book, especially while in Botswana. It was fun to read about things I was seeing and experiencing about the culture while enjoyI enjoyed reading this book, especially while in Botswana. It was fun to read about things I was seeing and experiencing about the culture while enjoying a nice fiction story. The characters are interesting, and each chapter/the plot felt kinda random but in a good way. It's not really a mystery so much as a window into the life of Mma Ramotswe. ...more",Notes are private!,0,0,1,"Sep 25, 2023","Sep 28, 2023","Sep 16, 2023",,Paperback,view (with text),/book/show/7039.Tears_of_the_Giraffe
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",,,B09R2J1DXF,671        pp,4.46,"110,903",2022,"Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Kindle Edition,view,/book/show/60318890-the-winners
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open,"Agassi, Andre",0307268195,9780307268198,0307268195,388        pp,4.30,"123,401",2009,"Nov 09, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Hardcover,view,/book/show/6480781-open
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,958","Oct 19, 2011","Sep 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The world of Elena & Lila was brilliantly created - I felt like I really knew the characters, the stresses, and the realities of growing up in their nThe world of Elena & Lila was brilliantly created - I felt like I really knew the characters, the stresses, and the realities of growing up in their neighborhood. I loved how complicated Elena's friendship with Lila was and the realizations Elena has at the end of the book. My favorite portion of the book was the part when Elena was on Ischia which makes me think that maybe Lila annoyed me a bit (this was the only part where Lila is not ever-present), but I wish I had gotten more Ischia content. The way the novel ends makes me antsy to pick up #2 even though I felt like I would not continue engaging through most of the book. Just great world-building. I feel like the book is missing something that would've tipped me over into a 5-star, but I can't put my finger on what it is....more",Notes are private!,0,1,1,"Dec 28, 2023","Jan 06, 2024","Aug 06, 2023",,Paperback,view (with text),/book/show/35036409-my-brilliant-friend
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Joy Luck Club,"Tan, Amy*",,,,352        pp,3.97,"683,147",1989,"Sep 21, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved how well the themes were intertwined in individual stories across this book. It was cool that each chapter was a distinct story and yet we got tLoved how well the themes were intertwined in individual stories across this book. It was cool that each chapter was a distinct story and yet we got to know each of the 8 women pretty well over the course of the book. Really liked how it started/ended- the sandwich was a nice touch. Interesting cultural aspects, interesting interpersonal mother-daughter relationships. ...more",Notes are private!,0,0,1,"Jul 05, 2023","Sep 08, 2023","Jul 05, 2023",,Paperback,view (with text),/book/show/7763.The_Joy_Luck_Club
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Girl's Guide to Murder        (A Good Girl's Guide to Murder, #1)","Jackson, Holly*",1405293187,9781405293181,1405293187,433        pp,4.33,"1,044,243","May 02, 2019","May 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fun read. I guessed part of the twist which I’m never able to do (so maybe it’s too obvious??? Lol),Notes are private!,0,0,1,"Sep 09, 2023","Sep 13, 2023","Jun 29, 2023",,Paperback,view (with text),/book/show/40916679-a-good-girl-s-guide-to-murder
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Us Against You        (Beartown, #2)","Backman, Fredrik*",1501160796,9781501160790,1501160796,448        pp,4.36,"192,581","Aug 21, 2017","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Don’t always love sequels but I liked this one — it almost didn’t matter if you read the first one or not. Love the style of the writing. It really keDon’t always love sequels but I liked this one — it almost didn’t matter if you read the first one or not. Love the style of the writing. It really keeps you reading. Alllllll the bad and sad things happen in this book. It’s hard for me to relate to any of the characters but I found that I didn’t care. Again leaves you on a tiny cliffhanger, but definitely gave me closure on most people’s stories. Backman is always a good choice for a good read. ...more",Notes are private!,0,0,1,"Jun 24, 2023","Jun 27, 2023","Jun 24, 2023",,Hardcover,view (with text),/book/show/36373463-us-against-you
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tales from the Café        (Before the Coffee Gets Cold, #2)","Kawaguchi, Toshikazu",1529050863,9781529050868,1529050863,192        pp,4.00,"74,359","Mar 14, 2017","Sep 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Paperback,view,/book/show/54373691-tales-from-the-caf
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Office BFFs: Tales of The Office from Two Best Friends Who Were There,"Fischer, Jenna",0063007606,9780063007604,,321        pp,4.23,"29,737","May 17, 2022","May 17, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this! It's basically like listening to an 8.5-hour-long podcast. Makes me want to 1) rewatch the office and 2) listen to the office lI really enjoyed this! It's basically like listening to an 8.5-hour-long podcast. Makes me want to 1) rewatch the office and 2) listen to the office ladies podcast. It was really cool to hear about the behind-the-scenes of the office, definitely made me lol at times. Fun read!...more",Notes are private!,0,1,1,"Jun 05, 2023","Jun 15, 2023","Jun 05, 2023",,ebook,view (with text),/book/show/57093755-the-office-bffs
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Coffee Gets Cold #1,"Kawaguchi, Toshikazu",,,B084B6VFHG,227        pp,3.70,"406,677","Dec 06, 2015","Nov 17, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Conceptually loved this book - there are a lot of books that deal with time travel but I feel like this was a fresh concept and really loved how the aConceptually loved this book - there are a lot of books that deal with time travel but I feel like this was a fresh concept and really loved how the author focused on how you couldn't change anything but it still affected the person in the present time. I also loved how the stories got more complex by the end of the book and how we learn more and more about the people who are running the cafe. Also liked that it was split up into somewhat discrete parts that all read like short stories (except maybe becoming more intertwined for the last two). I think I liked ""Sisters"" the best. I'd give it 4.5 stars overall, can't articulate why not 5 but just not feeling it. ...more",Notes are private!,0,2,1,"Jun 04, 2023","Jun 16, 2023","May 29, 2023",,Kindle Edition,view (with text),/book/show/51603444-before-the-coffee-gets-cold-1
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,659","Jul 16, 2019","Jul 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not necessarily my genre of choice but I really liked the last 50 pages. Romeo and Juliet moment. Interesting concept for the end!,Notes are private!,0,1,1,"May 29, 2023","Jun 19, 2023","May 13, 2023",,Kindle Edition,view (with text),/book/show/43352954-this-is-how-you-lose-the-time-war
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brave, Not Perfect: Fear Less, Fail More, and Live Bolder","Saujani, Reshma*",1524762334,9781524762339,1524762334,208        pp,3.88,"8,472","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2023",,Hardcover,view,/book/show/40364335-brave-not-perfect
