,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Francine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night in Question,"Wolff, Tobias",0679402187,9780679402183,0679402187,206        pp,4.16,"5,975","Sep 25, 1995","Oct 08, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Hardcover,view,/book/show/251374.The_Night_in_Question
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Duke of Deception: Memories of My Father,"Wolff, Geoffrey",0679727523,9780679727521,0679727523,275        pp,3.89,"1,281",1979,"Feb 19, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Paperback,view,/book/show/210805.The_Duke_of_Deception
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Boy's Life,"Wolff, Tobias",0802136680,9780802136688,0802136680,304        pp,3.96,"29,276",1989,"Mar 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Set smack in the middle of the 1950s, this memoir details a boy’s coming of age as he bounces around America with his single mom, alternating between Set smack in the middle of the 1950s, this memoir details a boy’s coming of age as he bounces around America with his single mom, alternating between delinquency and dreams of success. His happiness depends on his mom’s choice in men, which is bizarrely terrible. Together Tobias and his mother flee a string of abusive husbands and boyfriends, taking refuge in Utah, Seattle and finally a small town in Washington, where Wolff is forced to live with a step-father who loathes him. The boy takes up with a variety of dodgy friends, and engages in random pranks, any one of which could have killed him, and yet somehow survives, mostly unscathed, to mess up a new day. He steals. He lies and cheats his way into a prep school, winning the support of a school official who invests in him, but he messes that up too and gets kicked out.The story ends before we learn how the boy finally rights himself, becoming an award-winning writer and professor. This book is almost perfectly written, but there’s a curious detachment about it — a lack of emotion. It also seems truthful, at times unsparing. The blurb on the back of the 30th anniversary edition of the book, published in 2019, says: Thirty years ago Tobias Wolff wrote a memoir that changed the form. I’m not in a position to judge whether that is true, but his writing is spare — not Hemingway spare, but economical — and yet lyrical. He is a grand master of the telling detail. Some examples of Wolff’s writing: • Marian didn’t have all the goods on me, but she had enough to keep her going for a while and she put her heart into it, hitting every note she knew in my song of malfeasance.• I also condescended to Arthur and my other friends, as if they had served their purpose and were already dematerializing into quaint, vaporous memories. • Argument was the only kind of sound he knew how to make. • Knowing that everything comes to an end is a gift of experience, a consolation gift for knowing that we ourselves are coming to an end. Before we get it we live in a continuous present, and imagine the future as more of that present. Happiness is endless happiness, innocent of its own sure passing. Pain is endless pain.I would recommend this book to anyone who wants a good, but not too challenging, literary read.I stormed through it in one day and I will be looking for more titles by Tobias Wolff. ...more",Notes are private!,0,2,1,not set,"Mar 18, 2023","Jan 02, 2023",,Paperback,view (with text),/book/show/11466.This_Boy_s_Life
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where You End and I Begin,"McLaren, Leah*",0063037181,9780063037182,0063037181,256        pp,3.17,458,unknown,"Jul 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fascinating book for a professional woman to read — how much of yourself are you allowed to keep to yourself — to protect the time and spaceThis is a fascinating book for a professional woman to read — how much of yourself are you allowed to keep to yourself — to protect the time and space you need to succeed — and how much belongs to your children? The equation is different for everyone, and while it seems that the very least we can do for one another is to not judge, it is also true that some baseline targets have to be met for children to feel safe, be safe and thrive. There is a lot controversy surrounding this book, but I think it’s an important one. I could not put it down....more",Notes are private!,0,2,1,not set,"Dec 18, 2022","Dec 18, 2022",,Hardcover,view (with text),/book/show/59513795-where-you-end-and-i-begin
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afternoon of a Faun,"Lasdun, James",1324001941,9781324001942,1324001941,160        pp,3.75,578,"Apr 09, 2019","Apr 09, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Dec 17, 2022not set","Dec 17, 2022",,Hardcover,view,/book/show/40180077-afternoon-of-a-faun
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh William!        (Amgash, #3)","Strout, Elizabeth*",0812989430,9780812989434,0812989430,240        pp,3.86,"80,115","Oct 19, 2021","Oct 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was mildly bored reading this book until I got to the end, when it all seemed worth it. It’s short. I read in in three short sittings.",Notes are private!,0,1,2,"Nov 25, 2022not set","Nov 27, 2022not set","Nov 27, 2022",,Hardcover,view (with text),/book/show/56294820-oh-william
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,China Unbound: A New World Disorder,"Chiu, Joanna*",1487007671,9781487007676,1487007671,304        pp,4.07,611,"Sep 28, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well-researched, well-written and fascinating book about China buying influence in Canada and around the world.",Notes are private!,0,0,1,not set,"Nov 20, 2022","Nov 20, 2022",,Paperback,view (with text),/book/show/56642484-china-unbound
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Bovary,"Flaubert, Gustave",0192840398,9780192840394,0192840398,329        pp,3.70,"334,511","Dec 15, 1856",2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 30, 1999","Nov 20, 2022",,Paperback,view,/book/show/2175.Madame_Bovary
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Falling on Cedars,"Guterson, David",067976402X,9780679764021,067976402X,460        pp,3.86,"186,984","Sep 12, 1994","Sep 26, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 27, 1999","Nov 20, 2022",,Paperback,view,/book/show/77142.Snow_Falling_on_Cedars
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mark of the Grizzly,"McMillion, Scott",0762721820,9780762721825,0762721820,260        pp,4.10,522,"Apr 01, 1998","Apr 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 19, 1999","Nov 20, 2022",,Unbound,view,/book/show/4286115-mark-of-the-grizzly
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Luck of Ginger Coffey,"Moore, Brian",0586087028,9780586087022,0586087028,240        pp,3.58,369,1960,"Jan 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 08, 1999","Nov 20, 2022",,Paperback,view,/book/show/800239.The_Luck_of_Ginger_Coffey
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less Than Zero,"Ellis, Bret Easton",,,0679781498,208        pp,3.60,"86,333",May 1985,"Jun 09, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 1999,"Nov 20, 2022",,Paperback,view,/book/show/9915.Less_Than_Zero
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House with the Green Shutters,"Brown, George Douglas",1419166867,9781419166860,1419166867,247        pp,3.51,518,1901,"Jun 17, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 19, 2022",,Paperback,view,/book/show/404980.The_House_with_the_Green_Shutters
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacy,"Kureishi, Hanif",349923193X,9783499231933,349923193X,252        pp,3.51,"5,625",1998,2001,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 13, 1999","Nov 19, 2022",,Pocket Book,view,/book/show/153418.Intimacy
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Hard Road Out of Hell,"Manson, Marilyn",0060987464,9780060987466,0060987464,275        pp,3.82,"30,643",1998,"Mar 03, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 20, 1999","Nov 19, 2022",,Paperback,view,/book/show/37847.The_Long_Hard_Road_Out_of_Hell
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Pastoral,"Roth, Philip",,,0099771810,432        pp,3.94,"80,027","May 12, 1997","Sep 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Feb 13, 1999not set","Nov 19, 2022",,Paperback,view,/book/show/11650.American_Pastoral
