,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolanta (knygupė)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book of Queens: The True Story of the Middle Eastern Horsewomen Who Fought the War on Terror,"Mahdavi, Pardis*",0306832135,9780306832130,0306832135,304        pp,4.40,178,"Aug 22, 2023","Aug 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5*,Notes are private!,0,2,1,"Sep 08, 2023","Sep 09, 2023","Sep 08, 2023",,Hardcover,view (with text),/book/show/64000417-book-of-queens
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drowning,"Newman, T.J.*",1982177918,9781982177911,1982177918,304        pp,4.18,"36,424","May 30, 2023","May 30, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dnf@88%,Notes are private!,0,0,1,not set,not set,"Sep 08, 2023",,Hardcover,view (with text),/book/show/59345230-drowning
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Love Your Daughter,"Blum, Hila",0593539648,9780593539644,0593539648,272        pp,3.60,"3,005","Feb 01, 2021","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf@73%,Notes are private!,0,1,0,not set,not set,"Sep 07, 2023",,Hardcover,view (with text),/book/show/63185084-how-to-love-your-daughter
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Battle Songs,"Drndić, Daša",0811234789,9780811234788,0811234789,192        pp,4.11,142,"Jan 01, 1998","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*Supratau, kad nė velnio nesupratau, kas dėjosi Jugoslavijoje, kaip ji iro ir kas dėjosi su jugoslavais. Kroatės rašytojos dokumentinis (pati autor3,5*Supratau, kad nė velnio nesupratau, kas dėjosi Jugoslavijoje, kaip ji iro ir kas dėjosi su jugoslavais. Kroatės rašytojos dokumentinis (pati autorė nemėgsta šio apibūdinimo) romanas apie Kroatiją, jos istoriją nuo Antro pasaulinio iki Balkanų karo, apie holokaustą, emigraciją/imigraciją, kraštutinį nacionalizmą... Labai daug dokumentikos žiauriai apsunkinusios tekstą, nors suprantu, kad ji čia reikalinga. Minimi karo nusikaltėliai, tarp kurių ir lietuvis, sėkmingai pabėgęs į Kanadą. Patiko įdomus pabėgelių iš Jugoslavijos sugretinimas su vietnamietiškomis Pot-bellied kiaulaitėmis (auginimui namuose) įvežtomis į Ameriką 1980-iais. Reikalaujančios daug dėmesio atvykėlės nuvylė savo šeimininkus ir begalės jų atsidūrė gatvėse.'[...] Imported animals are forced to live in what is for them an unnatural environment, which often coasts them both their physical and their mental health.'Man surezonavo dar migracijos tema. 'A lot of books have been written about migration, about leaving one's country, about exile, some stupid, propaganda, some intelligent. But all those books state clearly that migration is both dying and being born, that it is a complex phenomenon, hard to comprehend for anyone who has not experienced it.'Komplikuotas skaitinys, kliuvinėjau aš už tų begalės man bveik nieko nesakančių pavardžių, bet galiausiai turiu pripažinti, jog patiko. Gal tas subtilus autorės humoro jausmas man čia labai tiko. Rekomenduoju pabandyt ir jums....more",Notes are private!,0,16,1,"Sep 07, 2023","Sep 14, 2023","Sep 07, 2023",,Paperback,view (with text),/book/show/61340207-battle-songs
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Cussing: Bad Words and Creative Cursing,"Dunn, Katherine",1947793268,9781947793262,1947793268,64        pp,3.81,455,"Mar 26, 2019","Mar 26, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mano neseniai pamiltos rašytojos labai faina ir smagi esė apie keiksmažodžius. Tokia savotiška jų vartojimo literatūroje genezė. O ir apie blogų žodžiMano neseniai pamiltos rašytojos labai faina ir smagi esė apie keiksmažodžius. Tokia savotiška jų vartojimo literatūroje genezė. O ir apie blogų žodžių atsiradimą ir raidą pačios autorės gyvenime. Va, pavyzdžiui, vien ko vertas Katherine Dunn tėvo dažniausiai vartojamo žodių junginys 'f*uck the fuckity fuckin' fucker'. Beje, autorė, jį pavadino poetišku. ;))...more",Notes are private!,0,6,1,"Sep 06, 2023","Sep 07, 2023","Sep 06, 2023",,Paperback,view (with text),/book/show/40611198-on-cussing
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Lives of Colour,"St. Clair, Kassia",1473630835,9781473630833,1473630835,328        pp,4.12,"14,586","Oct 20, 2016","Sep 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/34855853-the-secret-lives-of-colour
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death and the Conjuror        (A Spector Locked-Room Mystery, #1)","Mead, Tom*",1613163185,9781613163184,1613163185,256        pp,3.56,"2,211","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2,5*",Notes are private!,0,1,1,"Sep 05, 2023","Sep 05, 2023","Sep 05, 2023",,Hardcover,view (with text),/book/show/59580637-death-and-the-conjuror
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Homeless If This Is Not My Home,"Moore, Lorrie",0307594149,9780307594143,,208        pp,3.34,"4,174","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Hardcover,view,/book/show/61605476-i-am-homeless-if-this-is-not-my-home
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Road to Unfreedom: Russia, Europe, America","Snyder, Timothy*",0525574468,9780525574460,0525574468,359        pp,4.36,"8,702","Apr 03, 2018","Apr 03, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Sep 02, 2023","Sep 04, 2023","Sep 02, 2023",,Hardcover,view,/book/show/36217163-the-road-to-unfreedom
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Should Have Left,"Kehlmann, Daniel",,,B01M00N9UG,113        pp,3.45,"9,846","Oct 21, 2016","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2,5*",Notes are private!,0,4,1,Sep 2023,Sep 2023,"Sep 01, 2023",,Kindle Edition,view (with text),/book/show/32855689-you-should-have-left
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beasts of No Nation,"Iweala, Uzodinma",1449869033,9781449869038,,4        pp,3.79,"6,519",2005,"Sep 11, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Trumputė, bet labai smūginė į paširdžius knyga apie karą neįvardintoje vakarų Afrikos šalyje. Kraupiausia čia tai, jog pasakoja istoriją kareivis-vaikTrumputė, bet labai smūginė į paširdžius knyga apie karą neįvardintoje vakarų Afrikos šalyje. Kraupiausia čia tai, jog pasakoja istoriją kareivis-vaikas. Rekomenduoju audio variantą. Man labai tiko įgarsintojo akcentas. Beje, Netflix yra pastatęs filmą pagal šią knygą tuopačiu pavadinimu. Nežiūrėjau ir kažin ar žiūrėsiu greitu laiku. [image]...more",Notes are private!,0,10,1,Sep 2023,Sep 2023,"Sep 01, 2023",,Audiobook,view (with text),/book/show/32706192-beasts-of-no-nation
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Need,"Phillips, Helen*",1982113162,9781982113162,1982113162,272        pp,3.16,"15,184","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Hardcover,view,/book/show/42201850-the-need
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Pen Is the Wing of a Bird: New Fiction by Afghan Women,"Doucet, Lyse",1538726823,9781538726822,1538726823,256        pp,4.28,"1,345",unknown,"Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Afganistano moterų balsai. Skausmingos, tragiškos, kai kurios viltingos istorijos apie kasdienį, pagrinde moterų, (ne)(iš)gyvenimą. Nnemažai jų remiasAfganistano moterų balsai. Skausmingos, tragiškos, kai kurios viltingos istorijos apie kasdienį, pagrinde moterų, (ne)(iš)gyvenimą. Nnemažai jų remiasi tikrais įvykiais. Skaitydama tuos trumpučius, gal ir ne super literatūrinius ""/, bet tikrai širdį draskančius apsakymus vis pagalvojau - damn, aš visiškai nebeseku žinių apie tai kas dabar dedasi Afganistane. Greičiausiai, tiesiog bijau tų žinių. Beje, visos aštuoniolika istorijų parašytos iki talibano atėjimo į valdžią 2021- jų rugpjūtį. Dešimt autorių emigravo, aštuonios liko. ...more",Notes are private!,0,7,1,"Aug 31, 2023","Oct 30, 2023","Aug 30, 2023",,Hardcover,view (with text),/book/show/60383028-my-pen-is-the-wing-of-a-bird
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Sicily: A Mediterranean History,"Mackay, Jamie",,9798200159161,B09WXCQ6CW,1        pp,3.96,465,"Jul 13, 2021","Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 29, 2023",,Audio CD,view,/book/show/72738250-the-invention-of-sicily
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Makhno: Ukrainian Freedom Fighter,"Thirault, Philippe",1643379690,9781643379692,1643379690,120        pp,3.29,119,"Jun 30, 2020","Mar 22, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Grafika - 1*,Notes are private!,0,3,1,"Sep 06, 2023","Sep 09, 2023","Aug 29, 2023",,Paperback,view (with text),/book/show/58437963-makhno
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers,"Audrain, Ashley*",1984881698,9781984881694,1984881698,336        pp,3.84,"59,733","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/63222079-the-whispers
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Cattle and Men,"Maia, Ana Paula",1913867498,9781913867492,1913867498,99        pp,3.98,"1,266","Oct 01, 2013","Apr 11, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"They're only animals...just animals. --Theodor AdornoBrazilijos rašytojos Ana Paula Maia trumputis, tik 97 psl., romanas apie …mus – žmones (humans) iThey're only animals...just animals. --Theodor AdornoBrazilijos rašytojos Ana Paula Maia trumputis, tik 97 psl., romanas apie …mus – žmones (humans) ir apie antihumanizmą mumyse. Pasakojimo veiksmas vyksta galvijų skerdykloje. Pagrinde skerdžiami jaučiai/karvės, bet pasitaiko avių partijos. Jas žudyti pagrindiniam veikėjui Edgarui Wilsonui ypatingai sunku, nes ‘They look at you, then kneel down and weep, before they die’. Kodėl Edgaras dirba šį darbą? Nes jis stengiasi gyvūno kančią sutrumpimti iki minimumo. Ir jeigu jo kelyje pasitaiko bendradarbis, kuris mėgaujasi ilgu žudymų, Edgaras nužudo ir jį. Beje, jis nevalgo mėsos.Kažkada kažkur skaičiau straipsnį apie pastebėtą padidėjusia kiaulių agresiją. Pasirodo jos buvo maitinamos pašaru, kuriame buvo ir permaltų jų gentainių kaulų. Šiame romane jaučiai ir karvės girdomi/-os vandeniu iš upės, į kurią nuleidžiamas paskerstųjų gentainių kraujas. Tik čia galvijų (koks negražus žodis) reakcija į kanibalizmą kitoks, nei kiaulių, jie – pradeda žudytis patys. ‘They killed themselves.Edgar, they’re just animals. They have no free will. They don’t think about suicide.I think they’ve grown fond of us.’Taip, tai knyga bandanti auginti empatiją. Ir įsivaizduoju kaip daugelis iškart ją atmeta. Bet! ji labai puikiai parašyta. Be jokių didaktiškų moralinių gražbyliavimų, banalių apeliavimų į tą pačią empatiją, be verkšlenimų...autorė tiesiog, gal net abejingai, konstatuoja.[...] ‘ Like they say in these parts: as long as there‘s a cow in this world, there will be a man keen to kill it. And another keen to eat it, concludes Edgar Wilson.[...]There‘ll always be a bunch of people willing to eat it. But not to kill it.[...]‘Skaitant šią knygą prisiminiau, kai mano draugė tarė: viskas sukurta žmogui. :(Ir čia: ‚Edgar, they‘re just animals. They‘re under our authority. To live or die?To serve us.‘ Ir dar – [...]“There is no one to stop him, for men like him, slaughters, are few and far between. Those who eat are many, and they are never satiated. They are all men of flood, those who kill and those who eat. No one goes unpunished.“Beje, pavadinimas - neatsitiktinis, yra ryšio su John Steinbeck ""Of Mice and Men"".[image][image]...more",Notes are private!,0,6,1,"Aug 24, 2023","Aug 29, 2023","Aug 23, 2023",,Paperback,view (with text),/book/show/63903384-of-cattle-and-men
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enter Ghost,"Hammad, Isabella*",080216238X,9780802162380,080216238X,336        pp,4.08,"2,095","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,@30%,Notes are private!,0,3,0,not set,not set,"Aug 21, 2023",,Hardcover,view (with text),/book/show/59725231-enter-ghost
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paukščių miegas,"Vaiseta, Tomas*",,9789986398134,,128        pp,3.54,97,"Jan 01, 2014",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Aug 22, 2023","Oct 17, 2023","Aug 21, 2023",,Paperback,view,/book/show/23434765-pauk-i-miegas
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,322","May 25, 2023","May 25, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf @ 75%,Notes are private!,5,11,0,not set,not set,"Aug 21, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old God's Time,"Barry, Sebastian",0593296109,9780593296103,0593296109,261        pp,3.88,"11,074","Mar 01, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5*,Notes are private!,3,7,1,"Aug 22, 2023","Aug 24, 2023","Aug 20, 2023",,Hardcover,view (with text),/book/show/61358640-old-god-s-time
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pearl,"Hughes, Siân",,,B0C411C3FP,212        pp,3.93,"2,998",2023,"May 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf@48%,Notes are private!,0,5,0,not set,not set,"Aug 20, 2023",,Kindle Edition,view (with text),/book/show/145937508-pearl
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Swiss,"Beagin, Jen",1982153083,9781982153083,1982153083,336        pp,3.69,"62,745","Feb 07, 2023","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5*Skaitydama šį didele dalimi meilės/aistros su erotikos elementais romaną jaučiausi, kaip musė prilipusi prie musgaudžio. Norėjosi sprukt nuo jo ku2.5*Skaitydama šį didele dalimi meilės/aistros su erotikos elementais romaną jaučiausi, kaip musė prilipusi prie musgaudžio. Norėjosi sprukt nuo jo kuo greičiau, bet nepavyko. Tas musgaudis turėjo ne tik medaus lipnumą, bet ir jo skonį. O Gretos ir Flavijos (Big Swiss) meilės romanas man taip ir liko paslaptimi....more",Notes are private!,0,6,1,"Aug 19, 2023","Aug 20, 2023","Aug 18, 2023",,Hardcover,view (with text),/book/show/60701439-big-swiss
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Days of Terranova,"Rivas, Manuel",1953861326,9781953861320,1953861326,304        pp,3.45,315,2015,"Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2023",,Paperback,view,/book/show/61953620-the-last-days-of-terranova
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Details,"Genberg, Ia",0063309718,9780063309715,,128        pp,3.90,"10,013","Jan 07, 2022","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,?,Notes are private!,0,3,1,not set,not set,"Aug 17, 2023",,Hardcover,view (with text),/book/show/63313297-the-details
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Salaryman's Wife        (Rei Shimura #1),"Massey, Sujata*",0061044431,9780061044434,B002VF2S3Y,432        pp,3.63,"3,433",1997,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/412242.The_Salaryman_s_Wife
