,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amanda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elephant Keeper,"Nicholson, Christopher*",0061651613,9780061651618,0061651613,298        pp,3.48,"3,342","Sep 01, 2008","Jun 22, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ehhhh, I dunno what I think about this book. The animals are poorly treated, which I abhor. But I like when Tom can talk to Jenny. Or when she can talEhhhh, I dunno what I think about this book. The animals are poorly treated, which I abhor. But I like when Tom can talk to Jenny. Or when she can talk back to him, I guess. I just kept waiting for bad things to happen even while I hoped that good things would happen. And then the end was deliberately ambiguous. So yeah... I think it's time for me to go to sleep....more",Notes are private!,0,0,1,not set,"Jan 06, 2016","Jan 06, 2016",,Paperback,view (with text),/book/show/7746136-the-elephant-keeper
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Shadow of Blackbirds,"Winters, Cat*",141970530X,9781419705304,141970530X,387        pp,3.85,"13,100","Apr 02, 2013","Apr 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I kinda wish the dude woulda been alive after all, but that's ok. It was a pretty good book.I kinda wish the dude woulda been alive after all, but that's ok. It was a pretty good book....more",Notes are private!,0,0,1,not set,Jan 2016,"Jan 01, 2016",,Hardcover,view (with text),/book/show/13112915-in-the-shadow-of-blackbirds
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tease,"Forster, Suzanne",0373605064,9780373605064,0373605064,384        pp,3.06,174,"May 01, 2006","Apr 25, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 28, 2015","Dec 28, 2015",,Paperback,view,/book/show/115451.Tease
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,021","Sep 27, 2011","Feb 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had my doubts at first, but I ended up really liking this book! And I had no idea how it was going to end--alive Mark or dead Mark. I've been lying I had my doubts at first, but I ended up really liking this book! And I had no idea how it was going to end--alive Mark or dead Mark. I've been lying awake at night, trying to figure out how to get myself off Mars. A part of me wishes I would've studied math or science or engineering instead of theatre. The whole last chapter, I don't think I took a single breath I was so nervous. But everything worked out just fine! Whew!! I feel pretty happy now....more",Notes are private!,0,0,1,not set,"Dec 26, 2015","Dec 26, 2015",,Hardcover,view (with text),/book/show/18007564-the-martian
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hausfrau,"Essbaum, Jill Alexander*",0812997530,9780812997538,0812997530,324        pp,3.24,"15,493","Mar 17, 2015","Mar 17, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is supposed to be like Anna Karenina. I wish I remembered Anna Karenina.,Notes are private!,0,0,1,not set,not set,"Dec 16, 2015",,Hardcover,view (with text),/book/show/22725443-hausfrau
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yes Please,"Poehler, Amy",0062268341,9780062268341,0062268341,329        pp,3.85,"525,698","Oct 28, 2014","Oct 28, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Her last line in the chapter about sex is the best line ever written. Ever. In the history of time....keep walkin'Her last line in the chapter about sex is the best line ever written. Ever. In the history of time....keep walkin'...more,Notes are private!,0,0,1,not set,"Jul 15, 2015","Oct 19, 2015",,Hardcover,view (with text),/book/show/20910157-yes-please
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Door in the Hedge,"McKinley, Robin",0698119606,9780698119604,0698119606,216        pp,3.70,"9,689",1981,"Oct 13, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4 short stories. The 4th one is the best. The other three were ok. The end.,Notes are private!,0,0,1,"Oct 16, 2015","Oct 19, 2015","Oct 19, 2015",,Paperback,view (with text),/book/show/8091.The_Door_in_the_Hedge
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Romance: An Investigation,"Ansari, Aziz",1101914726,9781101914724,,7        pp,3.80,"186,652","Jun 16, 2015","Jun 16, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Funny and informative. (OMG I cannot believe I just rated this book higher than the Barbara Kingsolver book I finished yesterday. Ugh.) Not all hope iFunny and informative. (OMG I cannot believe I just rated this book higher than the Barbara Kingsolver book I finished yesterday. Ugh.) Not all hope is lost for the single peeps out there. Love is in the air! Just wait a day to text back....more,Notes are private!,0,0,1,not set,"Oct 14, 2015","Oct 14, 2015",,Audiobook,view (with text),/book/show/26035479-modern-romance
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",0060786507,9780060786502,0060786507,546        pp,4.10,"743,681","Sep 24, 1998","May 31, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm trying to figure out why this book doesn't resonate with me (as much as I expected it to). Maybe it's because it feels unfinished. Oh!!! Just likeI'm trying to figure out why this book doesn't resonate with me (as much as I expected it to). Maybe it's because it feels unfinished. Oh!!! Just like the whole of life. I didn't know Ruth May's last chapter was her last chapter, so I didn't soak it in slowly. I kept waiting for Orleanna to snap out of it, but some people just never do. I didn't realize so much time had passed in a flash right at the end, so quickly I think I must've missed something.I liked this book. I reeeeeally did. But it isn't the heart of me. I don't have the goodness or passion or intellect. I'm just hanging out in the hotel bar after everyone is gone, dangling my sandals off my toes, wondering about something or maybe nothing....more",Notes are private!,0,0,1,not set,"Oct 12, 2015","Oct 13, 2015",,Hardcover,view (with text),/book/show/7244.The_Poisonwood_Bible
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,441","Jan 13, 2015","Jan 13, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"All the cool kids are reading this book. It's great!No it's not. It's just ok. But that's because of the hype. Don't listen to the hype and you'll likAll the cool kids are reading this book. It's great!No it's not. It's just ok. But that's because of the hype. Don't listen to the hype and you'll like it much better than I did. I kept waiting for the thriller part to start, but it never did. It's pretty easy to figure out whodunit and the little surprises interspersed aren't so surprising. Meh.This is not to say the book is terrible! There are some interesting psychological characteristics that the main woman has that are sad but fascinating. I would have loved to see even more of that ""fucked up shit"" stuff from her life. I think this book needs another re-write or two. Published prematurely I think. Rearrange some of the chapters, start them in different places, and give us more psychological drama--could be a winner....more",Notes are private!,0,0,1,not set,"Sep 07, 2015","Sep 07, 2015",,Hardcover,view (with text),/book/show/22557272-the-girl-on-the-train
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",0062049801,9780062049803,0062049801,353        pp,3.89,"188,459","May 03, 2011","Jun 07, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I might get myself in the habit of scratching out Ann Patchett's last chapters. I liked reading the rest of it. Though try as I may, I can't remember I might get myself in the habit of scratching out Ann Patchett's last chapters. I liked reading the rest of it. Though try as I may, I can't remember why. Something seems flat now that I've finished. A little empty. Is that what it's like to return from the Amazon? All solidity fades as your plane lands? Perhaps the shock of an irrevocable act is what makes the rest fade.I do remember one thing: Easter is the best thing there is!...more",Notes are private!,0,0,1,not set,"Aug 25, 2015","Aug 26, 2015",,Hardcover,view (with text),/book/show/9118135-state-of-wonder
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bossypants,"Fey, Tina",0316175862,9780316175869,0316175862,290        pp,3.96,"1,005,283","Apr 05, 2011","Apr 05, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this book SO MUCH! And I love Tina Fey like a thousand times more now than I did before I read this book.I don't know what I expected, but whatI love this book SO MUCH! And I love Tina Fey like a thousand times more now than I did before I read this book.I don't know what I expected, but what I found was magical feminist entrepreneurial gold. I feel like she's my new mentor as a boss and business owner. She'll probably come down to NC to coach me right? Please? Tinaaa?...more",Notes are private!,0,1,1,not set,"Jun 17, 2015","Jun 17, 2015",,Kindle Edition,view (with text),/book/show/10438971-bossypants
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Best Erotic Romance,"Wright, Kristina*",157344751X,9781573447515,157344751X,242        pp,3.49,278,"Dec 06, 2011","Dec 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2015",,Paperback,view,/book/show/11956131-best-erotic-romance
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Best Erotic Romance 2014,"Wright, Kristina*",1627780092,9781627780094,1627780092,224        pp,3.30,89,"Jan 01, 2014","Feb 18, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Most of these couples are in long-term, committed relationships. I approve!",Notes are private!,0,1,1,not set,"Jun 11, 2015","Jun 11, 2015",,Paperback,view (with text),/book/show/18114430-best-erotic-romance-2014
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Specials        (Uglies, #3)","Westerfeld, Scott*",0689865406,9780689865404,0689865406,384        pp,3.76,"190,699","May 09, 2006","May 09, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought it was dumb at first, but then I started getting into it!",Notes are private!,0,3,1,not set,"Jun 11, 2015","Jun 11, 2015",,Hardcover,view (with text),/book/show/24765.Specials
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Integral Trees        (The State, #2)","Niven, Larry",0345320654,9780345320650,0345320654,272        pp,3.76,"9,167",1983,"Jan 12, 1985",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Three stars because the good guys win. And because this book is my friend James's favorite. That's a recent development though. The first half of the Three stars because the good guys win. And because this book is my friend James's favorite. That's a recent development though. The first half of the book gets zero stars. Because I didn't really understand lots of the details--just like I don't understand the details of Star Wars. Why, for example, is it a bad idea to belch during free-fall? Also zero stars in the first half because Larry Niven keeps changing the voice of whoever's talking without any warning or transition. And most of the characters at the beginning don't even make it past the third chapter. Whatevs. But then at the end there's a capture and an escape and that part's interesting! (And there's a love story and a tiny bit of sex. So...woo! I'm literate and mature!) Larry Niven is famous. FAMOUS! I'm just not sure I want to read more of his books. But maybe I ""should."" I dunno....more",Notes are private!,0,0,1,not set,"May 31, 2015","May 31, 2015",,Mass Market Paperback,view (with text),/book/show/939740.The_Integral_Trees
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Mattress: Nine Tales,"Atwood, Margaret*",0385539126,9780385539128,0385539126,273        pp,3.89,"25,183","Aug 28, 2014","Sep 16, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cliffhangers and oddball endings. Nothing is resolved. Surprisingly, I like the revisit of the Robber Bride.This book doesn't feel like the same MargaCliffhangers and oddball endings. Nothing is resolved. Surprisingly, I like the revisit of the Robber Bride.This book doesn't feel like the same Margaret Atwood. I think because I met her at the book signing so now nothing will ever be the same with her....more",Notes are private!,0,0,1,not set,"May 30, 2015","May 30, 2015",,Hardcover,view (with text),/book/show/22642472-stone-mattress
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ali in Wonderland: And Other Tall Tales,"Wentworth, Ali",0061998575,9780061998577,0061998575,272        pp,3.50,"5,004","Feb 07, 2012","Feb 07, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My neighbor, my darling lovely neighbor, recommended this book to me, raving about how hilarious it is. I knew it couldn't possibly be THAT funny, butMy neighbor, my darling lovely neighbor, recommended this book to me, raving about how hilarious it is. I knew it couldn't possibly be THAT funny, but I anticipated liking it well enough. Turns out, it wasn't that funny. It was only a little funny. And I suppose a little interesting. But I couldn't say I liked it very much. There was something not sitting right with me. I think it's that Ali isn't being herself in this book. We get a barely scratched surface of who she is. A half heartfelt browse through photo albums and yearbooks. A brief peek in her diary. And that's it. Nothing deep. Nothing moving. Just eh. I do wanna watch reruns of In Living Color though. Think it's on Netflix?...more",Notes are private!,0,0,1,not set,"Apr 07, 2015","Apr 08, 2015",,Hardcover,view (with text),/book/show/11724676-ali-in-wonderland
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Not a Love Story,"Fleet, Suki*",1632160404,9781632160409,1632160404,260        pp,4.11,969,"Mar 22, 2014","May 22, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I almost wish I woulda read books like this when I was a teenager. Full of sex and drugs and of that primitive (teenage) feeling of living passionatelI almost wish I woulda read books like this when I was a teenager. Full of sex and drugs and of that primitive (teenage) feeling of living passionately for only the good and that other person who needs you so much it's painful. The teenage me* gives this book 5 stars. Adult me wants to shout, ""Save yourself, foolish child!"" But this is literature and it all works out in the end.*In reality, teenage me would have never read anything with sex or drugs in it, because of Jesus. But that's a tale for my therapist....more",Notes are private!,0,0,1,not set,"Apr 05, 2015","Apr 05, 2015",,Paperback,view (with text),/book/show/22499313-this-is-not-a-love-story
