,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheri's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"They Both Die at the End        (They Both Die at the End Series, 1)","Silvera, Adam*",0062457799,9780062457790,0062457799,389        pp,3.77,"740,634","Sep 05, 2017","Sep 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I may not be able to cure cancer or end world hunger, but small kindnesses go a long way.""I was a bit hesitant to read this since there’s a big ol’ s""I may not be able to cure cancer or end world hunger, but small kindnesses go a long way.""I was a bit hesitant to read this since there’s a big ol’ spoiler right there on the front cover. Also, I was afraid it might be really depressing. But somehow it’s not. It is seriously sweet! It did, however, seem to drag a bit, but I think that was more the narration than the story itself.Merged :""I may not be able to cure cancer or end world hunger, but small kindnesses go a long way.""I was a bit hesitant to read this since there’s a big ol’ spoiler right there on the front cover. Also, I was afraid it might be really depressing. But somehow it’s not. It is seriously sweet! It did, however, seem to drag a bit, but I think that was more the narration than the story itself....more",Notes are private!,0,0,1,"Aug 14, 2020","Aug 16, 2020","Jul 31, 2023",,Hardcover,view (with text),/book/show/33385229-they-both-die-at-the-end
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Final Girls,"Sager, Riley*",1524776815,9781524776817,,12        pp,3.84,"188,332","Jul 11, 2017","Jul 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You can’t change what’s happened. The only thing you can control is how you deal with it."" ~ Slow…predictable…yet still hard to stop listening.""You can’t change what’s happened. The only thing you can control is how you deal with it."" ~ Slow…predictable…yet still hard to stop listening....more",Notes are private!,0,0,1,"Jul 25, 2023","Jul 27, 2023","Jul 27, 2023",,Audiobook,view (with text),/book/show/36275456-final-girls
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iron Lake,"Krueger, William Kent*",1461814812,9781461814818,,12        pp,3.97,"43,734",Aug 1998,"Jun 08, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The things that ask the most of us are the things most worth having."" ~ Truth!""The things that ask the most of us are the things most worth having."" ~ Truth!...more",Notes are private!,0,0,1,"Mar 22, 2024","Mar 24, 2024","Jul 26, 2023",,Audiobook,view (with text),/book/show/16372985-iron-lake
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hawthorne Legacy,"Barnes, Jennifer Lynn*",1549109308,9781549109300,,unknown,4.22,"411,473","Sep 07, 2021","Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Disappointing after how much I enjoyed the first one.,Notes are private!,0,0,1,"Jul 27, 2023",Aug 2023,"Jul 25, 2023",,Audiobook,view (with text),/book/show/58989864-the-hawthorne-legacy
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devoted,"Koontz, Dean*",1542019508,9781542019507,1542019508,389        pp,4.11,"45,068","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Hardcover,view,/book/show/52287403-devoted
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prom Mom,"Lippman, Laura*",,,,320        pp,3.38,"11,606","Jul 24, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,Hardcover,view,/book/show/63241079-prom-mom
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Y'all Doing?: Misadventures and Mischief from a Life Well Lived,"Jordan, Leslie",,9780063076228,,5        pp,4.13,"20,147","Apr 27, 2021","Apr 27, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Our parents did the best they could with the light they had to see with."" Yep! Listened with Brain: we found this audiobook—read by Leslie Jordan—as ""Our parents did the best they could with the light they had to see with."" Yep! Listened with Brain: we found this audiobook—read by Leslie Jordan—as charming and adorable as Leslie was....more",Notes are private!,0,1,1,"Jul 22, 2023","Jul 28, 2023","Jul 22, 2023",,Audiobook,view (with text),/book/show/58914533-how-y-all-doing
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Good Years,"Keret, Etgar*",0698166000,9780698166004,B00OYXWKDY,194        pp,4.16,"8,349",2013,"Jun 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2023",,Kindle Edition,view,/book/show/25484976-the-seven-good-years
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miss Mayhem        (Rebel Belle, #2)","Hawkins, Rachel*",,,,unknown,3.46,"11,378","Apr 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Audiobook,view,/book/show/31362221-miss-mayhem
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Survive,"Jackson, Holly*",,,,unknown,4.08,"129,028","Nov 29, 2022","Nov 28, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A bit ridiculous and—in the end—not entirely satisfying, yet still un-put-down-able.",Notes are private!,0,0,1,"Jul 22, 2023","Jul 23, 2023","Jul 21, 2023",,Audiobook,view (with text),/book/show/80215780-five-survive
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Star-Crossed Sisters of Tuscany,"Spielman, Lori Nelson*",1984803158,,B07RM85CNM,400        pp,4.20,"35,873","Sep 26, 2018","Apr 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 20, 2023",,Kindle Edition,view,/book/show/49386063-the-star-crossed-sisters-of-tuscany
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Girl Support Group,"Hendrix, Grady*",0593201248,9780593201244,0593201248,352        pp,3.52,"135,301","Jul 13, 2021","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/60542388-the-final-girl-support-group
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Dye For: How Toxic Fashion Is Making Us Sick--and How We Can Fight Back,"Wicker, Alden",0593422627,9780593422625,B0BGXKYY7D,303        pp,4.33,758,unknown,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 25, 2023",not set,"Jul 19, 2023",,Kindle Edition,view,/book/show/74884681-to-dye-for
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolores Claiborne,"King, Stephen*",1598877410,9781598877410,,9        pp,3.92,"153,338",Nov 1992,"Aug 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""He was a coward at heart, you see, although I never said the word out loud to him—not then and not ever. Doing that's about the most dangerous thing ""He was a coward at heart, you see, although I never said the word out loud to him—not then and not ever. Doing that's about the most dangerous thing a person can do, I think, because a coward is more afraid of being discovered than he is of anything else, even dying."" ~ Fortunately, I’ve only known a few of these!Hard to believe I’m just now getting around to this one. Typical of Uncle Stevie—and probably the thing I like the most about his stories, scattered throughout the suspense are some truly funny lines....more",Notes are private!,0,0,1,"Sep 27, 2023","Sep 29, 2023","Jul 19, 2023",,Audiobook,view (with text),/book/show/18040704-dolores-claiborne
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woke Racism: How a New Religion Has Betrayed Black America,"McWhorter, John",,9780593509913,,5        pp,3.94,"5,844","Oct 26, 2021","Oct 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"McWhorter’s comparison of “Third Wave Anitracism” to a religion is compelling and—in my opinion—dead on. He argues that the Third Wave has ""all the psMcWhorter’s comparison of “Third Wave Anitracism” to a religion is compelling and—in my opinion—dead on. He argues that the Third Wave has ""all the psychological characteristics of religion, the same sanctity, rigidity, and intolerance, the same prohibition of thought in self-defence."" Indeed!...more",Notes are private!,0,1,1,"Dec 18, 2023","Dec 21, 2023","Jul 18, 2023",,Audiobook,view (with text),/book/show/59487681-woke-racism
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift of Violence: Practical Knowledge for Surviving and Thriving in a Dangerous World,"Thornton, Matt",1634312309,9781634312301,1634312309,400        pp,4.36,44,unknown,"Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/59485871-the-gift-of-violence
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deepfakes: The Coming Infocalypse,"Schick, Nina",1538754304,9781538754306,1538754304,224        pp,3.70,640,"Aug 26, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Hardcover,view,/book/show/53021589-deepfakes
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Reading Life,"Conroy, Pat",,,B003F3PKDG,337        pp,3.94,"7,972",2010,"Nov 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Kindle Edition,view,/book/show/8323492-my-reading-life
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hazel Bly and the Deep Blue Sea,"Blake, Ashley Herring",0316535451,9780316535458,0316535451,352        pp,4.34,"1,142","May 25, 2021","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Hardcover,view,/book/show/55177334-hazel-bly-and-the-deep-blue-sea
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whisper Network,"Baker, Chandler*",1250220882,,,unknown,3.59,"75,617","Jul 02, 2019","Jul 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""There was a fascinating tidbit Ardie had once heard: Women walked around the world in constant fear of violence; men’s greatest fear was ridicule."" D""There was a fascinating tidbit Ardie had once heard: Women walked around the world in constant fear of violence; men’s greatest fear was ridicule."" Definitely some truth there!The premise held so much potential, but I really struggled staying focused as the execution wasn’t as riveting as I’d hoped it would be. A decent listen nonetheless....more",Notes are private!,0,0,1,"Jul 13, 2023","Jul 16, 2023","Jul 16, 2023",,Audiobook,view (with text),/book/show/50071772-whisper-network
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Villa,"Hawkins, Rachel*",,,,8        pp,3.64,"95,510","Jan 03, 2023","Jan 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Made her think she was somebody when really she was just a part of a somebody's story."" But isn’t that better than not being a somebody and not b""Made her think she was somebody when really she was just a part of a somebody's story."" But isn’t that better than not being a somebody and not being a part of a somebody’s story. Not sure why I’m pondering this…. :-D A good listen even when I got confused with the changing timelines—more to do with my wandering attention than the writing....more",Notes are private!,0,0,1,"Jul 10, 2023","Jul 12, 2023","Jul 16, 2023",,Audiobook,view (with text),/book/show/61370228-the-villa
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blueberries for Sal Cookbook: Sweet Recipes Inspired by the Beloved Children's Classic,"McCloskey, Robert",0593580400,9780593580400,0593580400,128        pp,4.36,36,unknown,"Jun 06, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Update July 23: Brian and I give the Blueberry-Banana Bread two yums up!I’ve always been a fan of Robert McCloskey’s illustrations—especially in BluebUpdate July 23: Brian and I give the Blueberry-Banana Bread two yums up!I’ve always been a fan of Robert McCloskey’s illustrations—especially in Blueberries for Sal, so this little cookbook is delightful. I’m looking forward to trying some of the recipes. First up: Blueberry-Banana Bread. Next may be Blueberry-Apple Crisp. Both sound yummers!...more",Notes are private!,0,0,1,"Jul 21, 2023","Jul 21, 2023","Jul 16, 2023",,Hardcover,view (with text),/book/show/62926990-blueberries-for-sal-cookbook
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Madness of Crowds: Gender, Race and Identity","Murray, Douglas",1635579988,9781635579987,1635579988,288        pp,4.21,"15,096","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2023",,Hardcover,view,/book/show/44667183-the-madness-of-crowds
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell No One,"Coben, Harlan*",,,B0078IX10I,unknown,4.08,"161,301","Jun 19, 2001","Feb 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I kept hearing that ""better to have loved and lost"" bullshit. Another falsehood. Trust me, it is not better. Don't show me paradise and then burn it ""I kept hearing that ""better to have loved and lost"" bullshit. Another falsehood. Trust me, it is not better. Don't show me paradise and then burn it down.""Another addictive read/listen by Harlan Coben....more",Notes are private!,0,0,1,"Jul 09, 2023","Jul 10, 2023","Jul 09, 2023",,Audible Audio,view (with text),/book/show/50966099-tell-no-one
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inmate,"McFadden, Freida*",,,,unknown,4.09,"371,635","Jun 13, 2022","Jul 26, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Strained credulity….,Notes are private!,0,0,1,"Jul 07, 2023","Jul 09, 2023","Jul 09, 2023",,Audiobook,view (with text),/book/show/62949143-the-inmate
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Too Far,"Richards, Natalie D.*",1728209927,9781728209920,1728209927,336        pp,3.80,"4,614","Jan 06, 2015","Jul 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2023","Jul 06, 2023","Jul 09, 2023",,Paperback,view,/book/show/53327109-gone-too-far
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trophy Son,"Brunt, Douglas*",1250114802,9781250114808,1250114802,278        pp,3.52,877,unknown,"May 30, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2023",,Hardcover,view,/book/show/31451016-trophy-son
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Every City Is Every Other City        (Gordon Stewart Mystery, #1)","McFetridge, John*",,,B09B4DRL9G,unknown,3.09,"6,338","Jun 01, 2021","Jul 27, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 26, 2023","Jun 30, 2023","Jul 03, 2023",,Audible Audio,view,/book/show/58813289-every-city-is-every-other-city
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Last Fear,"Finlay, Alex*",,,,unknown,3.94,"43,853","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""As Keller knew too well, the sheep spends its life worried about the wolf, only to be eaten by the farmer.""A darn good listen!""As Keller knew too well, the sheep spends its life worried about the wolf, only to be eaten by the farmer.""A darn good listen!...more",Notes are private!,0,1,1,"Jun 24, 2023","Jun 26, 2023","Jun 27, 2023",,Audiobook,view (with text),/book/show/56087247-every-last-fear
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Meridian, or, the Evening Redness in the West","McCarthy, Cormac",,,,351        pp,4.16,"164,496","Apr 28, 1985",May 1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,Paperback,view,/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With a Little Help from My Friends,"Lennon, John",1534429832,9781534429833,1534429832,40        pp,3.76,293,unknown,"Dec 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I get by with a little help from my friends…."" ~ Yep!We all know the classic, timeless words by Lennon and McCartney, but it’s still worth a read/loo""I get by with a little help from my friends…."" ~ Yep!We all know the classic, timeless words by Lennon and McCartney, but it’s still worth a read/look as the illustrations by Henry Cole are freakin’ adorable! I loved it!...more",Notes are private!,0,1,1,"Jun 23, 2023","Jun 23, 2023","Jun 24, 2023",,Hardcover,view (with text),/book/show/46221985-with-a-little-help-from-my-friends
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cicada Tree,"Gwaltney, Robert*",1952439248,9781952439247,1952439248,334        pp,4.11,"1,130","Jan 20, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Paperback,view,/book/show/56544898-the-cicada-tree
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dad Is Fat,"Gaffigan, Jim",0804148007,9780804148009,,5        pp,3.77,"77,355","May 07, 2013","Jun 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""If you’ve never been to a Catholic Mass, don’t worry, it’s still going on, you still have time to catch it."" Some very funny LOL moments. I listened ""If you’ve never been to a Catholic Mass, don’t worry, it’s still going on, you still have time to catch it."" Some very funny LOL moments. I listened with Brian on a day trip to Barber Vintage Motorsports Museum. The drive between Chattanooga and Birmingham is mind-numbingly boring—an extra star for making the trip entertaining and perfectly bearable. Brian says three stars, which seems like a more accurate average between the hilarious stories and the ones that weren’t quite so much. Highly recommend for a short road trip. Most likely even more entertaining for people with a few (or more) kids....more",Notes are private!,0,0,1,"Jun 17, 2023","Jun 18, 2023","Jun 18, 2023",,Audiobook,view (with text),/book/show/17212302-dad-is-fat
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Don't Turn Around        (PERSEF0NE, #1)","Gagnon, Michelle*",,,B00930QN4K,unknown,3.86,"6,909","Aug 28, 2012","Aug 28, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t realize this was a trilogy when I started listening, so—like many other YA trilogies, there is no real resolution. I considered deducting a sI didn’t realize this was a trilogy when I started listening, so—like many other YA trilogies, there is no real resolution. I considered deducting a star for that reason, but the story is intriguing and original enough that I’ll be looking for books two and three....more",Notes are private!,0,0,1,"Jun 12, 2023","Jun 16, 2023","Jun 12, 2023",,Audiobook,view (with text),/book/show/13643175-don-t-turn-around
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grace of Silence: A Memoir,"Norris, Michele",0307378764,9780307378767,0307378764,208        pp,3.86,"2,794","Jan 01, 2010","Sep 21, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Hardcover,view,/book/show/8138526-the-grace-of-silence
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Squeeze Me,"Hiaasen, Carl*",,9780593295359,,unknown,4.03,"31,964","Aug 25, 2020",Aug 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There were a few laugh-out-loud moments, but I was expecting more of them as I am also fond of mocking the pumpkin-colored pig lizard.",Notes are private!,0,0,1,"Jun 05, 2023","Jun 08, 2023","Jun 08, 2023",,Audiobook,view (with text),/book/show/58859091-squeeze-me
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harold,"Wright, Steven",1668022699,9781668022696,1668022699,256        pp,3.48,"1,473","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2023",,Hardcover,view,/book/show/62919437-harold
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight Is the Darkest Hour,"Winstead, Ashley*",,,,12        pp,3.44,"19,281","Oct 03, 2023","Oct 03, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So much potential, but—sadly—disbelief remains unsuspended.",Notes are private!,0,0,1,"Oct 28, 2023","Oct 30, 2023","Jun 07, 2023",,Audiobook,view (with text),/book/show/199090396-midnight-is-the-darkest-hour
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mirror Girls,"McWilliams, Kelly*",,,B09KSTSHG3,unknown,3.98,"2,874","Feb 08, 2022","Feb 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jun 2023,"Jun 04, 2023","Jun 05, 2023",,Audible Audio,view,/book/show/59542533-mirror-girls
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Social (In)justice: Why Many Popular Answers to Important Questions of Race, Gender, and Identity Are Wrong--and How to Know What's Right: A Reader-Friendly Remix of Cynical Theories","Pluckrose, Helen",1634312236,9781634312233,1634312236,248        pp,4.21,81,unknown,"Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2023",,Hardcover,view,/book/show/59113013-social-in-justice
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Much Blue,"Everett, Percival",1681685663,9781681685663,,236        pp,3.97,"2,448","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this, but had mixed feelings about the MC. Also, the story didn’t resonate nearly as much as my first Everett novel—The Trees. However, as somI liked this, but had mixed feelings about the MC. Also, the story didn’t resonate nearly as much as my first Everett novel—The Trees. However, as someone who struggles to understand abstract art, I did appreciate how the MC’s abstract “masterpiece” made some sense to me after hearing his story. A good listen!...more",Notes are private!,0,0,1,"May 25, 2023","May 28, 2023","May 28, 2023",,Audiobook,view (with text),/book/show/51811641-so-much-blue
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Plot,"Eugenides, Jeffrey",1427216916,9781427216915,,unknown,3.47,"120,972",Oct 2011,"Oct 11, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""People don't save other people. People save themselves."" Yep!I love Eugenides writing! And I think I would have loved this book if I didn’t have so m""People don't save other people. People save themselves."" Yep!I love Eugenides writing! And I think I would have loved this book if I didn’t have so many holes in my reading history—including most the books referenced in The Marriage Plot....more",Notes are private!,0,0,1,"May 21, 2023","May 25, 2023","May 28, 2023",,Audiobook,view (with text),/book/show/16638387-the-marriage-plot
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Donna Has Left the Building,"Gilman, Susan Jane*",,,,unknown,3.47,680,"Jun 04, 2019","Jun 04, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened for the humor—the “hilarious” that was advertised, so I needed this to be funnier. The first half kinda delivered, although Donna made manyI listened for the humor—the “hilarious” that was advertised, so I needed this to be funnier. The first half kinda delivered, although Donna made many questionable decisions while she was in Nashville. But then the book veered into a globally-conscious-save-the-world story (not that there’s anything wrong with that) and the humor left the building. My listening experience would have been more satisfying if this were two different books…two separate stories.Merged :I listened for the humor—the “hilarious” that was advertised, so I needed this to be funnier. The first half kinda delivered, although Donna made many questionable decisions while she was in Nashville. But then the book veered into a globally-conscious-save-the-world story (not that there’s anything wrong with that) and the humor left the building. My listening experience would have been more satisfying if this were two different books…two separate stories....more",Notes are private!,0,0,1,"Jul 25, 2021","Jul 27, 2021","May 24, 2023",,,view (with text),/book/show/42188456-donna-has-left-the-building
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unseen        (Will Trent, #7)","Slaughter, Karin*",1799926818,9781799926818,1799926818,13        pp,4.18,"47,210","May 29, 2013","Jul 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 14, 2023","May 18, 2023","May 22, 2023",,Audio CD,view,/book/show/61717262-unseen
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Indelible        (Grant County, #4)","Slaughter, Karin*",,,,unknown,4.16,"49,899",2004,"Oct 15, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""She hated the thought of needing people almost as much as she hated having to reach out to them.""""She hated the thought of needing people almost as much as she hated having to reach out to them.""...more",Notes are private!,0,0,1,"May 09, 2023","May 11, 2023","May 22, 2023",,Audiobook,view (with text),/book/show/25831244-indelible
