,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Malcolm's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,066","Sep 28, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 10, 2021","Oct 17, 2021","May 19, 2021",,Hardcover,view,/book/show/56783258-cloud-cuckoo-land
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Person Singular: Stories,"Murakami, Haruki",0593318072,9780593318072,0593318072,245        pp,3.54,"40,024",Jul 2020,"Apr 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2021","May 28, 2021","May 19, 2021",,Hardcover,view,/book/show/54614599-first-person-singular
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Children Are Home,"Francis, Patry*",006306507X,9780063065079,006306507X,384        pp,4.16,"6,767","Apr 13, 2021","Apr 13, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 28, 2021",Jun 2021,"May 06, 2021",,Hardcover,view,/book/show/54496141-all-the-children-are-home
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lowering Days,"Brown, Gregory*",0062994131,9780062994134,0062994131,288        pp,3.78,754,"Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 27, 2021",May 2021,"Apr 26, 2021",,Hardcover,view,/book/show/53746792-the-lowering-days
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Surviving Savannah,"Henry, Patti Callahan*",1984803751,9781984803757,1984803751,432        pp,4.18,"24,654","Mar 09, 2021","Mar 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 18, 2021","Apr 22, 2021","Mar 26, 2021",,Hardcover,view,/book/show/54336436-surviving-savannah
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Escaping Dreamland,"Lovett, Charlie*",1982629401,9781982629403,1982629401,300        pp,3.90,836,"Sep 22, 2020","Sep 22, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2021","Mar 27, 2021","Mar 20, 2021",,Hardcover,view,/book/show/52506812-escaping-dreamland
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,483","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 11, 2021","May 14, 2021","Mar 16, 2021",,Hardcover,view,/book/show/54493401-project-hail-mary
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Stars Go Dark,"McLain, Paula*",0593237897,9780593237892,0593237897,370        pp,3.85,"55,888","Apr 13, 2021","Apr 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 22, 2021","Apr 27, 2021","Mar 16, 2021",,Hardcover,view,/book/show/54895727-when-the-stars-go-dark
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Ghosts Come Home,"Cash, Wiley*",0062312669,9780062312662,0062312669,290        pp,3.70,"7,042","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 26, 2021","Sep 30, 2021","Mar 12, 2021",,Hardcover,view,/book/show/56382097-when-ghosts-come-home
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mask Falling        (The Bone Season, #4)","Shannon, Samantha*",1408865564,9781408865569,1408865564,528        pp,4.45,"10,522","Jan 26, 2021","Jan 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2021","Apr 02, 2021","Mar 10, 2021",,Hardcover,view,/book/show/52185490-the-mask-falling
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Spaceman,"Butler, Robert Olen*",0802116604,9780802116604,0802116604,224        pp,3.30,300,2000,"Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2021","Mar 12, 2021","Mar 08, 2021",,Hardcover,view,/book/show/1518263.Mr_Spaceman
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Library,"Charles, Janet Skeslien*",1982134194,9781982134198,1982134194,368        pp,4.07,"122,667","Feb 09, 2021","Feb 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 26, 2021","Mar 03, 2021","Feb 19, 2021",,Hardcover,view,/book/show/52761909-the-paris-library
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Be a Man,"Krauss, Nicole",0062431021,9780062431028,0062431021,240        pp,3.62,"3,311","Nov 03, 2020","Nov 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 16, 2021","Feb 18, 2021","Feb 16, 2021",,Hardcover,view,/book/show/50997476-to-be-a-man
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winemaker's Wife,"Harmel, Kristin*",1982112298,9781982112295,1982112298,385        pp,4.22,"69,041","Aug 13, 2019","Aug 13, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2021","Apr 06, 2021","Feb 12, 2021",,Hardcover,view,/book/show/42201870-the-winemaker-s-wife
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Theater,"Tidbeck, Karin*",1524748331,9781524748333,1524748331,240        pp,3.75,"2,165","Feb 16, 2021","Feb 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 12, 2021","Mar 14, 2021","Feb 08, 2021",,Hardcover,view,/book/show/53460867-the-memory-theater
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil and the Dark Water,"Turton, Stuart*",1728206022,9781728206028,1728206022,463        pp,3.85,"51,729","Oct 01, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 04, 2021","Feb 11, 2021","Feb 04, 2021",,Hardcover,view,/book/show/51854625-the-devil-and-the-dark-water
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Names,"Harmel, Kristin*",1982131896,9781982131890,1982131896,388        pp,4.43,"198,202","Jul 21, 2020","Jul 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 26, 2021","Feb 04, 2021","Jan 26, 2021",,Hardcover,view,/book/show/52762903-the-book-of-lost-names
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fortunate Ones,"Tarkington, Ed*",1616206802,9781616206802,1616206802,320        pp,3.84,"3,081","Jan 05, 2021","Jan 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 18, 2021","Feb 22, 2021","Jan 24, 2021",,Hardcover,view,/book/show/49151029-the-fortunate-ones
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Liar's Dictionary,"Williams, Eley",0385546777,9780385546775,0385546777,288        pp,3.36,"9,981","Jul 16, 2020","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 15, 2021","Jan 21, 2021","Jan 11, 2021",,Hardcover,view,/book/show/53284801-the-liar-s-dictionary
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Winds,"Hannah, Kristin*",,,,464        pp,4.30,"669,476","Feb 02, 2021","Feb 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 22, 2021","Feb 26, 2021","Jan 05, 2021",,Hardcover,view,/book/show/53138081-the-four-winds
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where I Come From: Stories from the Deep South,"Bragg, Rick",0593317785,9780593317785,0593317785,256        pp,4.21,"2,504","Oct 01, 2020","Oct 27, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 21, 2020","Jan 07, 2021","Nov 04, 2020",,Hardcover,view,/book/show/51152483-where-i-come-from
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Once and Future Witches,"Harrow, Alix E.*",0316422045,9780316422048,0316422045,517        pp,4.05,"82,716","Oct 13, 2020","Oct 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 07, 2021","Jan 15, 2021","Nov 03, 2020",,Hardcover,view,/book/show/49504061-the-once-and-future-witches
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Office of Historical Corrections,"Evans, Danielle*",,9781594487330,1594487332,269        pp,4.19,"32,433","Nov 10, 2020","Nov 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Dec 2020,"Dec 08, 2020","Nov 03, 2020",,Hardcover,view,/book/show/51777605-the-office-of-historical-corrections
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Constant Rabbit,"Fforde, Jasper*",0593296524,9780593296523,0593296524,320        pp,4.07,"9,008","Jul 02, 2020","Sep 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 10, 2020","Nov 19, 2020","Sep 22, 2020",,Hardcover,view,/book/show/52378911-the-constant-rabbit
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exiles,"Kline, Christina Baker*",0062356348,9780062356345,0062356348,370        pp,4.15,"55,097","Aug 25, 2020","Aug 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Nov 2020,"Nov 10, 2020","Sep 18, 2020",,Hardcover,view,/book/show/49397137-the-exiles
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,582","Oct 06, 2020","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 22, 2020",Nov 2020,"Sep 16, 2020",,Hardcover,view,/book/show/50623864-the-invisible-life-of-addie-larue
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ready Player Two        (Ready Player One, #2)","Cline, Ernest*",1524761338,9781524761332,1524761338,370        pp,3.43,"155,921","Nov 24, 2020","Nov 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 08, 2020","Dec 21, 2020","Sep 01, 2020",,Hardcover,view,/book/show/26082916-ready-player-two
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,680","Apr 25, 2019","Jan 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 23, 2020","Sep 29, 2020","Aug 25, 2020",,Hardcover,view,/book/show/49127718-anxious-people
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,654","Aug 13, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 11, 2020","Oct 14, 2020","Aug 25, 2020",,Hardcover,view,/book/show/51879720-the-midnight-library
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Sleep in a Sea of Stars        (Fractalverse, #1)","Paolini, Christopher*",1250762847,9781250762849,1250762847,880        pp,3.79,"58,324","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2020",Dec 2020,"Aug 25, 2020",,Hardcover,view,/book/show/48829708-to-sleep-in-a-sea-of-stars
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",1250217288,9781250217288,1250217288,396        pp,4.41,"626,985","Mar 16, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 07, 2020","Sep 13, 2020","Aug 24, 2020",,Hardcover,view,/book/show/45046567-the-house-in-the-cerulean-sea
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Private Cathedral        (Dave Robicheaux, #23)","Burke, James Lee",1982151684,9781982151683,1982151684,384        pp,4.02,"6,806","Aug 11, 2020","Aug 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 26, 2020","Sep 03, 2020","Aug 07, 2020",,Hardcover,view,/book/show/49090882-a-private-cathedral
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Valley: Stories and a Novella Based on SERENA,"Rash, Ron*",0385544294,9780385544290,0385544294,220        pp,4.23,847,"Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2020","Sep 23, 2020","Aug 06, 2020",,Hardcover,view,/book/show/48889440-in-the-valley
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Migrations,"McConaghy, Charlotte*",125020402X,9781250204028,125020402X,256        pp,4.14,"73,104","Aug 04, 2020","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Aug 11, 2020","Aug 16, 2020","Jul 29, 2020",,Hardcover,view,/book/show/42121525-migrations
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When These Mountains Burn,"Joy, David*",0525536884,9780525536888,0525536884,272        pp,4.07,"3,400","Aug 18, 2020","Aug 18, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 29, 2020","Oct 11, 2020","Jul 29, 2020",,Hardcover,view,/book/show/49099786-when-these-mountains-burn
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artifact,"Heyman, Arlene",1635574714,9781635574715,1635574714,288        pp,3.39,189,"Jul 07, 2020","Jul 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 27, 2020","Aug 03, 2020","Jul 23, 2020",,Hardcover,view,/book/show/49882277-artifact
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Ink,"Kadish, Rachel*",0544866460,9780544866461,0544866460,576        pp,4.15,"36,712","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Hardcover,view,/book/show/30971715-the-weight-of-ink
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blind Assassin,"Atwood, Margaret*",0385475721,9780385475723,0385475721,521        pp,3.96,"155,479",Sep 2000,Sep 2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 11, 2020","Jul 23, 2020","Jul 11, 2020",,Hardcover,view,/book/show/881655.The_Blind_Assassin
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Good Indians,"Jones, Stephen Graham*",1982136456,9781982136451,1982136456,305        pp,3.71,"80,540","Jul 14, 2020","Jul 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2020","Aug 26, 2020","Jul 07, 2020",,Hardcover,view,/book/show/52180399-the-only-good-indians
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Axiom's End        (Noumena, #1)","Ellis, Lindsay*",1250256739,9781250256737,1250256739,384        pp,3.72,"24,292","Jul 21, 2020","Jul 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2020","Sep 07, 2020","Jul 07, 2020",,Hardcover,view,/book/show/51171377-axiom-s-end
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cher Ami and Major Whittlesey,"Rooney, Kathleen*",0525507825,9780525507826,0525507825,321        pp,3.98,"2,134","Aug 11, 2020","Aug 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2021","Feb 16, 2021","Jul 06, 2020",,Hardcover,view,/book/show/53285042-cher-ami-and-major-whittlesey
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Bend in the Stars,"Barenbaum, Rachel*",1538746263,9781538746264,1538746263,464        pp,3.90,"4,911","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2020",,Hardcover,view,/book/show/41717484-a-bend-in-the-stars
