,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Huongta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vùng đất quỷ tha ma bắt,"Chen, Kevin",,9786043957259,,413        pp,4.15,"1,788","Dec 05, 2019",2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Đọc liên tục 2 ngày hết sách. Lâu rồi mới đọc một quyển mà cuốn như thế. Đọc không muốn buông tay luôn.,Notes are private!,0,1,1,"Apr 15, 2023","Apr 17, 2023","Mar 31, 2023",,Paperback,view (with text),/book/show/124925017-v-ng-t-qu-tha-ma-b-t
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thằng Huyện, con hầu","Võ, Vân",6043680386,9786043680386,6043680386,196        pp,4.42,92,"Jun 10, 2022","Jun 10, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fanfict thôi, mua đọc ủng hộ sản phẩm Việt",Notes are private!,0,0,1,"Apr 14, 2023","Apr 14, 2023","Feb 23, 2023",,Hardcover,view (with text),/book/show/61287484-th-ng-huy-n-con-h-u
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Con lắc Foucault,"Eco, Umberto",,9786046988793,,648        pp,3.91,"70,053",1988,"Sep 09, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Đỉnh cao của cách sử dụng từ ngữ để miêu tả.,Notes are private!,0,4,1,"Feb 18, 2023","Apr 11, 2023","Feb 18, 2023",,Paperback,view (with text),/book/show/31946014-con-l-c-foucault
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuộc trốn chạy của Josef Mengele,"Guez, Olivier",6049778442,9786049778445,6049778442,255        pp,3.83,"4,249",2014,2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Có nhiều đoạn, mình ước đã không đọc qua.",Notes are private!,0,0,1,"Feb 08, 2023","Feb 17, 2023","Feb 08, 2023",,Paperback,view (with text),/book/show/49504355-cu-c-tr-n-ch-y-c-a-josef-mengele
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bữa sáng của nhà vô địch,"Vonnegut, Kurt, Jr.",6043757605,9786043757606,6043757605,360        pp,4.07,"260,551","Jul 12, 1973",2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2023",,Paperback,view,/book/show/75420931-b-a-s-ng-c-a-nh-v-ch
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lâu Đài Sói        (Thomas Cromwell, #1)","Mantel, Hilary",,9786046984733,,625        pp,3.90,"210,312","Apr 30, 2009","Sep 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2023",,Paperback,view,/book/show/31946006-l-u-i-s-i
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nơi Chốn Lưu Đày,"Picoult, Jodi*",,,,636        pp,3.94,"119,540","Mar 04, 2008","May 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Đồng ý là cứu một người, còn sống vẫn là điều hạnh phúc nhất, nhưng tại sao không nói về cảm xúc của người mẹ, của bé gái?Cuốn sách gây cho mình khá nĐồng ý là cứu một người, còn sống vẫn là điều hạnh phúc nhất, nhưng tại sao không nói về cảm xúc của người mẹ, của bé gái?Cuốn sách gây cho mình khá nhiều bức xúc.Mình đã nghĩ ngay từ những trang đầu, lý do tại sao nhân vật chính - im lặng. Mình sợ là mình đã đoán đúng, nên mình phải dừng tại đây thôi. Page 499....more",Notes are private!,0,0,1,"Jan 02, 2023","Jan 08, 2023","Jan 02, 2023",,Paperback,view (with text),/book/show/50898839-n-i-ch-n-l-u-y
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Điềm lành: Những lời tiên tri tuyệt đích và chuẩn xác của phù thuỷ Agnes Nutter,"Pratchett, Terry",,9786043489651,,448        pp,4.26,"748,501","May 10, 1990",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Lần đầu mình cảm thấy phim hay hơn truyện :s,Notes are private!,0,1,1,"Jan 27, 2023","Feb 08, 2023","Jan 02, 2023",,Paperback,view (with text),/book/show/75227114-i-m-l-nh
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người Hùng Mang Ngàn Gương Mặt,"Campbell, Joseph",,,,514        pp,4.14,"41,443","Jun 10, 1949","Jun 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Hardcover,view,/book/show/58311878-ng-i-h-ng-mang-ng-n-g-ng-m-t
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Một câu chuyện từ những đụn cát,"Andersen, Hans Christian",,9786043835540,,128        pp,4.12,8,unknown,Nov 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Paperback,view,/book/show/63283194-m-t-c-u-chuy-n-t-nh-ng-n-c-t
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Một năm sống tử tế,"Cameron, Donna*",,9786043851571,,422        pp,3.76,543,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,Paperback,view,/book/show/67354401-m-t-n-m-s-ng-t-t
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Những Kẻ Âu Lo,"Backman, Fredrik*",,,,544        pp,4.18,"633,774","Apr 25, 2019","Feb 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,Paperback,view,/book/show/60439641-nh-ng-k-u-lo
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bức thư của người đàn bà không quen,"Zweig, Stefan",,,,151        pp,4.23,"2,729",1922,Sep 2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[ebook] HaizĐúng là. Đến cuối, vẫn là một người đàn bà không quenGiữa bao nhiêu người đàn bà như thế.Giữa bao nhiêu người đàn ông như thế.Văn học, cuộ[ebook] HaizĐúng là. Đến cuối, vẫn là một người đàn bà không quenGiữa bao nhiêu người đàn bà như thế.Giữa bao nhiêu người đàn ông như thế.Văn học, cuộc sống những năm 18xx...more",Notes are private!,0,0,1,"Nov 11, 2023","Nov 12, 2023","Dec 31, 2022",,Paperback,view (with text),/book/show/23522488-b-c-th-c-a-ng-i-n-b-kh-ng-quen
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mã 612: Ai đã giết Hoàng tử bé?,"Bussi, Michel",,9786043688559,,283        pp,3.51,"1,304","Oct 14, 2021","Oct 06, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình đã ấn tượng, đã thích ""Hoa Súng Đen"" bao nhiêu, thì đọc cuốn này thấy chán bấy nhiêu...Mình đã ấn tượng, đã thích ""Hoa Súng Đen"" bao nhiêu, thì đọc cuốn này thấy chán bấy nhiêu......more",Notes are private!,0,0,1,"Dec 30, 2022","Jan 02, 2023","Dec 30, 2022",,Paperback,view (with text),/book/show/63007593-m-612
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miền Đất Hứa Của Tôi - Khải Hoàn Và Bi Kịch Của Israel,"Shavit, Ari",,,,554        pp,4.21,"9,770",2013,Jun 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Cuốn sách không phải lời biện minh cho sự trời lại của người Israel.Và họ cứ tài giỏi một cách hết sức bản năng vậy.,Notes are private!,0,0,1,"Dec 17, 2022","Dec 29, 2022","Dec 17, 2022",,Hardcover,view (with text),/book/show/40595191-mi-n-t-h-a-c-a-t-i---kh-i-ho-n-v-bi-k-ch-c-a-israel
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Huệ Tím,"Hesse, Hermann",,,,170        pp,4.12,200,1984,Jan 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2022",,Paperback,view,/book/show/25368045-hu-t-m
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trên Đồi Cao Chăn Bầy Thiên Sứ,"Thuần, Nguyễn Ngọc",,8937266040162,,266        pp,3.87,46,"Apr 01, 2009",Apr 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Paperback,view,/book/show/18004519-tr-n-i-cao-ch-n-b-y-thi-n-s
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Làm sao dừng lại thời gian,"Haig, Matt*",,9786043103748,,460        pp,3.84,"171,943","Jul 06, 2017","Sep 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Dễ đọc, Cách xây dựng khoảng thời gian khá hay, nhưng mà cỡ 5-60 trang cuối dở quá đi mất.",Notes are private!,0,1,1,"Nov 26, 2022","Nov 28, 2022","Nov 24, 2022",,Paperback,view (with text),/book/show/63007493-l-m-sao-d-ng-l-i-th-i-gian
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người nuôi ong thành Aleppo,"Lefteri, Christy",,9786043724400,,424        pp,4.17,"146,098","May 02, 2019",Sep 2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thật may vì nó không “dựa trên câu chuyện có thật”, hoặc là còn nhiều câu chuyện buồn hơn. Nhưng vẫn đầy hy vọng!",Notes are private!,0,0,1,"Dec 06, 2022","Dec 12, 2022","Nov 24, 2022",,Paperback,view (with text),/book/show/63007519-ng-i-nu-i-ong-th-nh-aleppo
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người máy có mơ về cừu điện không?,"Dick, Philip K.",,9786049829079,,300        pp,4.09,"451,819",1968,"Feb 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Trí tưởng tượng … của tương lai. Ở thời điểm không thể phân biệt nổi người máy và người thật bởi máy X-quang, phải dùng tới thang đo cảm xúc. Chỉ biếtTrí tưởng tượng … của tương lai. Ở thời điểm không thể phân biệt nổi người máy và người thật bởi máy X-quang, phải dùng tới thang đo cảm xúc. Chỉ biết nói là, woww...more",Notes are private!,0,1,1,"Nov 28, 2022","Dec 06, 2022","Nov 24, 2022",,Paperback,view (with text),/book/show/51563338-ng-i-m-y-c-m-v-c-u-i-n-kh-ng
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Con Dê Zlateh Và Những Truyện Khác,"Singer, Isaac Bashevis",,9786049675034,,467        pp,3.93,815,"Oct 11, 1966",Dec 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 27, 2022","Nov 25, 2022","Oct 27, 2022",,Paperback,view,/book/show/43351140-con-d-zlateh-v-nh-ng-truy-n-kh-c
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Những Tù Nhân Của Địa Lý,"Marshall, Tim",,9786049983573,,432        pp,4.20,"92,753","Jul 09, 2015","Nov 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Trung Quốc mạnh thật @@,Notes are private!,0,0,1,"Sep 06, 2022","Sep 20, 2022","Sep 06, 2022",,Paperback,view (with text),/book/show/56239601-nh-ng-t-nh-n-c-a-a-l
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trại Bồ Tùng Linh,"Lữ, Thế",,,,110        pp,3.00,55,1941,1963,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Đọc vì nó nằm trong bộ VNDT thôi, chứ thật sự không có nội dung gì …",Notes are private!,0,0,1,"Sep 02, 2022","Sep 02, 2022","Sep 02, 2022",,Paperback,view (with text),/book/show/42302791-tr-i-b-t-ng-linh
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Xa Ngoài Kia Nơi Loài Tôm Hát,"Owens, Delia*",,,,508        pp,4.39,"2,989,484","Aug 14, 2018",Nov 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Đẹp quá trời ấyCái gì cũng đẹp,Notes are private!,0,4,1,"Sep 25, 2022","Sep 28, 2022","Aug 29, 2022",,Paperback,view (with text),/book/show/55886039-xa-ngo-i-kia-n-i-lo-i-t-m-h-t
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Khách sạn Metropol,"Ruge, Eugen",,9786043475562,6043475561,468        pp,4.08,649,"Oct 08, 2019",May 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 14, 2022",not set,"Aug 14, 2022",,Paperback,view,/book/show/61135340-kh-ch-s-n-metropol
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Con Gái Của Thời Gian,"Tey, Josephine",,9786043331622,,306        pp,3.91,"34,110",1951,"Jun 29, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gọi là sách trinh thám nghe hơi kỳ cục.,Notes are private!,0,0,1,"Jul 18, 2022","Jul 29, 2022","Jul 18, 2022",,Hardcover,view (with text),/book/show/58600488-con-g-i-c-a-th-i-gian
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Châu Phi Nghìn Trùng,"Dinesen, Isak",,9786045689912,,407        pp,3.92,"43,925",1937,Oct 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Không biết người Phi đọc cuốn này có giống mình đọc cuốn “Một chiến dịch ở Bắc Kỳ” không - Dịch giả phải sửa lại và giải thích khá nhiều điều mà ngườiKhông biết người Phi đọc cuốn này có giống mình đọc cuốn “Một chiến dịch ở Bắc Kỳ” không - Dịch giả phải sửa lại và giải thích khá nhiều điều mà người nước ngoài không hiểu về người bản địa....more,Notes are private!,0,0,1,"Jun 26, 2022","Jul 30, 2022","Jun 26, 2022",,Paperback,view (with text),/book/show/55695547-ch-u-phi-ngh-n-tr-ng
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tro tàn của Angela,"McCourt, Frank",,,,559        pp,4.14,"629,202","Sep 05, 1996",Sep 2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2022",,,view,/book/show/13611290-tro-t-n-c-a-angela
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nữ Phi Công,"Hannah, Kristin*",,9786045631591,6045631595,491        pp,4.21,"134,199","Jan 31, 2012",Dec 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2022",,Paperback,view,/book/show/33642217-n-phi-c-ng
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gosick - IV - Nói thay kẻ ngốc        (Gosick #4),"Sakuraba, Kazuki",,9786042186575,,336        pp,4.39,87,Jan 2005,"Jul 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2022","Jun 26, 2022","Jun 18, 2022",,Paperback,view,/book/show/54831974-gosick---iv---n-i-thay-k-ng-c
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Britt - Marie Đã Ở Đây,"Backman, Fredrik*",,,,446        pp,4.09,"163,662","Oct 03, 2014",Mar 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2022",,Paperback,view,/book/show/39655044-britt---marie-y
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ngôi Nhà Bên Bờ Biển Xanh Thẳm,"Klune, T.J.*",,,,640        pp,4.41,"627,154","Mar 16, 2020","May 24, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Giống như một bộ phim healing.Dễ thương, dễ đọc, vừa đủ, dù sách dày nhưng không gây ngao ngán.Nhưng nếu muốn có đủ cao trào thì cần thêm phần nữa.ĐọcGiống như một bộ phim healing.Dễ thương, dễ đọc, vừa đủ, dù sách dày nhưng không gây ngao ngán.Nhưng nếu muốn có đủ cao trào thì cần thêm phần nữa.Đọc cmt thấy có vde về copy right thì phải :s...more",Notes are private!,0,1,1,"Jul 30, 2022","Aug 07, 2022","Jun 17, 2022",,Paperback,view (with text),/book/show/60898030-ng-i-nh-b-n-b-bi-n-xanh-th-m
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nằm Vạ,"Hiển, Bùi",,9786045382462,,155        pp,3.45,40,unknown,"Apr 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Đọc cũng hay mà sao rate thấp thế :),Notes are private!,0,1,1,"Jun 08, 2022","Jun 09, 2022","Jun 08, 2022",,Paperback,view (with text),/book/show/34826755-n-m-v
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heidegger và con hà mã bước qua cổng Thiên đường,"Cathcart, Thomas",,,,251        pp,3.60,"2,717",2009,"Apr 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 17, 2022",not set,"May 17, 2022",,Paperback,view,/book/show/29753064-heidegger-v-con-h-m-b-c-qua-c-ng-thi-n-ng
