,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Romina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caduto fuori dal tempo,"Grossman, David",8866210625,9788866210627,8866210625,183        pp,3.86,"1,498",2011,Aug 2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"CADUTO FUORI DAL TEMPODavid GrossmanLa bellezza straordinaria di quest’opera non è certo quella di un semplice romanzo. La parola che troviamo tra le CADUTO FUORI DAL TEMPODavid GrossmanLa bellezza straordinaria di quest’opera non è certo quella di un semplice romanzo. La parola che troviamo tra le pagine di questo capolavoro è quella della poesia. Ci troviamo di fronte a personaggi diversi, ma con purtroppo qualcosa di comune: la perdita di un figlio, cosa più tragica che un genitore possa affrontare.Questo capolavoro, è straordinario, un libro forte nella sua tragicità, ma che entra dentro al cuore in una maniera indelebile, e chi l’ha letto difficilmente se lo può dimenticare.Ognuno di questi personaggi va incontro al figlio “caduto fuori dal tempo”, perché la crudeltà più grande per il genitore privato del figlio è pensare: “come posso passare a settembre, mentre lui rimane ad agosto?” Un’opera, questa, in cui c’è la costante contrapposizione tra movimento e staticità, vita e morte e dove il dolore si chiude in se stesso, in una sofferenza personale e egoistica. Ed è proprio il dolore che unisce il lettore all’artista e ai suoi personaggi. Li lega in maniera indissolubile, tanto da immedesimarsi in un di loro e percepire e toccare il loro dolore. La conclusione raggiunge l’apice della poesia con il grido espresso dal Centauro, che unisce il dolore a un profondo senso di colpa.“ E’ solo che il cuoremi si spezza,tesoro mio,al pensieroche io….che abbia potuto…trovareper tutto questoparole.”Ho voluto rileggere questo libro appena finito, per non dimenticare nulla, racchiudere dentro di me tutte le emozioni che mi ha lasciato, e sono tantissime. Mi ha spezzato il cuore. Insieme a Stoner resterà per sempre sopra al mio comodino. Veramente toccanti ho trovato le pagine in cui parla e riflette sulla nostalgia del figlio. E’ un pugno allo stomaco:Io continuo, custodisco,faccio tesoro e faccio rivivere il bambinoche eri, l’uomo che non sarai Struggente ma immensamente poetico.Grossman ti fa partecipare il suo dolore immenso, siamo testimoni del suo dolore, avendolo vissuto lui in prima persona. Esternare il suo dolore, cercava, probabilmente, di provare meno dolore, cosa impossibile.In quanto è impossibile accettare l’assenza di chi non c’è più, di come la morte non riesca a morire, soprattutto se si tratta di un figlio.Ti fa partecipe dei silenzi, della rabbia, delle nostalgie, dei rimpianti e dell’incredulità della tragedia della perdita del figlio.“A tre anni e mezzo di distanza dalla perdita di Uri” Grossman spiega:“sentivo l’insopprimibile esigenza di trovare le parole per esprimere il mio stato d’animo, ma non ci riuscivo”. La reazione all’immobilità della morte, al silenzio è avvenuta attraverso la scrittura: “… la scrittura mi dà l’impulso per ritornare a vivere questa vita; vita che, in un certo senso, mi è stata portata via”.	""I PIEDISI STACCANO LENTAMENTEDAL SUOLO, LIEVI,LIEVI, SOSPESI SSIAMO TRA QUA E LA'. TRA LA VEGLIA E IL SONNO. FRA UN BREVE ISTANTE IL FILO SI SCIOGLIERA' E ALLORA POTREMO SPIEGARE LE ALIE GUARDARE .TUTTO CIO' CHE SI PUO' VEDERE,CHE E' PERMESSOVEDEREQUANDO SI CAMMINAINUN SOGNO.""Tutto in questo libro è poetico, anche le parti più dure!Durante la lettura del libro “Caduto fuori dal tempo” si nota l’evolversi interiore di ogni personaggio, che inizia a porsi domande, si allontana dalla rabbia per trovarsi di fronte a un dolore puro, assoluto e ineguagliabile che disintegra l’anima. Infine sembra esserci la resa, quando, dopo un incontro immaginario o realmente accaduto dentro ognuno di loro, i genitori comprendono che quel che resta è l’amore e la necessità di far sopravvivere il ricordo dei loro cari.""...come la vita e la mortel'una di fronte all'altra tubanol'una con l'altra,si toccanoe si intreccianol'una con l'altra fino alla radice della loro nudità,rimescolano e riversanosenza sosta,dall'una all'altra, dall'altra all'una, come una coppia di amanti, la linfadel loro essere.""E di queste parti di poesia il libro ne è ricco. Sarà perché in questo periodo sono emotivamente facile alla lacrima e quindi spesso ho avuto il nodo alla gola e il magone, mi ha fatto emozionare e credo che ne valga la pena di leggerlo....more",Notes are private!,0,6,1,"Apr 28, 2014","May 12, 2014","Apr 04, 2014",,Paperback,view (with text),/book/show/21822436-caduto-fuori-dal-tempo
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olive Kitteridge,"Strout, Elizabeth*",886411033X,9788864110332,886411033X,383        pp,3.85,"236,068","Mar 25, 2008","Jul 02, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 14, 2015","Dec 17, 2015","Mar 22, 2014",,Paperback,view,/book/show/9667105-olive-kitteridge
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,E le stelle non stanno a guardare,"Limone, Loredana",8867155164,9788867155163,8867155164,382        pp,3.59,70,"Mar 06, 2014",Mar 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2014",,Hardcover,view,/book/show/21443321-e-le-stelle-non-stanno-a-guardare
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenera è la notte,"Fitzgerald, F. Scott",8806174533,9788806174538,8806174533,383        pp,3.79,"136,558","Apr 12, 1934","Jan 11, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 18, 2014",,Paperback,view,/book/show/3847951-tenera-la-notte
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I ragazzi Burgess,"Strout, Elizabeth*",8864118993,9788864118994,8864118993,448        pp,3.62,"64,789","Mar 26, 2013","Jun 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 15, 2014",,Paperback,view,/book/show/18043608-i-ragazzi-burgess
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A ogni costo, l'amore","Calosso, Laura",880460963X,9788804609636,880460963X,196        pp,3.29,7,2011,2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A ogni costo l’amoreIn questo libro viene raccontata la storia di un uomo, un notaio. Sposato da anni, senza figli, una vita tranquilla, priva di emozA ogni costo l’amoreIn questo libro viene raccontata la storia di un uomo, un notaio. Sposato da anni, senza figli, una vita tranquilla, priva di emozioni. Passa interminabili ore nel suo studio a gestire gli affari dei suoi clienti.Tutto trascorre nella normalità, ma allo scoccare del suo cinquantesimo compleanno, tutto cambia. Iniziano le riflessioni esistenziali sul senso della vita, in cui molte persone potrebbero riconoscersi. L’autrice riesce con semplici tratti e leggeri tocchi di semplicità e ironia riesce a ritrarre un uomo alle prese con la crisi degli anni che passano. Il dover accettare soprattutto l’età che avanza.""Non c'è finzione senza la consapevolezza di chi si è veramente. Semplicemente agiscono, stupiti il più delle volte della propria incoerenza, non padroni della propria vita.""Un bel ritratto dell’Italia e della provincia di una volta.E’ un libro piacevole, scorrevole e ricco di splendide riflessioni sulla vita.""Vedi tutto torna.... Forse, è a quest'età che si giocano meglio le partite ancora aperte, ammesso che si voglia giocare pulito, onesti, con se stessi.""...more",Notes are private!,0,1,1,"Mar 17, 2014","Mar 20, 2014","Mar 11, 2014",,Paperback,view (with text),/book/show/13557647-a-ogni-costo-l-amore
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grandi speranze,"Dickens, Charles",8804534397,9788804534396,8804534397,656        pp,3.79,"802,588","Dec 01, 1860","Oct 12, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2014",,Paperback,view,/book/show/9646822-grandi-speranze
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come il vento tra i mandorli,"Corasanti, Michelle Cohen*",8807030756,9788807030758,8807030756,384        pp,4.15,"6,899","Jan 12, 2012","Feb 12, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2014",,Paperback,view,/book/show/20816106-come-il-vento-tra-i-mandorli
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nulla, solo la notte","Williams, John",8864117024,9788864117027,8864117024,138        pp,3.21,"2,971",1948,"Feb 27, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nulla, solo la notteQuesta storia si svolge in una notte, ed è la storia di un giovane ragazzo dalla vita insofferente, dove incubi e realtà si alternNulla, solo la notteQuesta storia si svolge in una notte, ed è la storia di un giovane ragazzo dalla vita insofferente, dove incubi e realtà si alternano. Dove questo giovane dall’anima apatica si trascina per le strade della città di San Francisco, senza occupazione immerso nelle sue paranoie, paure e strani ricordi. Volendo DIMENTICARE SE STESSO. Definendosi spesso un parassita.“Dipingi quadri? Suoni? Cosa ci fai con queste mani, Arthur? Le sorrise con gentilezza. Si sentiva sempre più potente. “Niente” disse “ Sono solo un parassita.” Vive di ricordi dei momenti felici vissuti con la sua famiglia, dove regnava una serenità apparente e dove lui credeva che tutto fosse tranquillo.“Ecco qual è il momento più bello della vita”, pensò, “il tempo perduto. Il tempo dell’estate, quando le foglie degli alberi s’intrecciano nella luce iridescente del sole”L’autore è molto bravo perché ti fa percepire le sensazioni che sente Arthur, riesce a farti entrare dentro le sue ansie e i suoi sogni. La grande bravura di Williams è che riesce a farti vivere ciò che accade al protagonista quella notte.Il passato per il giovane Arthur è una ferita lacerante, dove riuscire a dimenticare ciò che accadde quando era un bambino diventa impossibile. Dove non riesce e non si riesce a capire il motivo di quel gesto folle. Ed è proprio dopo quel gesto che la vita di Arthur cambia, cambia inevitabilmente e drasticamente.Per tutta la storia regna e riesci a percepire la solitudine che c’è nella vita di Arthur, quanto lui soffre e quanto per lui sia quasi inutile vivere. Vive in una totale apatia.“Non c’è niente di peggio che stare da solo, quando non sei abbastanza forte per affrontare i tuoi pensieri. Puoi sopportarlo fino a un certo punto, e poi…..Bè, alla fine non ce la fai più, e basta. Devi fare qualcosa, non importa quanto sia stupido. Devi convincerti che non sei solo, anche se lo sei!”.Ossessionato da pensieri scabrosi e sentimenti controversi, Arthur è costretto a districarsi nella rete ingarbugliata della realtà, faticando a distinguere la verità dai sogni e dai continui flashback che lo stravolgono.Questo è il romanzo d’esordio di un giovane John Williams, scritto durante il servizio militare in India e Birmania tra il 1942 e 1945. La scrittura è magnifica a parer mio, quasi pittoresca, dove si riesce a vedere ciò che leggi. Una scrittura pulita e perfetta, rendono questo romanzo degno di essere letto, nonostante non sia ai livelli di Stoner. Lo trovo molto profondo Questo è un breve ed immenso romanzo dove si mette in discussione e a confronto la relazione tra padre e figlio, un rapporto difficile come ne troviamo tanti al giorno d’oggi.  ...more",Notes are private!,0,3,1,"Mar 02, 2014","Mar 07, 2014","Mar 01, 2014",,Hardcover,view (with text),/book/show/20931466-nulla-solo-la-notte
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un uso qualunque di te,"Rattaro, Sara",8809771338,9788809771338,8809771338,208        pp,3.61,824,2012,"Mar 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2014",,Hardcover,view,/book/show/13541270-un-uso-qualunque-di-te
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ragazza delle arance,"Gaarder, Jostein",885021457X,9788850214570,885021457X,193        pp,3.91,"32,836",2003,"Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La ragazza delle aranceQuesto libro senza ombra di dubbio si può definire un BUON LIBRO. La storia è molto toccante, parla di un ragazzo di quindici aLa ragazza delle aranceQuesto libro senza ombra di dubbio si può definire un BUON LIBRO. La storia è molto toccante, parla di un ragazzo di quindici anni che ritrova una vecchia lettera del padre, morto undici anni prima, il quale racconta di una storia misteriosa de LA RAGAZZA DELLE ARANCE. Una storia molto commovente e toccante. Una storia d’amore fatta di sguardi misteriosi e di pochissime parole, pian piano che legge la lettera il giovane Georg si appassiona sempre di più e capisce che lo riguarda sempre più da vicino. Nella lunga lettera che il ragazzo legge, vengono affrontati temi molto profondi e veri, come la dolorosa consapevolezza di dover lasciare presto tutto quello che la vita offre, soprattutto gli affetti, ma soprattutto sul destino che ci aspetta e che noi non possiamo fare nulla per cambiare. Si percepisce la paura che, il papà di Georg ha della morte, ma più forte si sente il dolore ed il dispiacere che ha nel sapere che la malattia non gli permetterà di vedere crescere il figlioletto.Questa lettera per il giovane ragazzo è come un’eredità che gli viene lasciata dal padre, per raccontargli di sé e della sua breve vita e dell’amore immenso che prova per lui. Insomma vuole farsi conoscere e ricordare quando non ci sarà più.“Ho paura Georg. Ho paura di essere buttato fuori da questo mondo. Ho paura di sere come questa, quando non viene dato da vivere.”In questa lunga lettera lui pone a suo figlio molti quesiti, gli chiede se preferisce vivere la vita, la favola o non viverla affatto. Cerca di aiutarlo ad affrontare le sue paure. Questa lettera è molto importante per Georg, perché racchiude consigli e insegnamenti sul senso della vita.Con questa missiva il padre riesce a creare con Georg un rapporto speciale, sembra quasi che riescano a parlarsi, costruire un legame indissolubile.E’ un libro ricco di emozioni, che solo un genitore può dare.E’ commovente, perché si sa che esistono anche favole tristi...come dice Jan Olav:""Del resto tutte le favole hanno le loro regole. Non è sempre necessario capire queste regole. Bisogna solo seguirle. Se non lo si fa, le promesse non vengono mantenute"".Mi ha colpito molto come Gaarder tratta il tema del distacco, viene trattato in un modo semplice ma molto profondo e delicato, attraverso numerose riflessioni, l’autore infatti è riuscito, a parer mio, a toccare le corde dell’anima e del cuore di chi lo legge, a far emozionare senza essere banale. Usando un linguaggio semplice e comprensibile a tutti, una scrittura facile e scorrevole, ricco di frasi piccole ma piene di significato, ecco perché, secondo me, può essere letto da qualsiasi fascia di età.	""MOLTE PERSONE PENSANO CHE LA VITA IN QUESTA GRANDE FAVOLA SIA COSÌ MERAVIGLIOSA CHE VENGONO LORO LE LACRIME AGLI OCCHI AL SOLO PENSIERO CHE UN GIORNO DEBBA FINIRE. PUÒ ESSERE TUTTO COSÌ BELLO QUI, CHE FA UN MALE TERRIBILE PENSARE CHE PRIMA O POI NON CI SARANNO PIÙ GIORNI DA VIVERE""....more",Notes are private!,0,8,1,"Mar 09, 2014","Mar 16, 2014","Mar 01, 2014",,Paperback,view (with text),/book/show/9703069-la-ragazza-delle-arance
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutto quel che è la vita,"Salter, James",882350659X,9788823506596,882350659X,351        pp,3.37,"7,905",2013,Jan 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 27, 2014",,Paperback,view,/book/show/20760255-tutto-quel-che-la-vita
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'incantatrice di Firenze,"Rushdie, Salman",8804601299,9788804601296,8804601299,375        pp,3.61,"18,736",2008,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2014",,Paperback,view,/book/show/9704405-l-incantatrice-di-firenze
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La lunga vita di Marianna Ucria,"Maraini, Dacia",,,,265        pp,3.68,"3,243",1990,"Aug 29, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2014",,Paperback,view,/book/show/16036898-la-lunga-vita-di-marianna-ucria
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Young Girl,"Frank, Anne",,,,283        pp,4.19,"3,731,186",1947,Jul 1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2014",,Mass Market Paperback,view,/book/show/48855.The_Diary_of_a_Young_Girl
