,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galápagos,"Vonnegut, Kurt, Jr.",0385333870,9780385333870,0385333870,324        pp,3.87,"81,327",1985,"Jan 12, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2015",,Paperback,view,/book/show/9593.Gal_pagos
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Maus,"Spiegelman, Art",0141014083,9780141014081,0141014083,296        pp,4.57,"220,236",1980,"Oct 02, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2015",,Paperback,view,/book/show/15195.The_Complete_Maus
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anti-Oedipus: Capitalism and Schizophrenia,"Deleuze, Gilles",0816612250,9780816612253,0816612250,400        pp,4.17,"7,487","Mar 01, 1972",1983,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2015",,Paperback,view,/book/show/118317.Anti_Oedipus
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Civilization and its Discontents,"Freud, Sigmund",0393304515,9780393304510,0393304515,158        pp,3.79,"40,495",1930,"Aug 09, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 10, 2015","Mar 12, 2015","Mar 10, 2015",,Paperback,view,/book/show/8433218-civilization-and-its-discontents
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Portrait of the Artist as a Young Man,"Joyce, James",0142437344,9780142437346,0142437344,329        pp,3.64,"151,902","Dec 29, 1916","Mar 25, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 08, 2015","Apr 03, 2015","Mar 08, 2015",,Paperback,view,/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metamorphoses,Ovid,014044789X,9780140447897,014044789X,723        pp,4.09,"71,278",8,"Aug 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2015",,Paperback,view,/book/show/1715.Metamorphoses
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waste Land and Other Poems,"Eliot, T.S.",015694877X,9780156948777,B000H4EXMU,88        pp,4.22,"68,901",1922,"Aug 04, 1958",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2015,"Mar 08, 2015",,Paperback,view,/book/show/400412.The_Waste_Land_and_Other_Poems
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Song of J. Alfred Prufrock and Other Poems,"Eliot, T.S.",0848809971,9780848809973,0848809971,44        pp,4.32,"18,981",1915,1976,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 05, 2015","Mar 05, 2015",,Hardcover,view,/book/show/118389.The_Love_Song_of_J_Alfred_Prufrock_and_Other_Poems
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Price of Honor: Muslim Women Lift the Veil of Silence on the Islamic World,"Goodwin, Jan",0452283779,9780452283770,0452283779,368        pp,4.04,"1,078","Mar 01, 1994","Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2015",,Paperback,view,/book/show/165571.Price_of_Honor
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgin and the Gipsy,"Lawrence, D.H.",0679740775,9780679740773,0679740775,156        pp,3.43,"3,364",Nov 1930,"Jun 02, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2015","Feb 18, 2015","Feb 12, 2015",,Paperback,view,/book/show/876138.The_Virgin_and_the_Gipsy
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alcools,"Apollinaire, Guillaume",2070300072,9782070300075,2070300072,190        pp,3.88,"7,714",1913,"Oct 26, 1966",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 18, 2015","Jan 19, 2015","Jan 18, 2015",,Paperback,view,/book/show/1352562.Alcools
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Capitalism, Socialism and Democracy","Schumpeter, Joseph A.",0415107628,9780415107624,0415107628,460        pp,4.00,"2,735",1942,"Mar 31, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2015",,Paperback,view,/book/show/134798.Capitalism_Socialism_and_Democracy
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Écume des jours,"Vian, Boris",,,,351        pp,3.94,"37,381","Mar 11, 1947","Feb 26, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2015",,Mass Market Paperback,view,/book/show/141828.L_cume_des_jours
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mood Indigo,"Vian, Boris",0374534225,9780374534226,0374534225,214        pp,3.94,"37,381","Mar 11, 1947","Jun 17, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 04, 2015",,Paperback,view,/book/show/17332376-mood-indigo
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Individualism and Economic Order,"Hayek, Friedrich",1610161440,9781610161440,,272        pp,4.24,962,1948,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Paperback,view,/book/show/17348000-individualism-and-economic-order
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Capitalism and Freedom,"Friedman, Milton",0226264211,9780226264219,0226264211,208        pp,3.91,"13,720","Jan 01, 1962","Nov 15, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2015",,Paperback,view,/book/show/51877.Capitalism_and_Freedom
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Constitution of Liberty,F.A.Hayek,0226315398,9780226315393,B00A2LWZEQ,688        pp,4.15,"2,717",1960,"Apr 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2014",,Paperback,view,/book/show/9459594-the-constitution-of-liberty
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Revenge Of Geography: What the Map Tells Us About Coming Conflicts and the Battle Against Fate,"Kaplan, Robert D.",1400069831,9781400069835,1400069831,432        pp,3.78,"5,544","Sep 11, 2012","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2014",,Hardcover,view,/book/show/13330422-the-revenge-of-geography
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"101 Things Everyone Should Know About Economics: From Securities and Derivatives to Interest Rates and Hedge Funds, the Basics of Economics and What They Mean for You","Sander, Peter",1440572712,9781440572715,1440572712,256        pp,3.47,133,2009,"Jan 01, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2014","Jan 21, 2015","Dec 26, 2014",,Paperback,view,/book/show/18286044-101-things-everyone-should-know-about-economics
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence,"Endō, Shūsaku",0800871863,9780800871864,0800871863,219        pp,4.09,"34,204",1966,"Feb 15, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2014",,Paperback,view,/book/show/25200.Silence
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Politics,"Heywood, Andrew",0230363385,9780230363380,0230363385,496        pp,4.01,623,unknown,"Jan 01, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was the textbook we used during my introduction to political science class in fall 2014, and even though the writing style of Heywood is boring, This was the textbook we used during my introduction to political science class in fall 2014, and even though the writing style of Heywood is boring, it was never required of a university textbook to be 'satisfying' from a stylistic point of view. I will definitely come back to this book on various occasions in the years to come, if you're interested in politics this is a good introductory guide....more",Notes are private!,0,1,1,not set,Jan 2014,"Dec 23, 2014",,Paperback,view (with text),/book/show/15843592-politics
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1Q84        (1Q84, #1-3)","Murakami, Haruki",0307593312,9780307593313,0307593312,944        pp,3.94,"259,634","May 28, 2009","Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2014",,Hardcover,view,/book/show/10357575-1q84
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rise of Theodore Roosevelt,"Morris, Edmund",0345339029,9780345339027,0345339029,896        pp,4.23,"55,438","Mar 30, 1979","Apr 12, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2014",,Paperback,view,/book/show/1291183.The_Rise_of_Theodore_Roosevelt
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",,,,295        pp,4.27,"685,384","Jun 01, 1982","Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2014",,Paperback,view,/book/show/11486.The_Color_Purple
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Âge de raison,"Sartre, Jean-Paul",207036870X,9782070368709,207036870X,370        pp,3.98,"14,747",1945,"Feb 18, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 06, 2014","Dec 11, 2014","Dec 06, 2014",,Mass Market Paperback,view,/book/show/162788.L_ge_de_raison
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Faustus,"Marlowe, Christopher",0486282082,9780486282084,0486282082,64        pp,3.80,"67,349",1588,"Oct 20, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 28, 2014","Nov 28, 2014",,Paperback,view,/book/show/18525.Dr_Faustus
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Question of Palestine,"Said, Edward W.",0679739882,9780679739883,0679739882,273        pp,4.31,"1,915",1979,"Apr 07, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2014",,Paperback,view,/book/show/57546.The_Question_of_Palestine
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fateful Triangle: The United States, Israel and the Palestinians","Chomsky, Noam",0745315305,9780745315300,0745315305,578        pp,4.18,"1,032","Dec 01, 1982","Jan 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A real eye-opener, especially for the American audience bathed in Zionist-sponsored media brainwashing. For Chomsky, it is important for the American A real eye-opener, especially for the American audience bathed in Zionist-sponsored media brainwashing. For Chomsky, it is important for the American taxpayer to know that he is funding the systematic annihilation of a people, a culture, a heritage, any echo of Palestinian nationalism without even being aware of the gravity of the situation, and to protest against the murder of children in Gaza is hypocritical of Americans for that very reason.As long as the U.S. sees in Israel a strategic asset in the Middle East to conduct the ""dirty work"" on its behalf, a fateful triangular relationship will tie the United States, Israel and the Palestinians in the most complex and bloody conflict that ever shook the Middle East.I have many dog-eared pages, so I'm just gonna choose my favorite selections from them in an attempt to capture the gist of the message Chomsky was trying to convey:An Israeli army officer, ""when asked why bulldozers were knocking down houses in which women and children were living,"" responded by saying:  ""they are all terrorists.""  His statement accurately summarizes Israel's strategy and the assumptions that underlie it, for many years.  In Copenhagen, Knesset Member Yosef Rom told a television audience ""that Israeli soldiers were greeted in Lebanon with flowers and rice."" The interviewer interrupted him with the following words: ""Do not tell us in Denmark about flowers and rice. Nazi Germany also had pictures of how the Danish people greeted the April 1940 conquest with flowers..."" One Palestinian boy was reported to be sitting on a Haddad Land Rover, his cheeks slashed by bayonets, forced  ""to reiterate his crime, 'I am a Palestinian',""  before being killed. Dr. Shlomo Shmelzman wrote a letter to the press announcing his hunger strike in protest against the Lebanon war: ""In my childhood I have suffered fear, hunger and humiliation when I passed from the Warsaw Ghetto, through labor camps, to Buchenwald. Today, as a citizen of Israel, I cannot accept the systematic destruction of cities, towns, and refugee camps. I cannot accept the technocratic cruelty of the bombing, destroying and killing of human beings. I hear too many familiar sounds today, sounds which are being amplified by the war.  I hear ""dirty Arabs"" and I remember ""dirty Jews.""  I hear about ""closed areas"" and I remember ghettos and camps. I hear ""two-legged beasts"" and I remember ""Untermenschen."" I hear about tightening the siege, clearing the area, pounding the city into submission and I remember suffering, destruction, death, blood and murder... Too many things in Israel remind me of too many things from my childhood.""...more",Notes are private!,0,0,1,"Feb 03, 2015","Feb 18, 2015","Nov 18, 2014",,Paperback,view (with text),/book/show/62698.Fateful_Triangle
