,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michelle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brooklyn,"Tóibín, Colm",1439138311,9781439138311,1439138311,262        pp,3.70,"113,328","Apr 29, 2009","May 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2022",,Hardcover,view,/book/show/4954833-brooklyn
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Delicacy,"Wix, Katy",1472261194,9781472261199,1472261194,288        pp,4.16,"1,772","Apr 15, 2021","Apr 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 05, 2022","Feb 06, 2022","Feb 05, 2022",,Hardcover,view,/book/show/56389580-delicacy
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Return of the King        (The Lord of the Rings, #3)","Tolkien, J.R.R.",0345240340,9780345240347,0345240340,385        pp,4.56,"903,742","Oct 20, 1955","Jul 12, 1974",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 23, 2022","Feb 05, 2022","Jan 23, 2022",,Mass Market Paperback,view,/book/show/838729.The_Return_of_the_King
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Exist Too Much,"Arafat, Zaina*",1948226502,9781948226509,1948226502,272        pp,3.64,"15,176","Jun 09, 2020","Jun 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2022",,Hardcover,view,/book/show/41720140-you-exist-too-much
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Two Towers        (The Lord of the Rings, #2)","Tolkien, J.R.R.",,,,447        pp,4.48,"968,718","Nov 11, 1954","Sep 12, 1973",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Kind of team Smeagol???,Notes are private!,0,2,1,"Jan 16, 2022","Jan 23, 2022","Jan 16, 2022",,Mass Market Paperback,view (with text),/book/show/222910.The_Two_Towers
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ruth,"Gaskell, Elizabeth",,,B0082XU52A,249        pp,3.83,"8,113",1853,"May 12, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2022",,Kindle Edition,view,/book/show/18910383-ruth
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed,"Green, John*",0525555218,9780525555216,0525555218,293        pp,4.37,"124,120","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/55145261-the-anthropocene-reviewed
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship of the Ring        (The Lord of the Rings, #1)","Tolkien, J.R.R.",,9780345015339,,527        pp,4.39,"2,808,302","Jul 29, 1954",Mar 1973,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Too many boring songs, a chronic drought of women, but overall a real thrill!",Notes are private!,0,4,1,"Jan 03, 2022","Jan 08, 2022","Jan 03, 2022",,Mass Market Paperback,view (with text),/book/show/3263607-the-fellowship-of-the-ring
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Almanac: A seasonal guide to 2022,"Leendertz, Lia",,,B08YNMFCVH,268        pp,4.19,306,unknown,"Sep 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Made me feel like a hot witch,Notes are private!,0,2,1,"Jan 02, 2022","Dec 03, 2022","Jan 02, 2022",,Kindle Edition,view (with text),/book/show/58563172-the-almanac
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is the Story of a Happy Marriage,"Patchett, Ann",0062236679,9780062236678,0062236679,308        pp,4.00,"35,147","Nov 11, 2013","Nov 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not really enjoy the first third of this but the second two thirds brought me to tears on multiple occasions. The essays on her dog Rose, Lucy GI did not really enjoy the first third of this but the second two thirds brought me to tears on multiple occasions. The essays on her dog Rose, Lucy Grealy and her gran especially. Ann is a wonderful woman!...more",Notes are private!,0,1,1,"Nov 19, 2023","Nov 22, 2023","Dec 30, 2021",,Hardcover,view (with text),/book/show/17349222-this-is-the-story-of-a-happy-marriage
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,427","May 22, 2001","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Lord of the Flies if the boys were oligarchs and the conch was an opera singer,Notes are private!,0,3,1,"Apr 05, 2022","Apr 13, 2022","Dec 30, 2021",,Paperback,view (with text),/book/show/5826.Bel_Canto
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Optimist's Daughter,"Welty, Eudora",037550835X,9780375508356,037550835X,180        pp,3.52,"13,958",1972,"May 07, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/12585.The_Optimist_s_Daughter
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If I Had Your Face,"Cha, Frances*",0593129466,9780593129463,0593129466,288        pp,3.75,"51,369","Apr 21, 2020","Apr 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2021",,Hardcover,view,/book/show/52696537-if-i-had-your-face
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. March,"Feito, Virginia",1631498614,9781631498619,1631498614,304        pp,3.25,"21,089","Aug 05, 2021","Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2021",,Hardcover,view,/book/show/55298324-mrs-march
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,767","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Outstanding! One of my favourite essay books of all time,Notes are private!,0,2,2,"Sep 28, 2022Dec 23, 2021","Sep 28, 2022Dec 30, 2021","Dec 23, 2021",,Hardcover,view (with text),/book/show/56922687-these-precious-days
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",0593189582,9780593189580,0593189582,210        pp,3.56,"47,892","Feb 16, 2021","Feb 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2021","Jan 03, 2022","Dec 23, 2021",,Hardcover,view,/book/show/53733106-no-one-is-talking-about-this
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Feast for Crows        (A Song of Ice and Fire, #4)","Martin, George R.R.",055358202X,9780553582024,B005JV4KFG,"1,060        pp",4.16,"730,976","Oct 17, 2005",2011,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bored now, far too long",Notes are private!,0,2,1,"Dec 23, 2021","Dec 23, 2021","Dec 23, 2021",,Mass Market Paperback,view (with text),/book/show/13497.A_Feast_for_Crows
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Green Gables        (Anne of Green Gables, #1)","Montgomery, L.M.",0451528824,9780451528827,0451528824,320        pp,4.31,"978,777",1908,"May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anne was annoying at first but really got into it, unbelievable that this was written around 100 years ago",Notes are private!,0,2,1,"Nov 18, 2021","Nov 24, 2021","Nov 18, 2021",,Mass Market Paperback,view (with text),/book/show/8127.Anne_of_Green_Gables
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Storm of Swords        (A Song of Ice and Fire, #3)","Martin, George R.R.",055357342X,9780553573428,055357342X,"1,177        pp",4.54,"783,224","Aug 08, 2000","Mar 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** Such s long book! Enjoyed the description of a mangled Catelyn at the end,Notes are private!,0,1,1,"Oct 26, 2021","Nov 17, 2021","Oct 26, 2021",,Mass Market Paperback,view (with text),/book/show/62291.A_Storm_of_Swords
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",059309932X,9780593099322,059309932X,658        pp,4.27,"1,357,771","Jun 01, 1965","Oct 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Paul is a bastard,Notes are private!,0,3,1,"Oct 17, 2021","Oct 26, 2021","Oct 17, 2021",,Hardcover,view (with text),/book/show/44767458-dune
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Clash of Kings        (A Song of Ice and Fire, #2)","Martin, George R.R.",0553381695,9780553381696,0553381695,"1,009        pp",4.42,"935,095","Nov 16, 1998","May 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 14, 2021","Oct 14, 2021","Oct 14, 2021",,Paperback,view,/book/show/10572.A_Clash_of_Kings
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Your Own: The Life and Death of Myra Hindley,"Lee, Carol Ann*",1845965450,9781845965457,1845965450,464        pp,4.20,"1,355","Apr 01, 2010","Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely not good, but I did enjoy reading a book with such a bizarre granular level of detail. Multiple mentions of Myra's exact weight, eating habDefinitely not good, but I did enjoy reading a book with such a bizarre granular level of detail. Multiple mentions of Myra's exact weight, eating habits, hair dying schedule etc....more",Notes are private!,0,1,1,Oct 2021,Oct 2021,"Oct 01, 2021",,Paperback,view (with text),/book/show/7989568-one-of-your-own
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things Have Gotten Worse Since We Last Spoke,"LaRocca, Eric*",1951658132,,B08YN53M5X,120        pp,2.97,"47,928","Jun 01, 2021","Jun 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 14, 2021","Oct 15, 2021","Oct 01, 2021",,Kindle Edition,view,/book/show/57876868-things-have-gotten-worse-since-we-last-spoke
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones        (A Song of Ice and Fire, #1)","Martin, George R.R.",0553588486,9780553588484,0553588486,835        pp,4.44,"2,489,833","Aug 06, 1996",Aug 2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I watched the TV series first so don't feel like I can give a proper  of the bookI watched the TV series first so don't feel like I can give a proper  of the book...more,Notes are private!,0,1,1,"Sep 12, 2021","Sep 18, 2021","Sep 12, 2021",,Mass Market Paperback,view (with text),/book/show/13496.A_Game_of_Thrones
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wakenhyrst,"Paver, Michelle",1788549562,9781788549561,1788549562,359        pp,3.87,"16,386","Apr 04, 2019","Apr 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 09, 2021","Sep 12, 2021","Sep 09, 2021",,Hardcover,view,/book/show/40725252-wakenhyrst
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Transgender Issue: An Argument for Justice,"Faye, Shon",0241423147,9780241423141,0241423147,292        pp,4.56,"6,527","Sep 02, 2021","Sep 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Kind of feels inappropriate to rate it but I learnt a lot!!!,Notes are private!,0,0,1,"Feb 14, 2023","Feb 22, 2023","Sep 08, 2021",,Hardcover,view (with text),/book/show/56155135-the-transgender-issue
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,158","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really excellent, very sad and wouldn't recommend for anyone recently bereaved. I loved the food bits, mads me very hungry!Really excellent, very sad and wouldn't recommend for anyone recently bereaved. I loved the food bits, mads me very hungry!...more",Notes are private!,0,0,1,"Sep 04, 2021","Sep 08, 2021","Sep 04, 2021",,Hardcover,view (with text),/book/show/54814676-crying-in-h-mart
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Two Cures for Love: Selected Poems, 1979-2006","Cope, Wendy",0571240798,9780571240791,0571240798,112        pp,4.10,780,"Jun 05, 2008","Feb 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2021","Sep 12, 2021","Jul 28, 2021",,Paperback,view,/book/show/7191103-two-cures-for-love
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Service,"Miren, Frankie",,9781910312872,1910312878,364        pp,4.11,646,"Jun 24, 2021","Jun 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2021",,Paperback,view,/book/show/56034847-the-service
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Crime Story,"Knox, Joseph*",,,0857527703,400        pp,3.89,"8,963","Jun 17, 2021","Jun 17, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An excellent audiobook! Confusing at points but so many twists and turns!,Notes are private!,0,0,1,"Jul 11, 2021","Jul 14, 2021","Jul 11, 2021",,Hardcover,view (with text),/book/show/55228181-true-crime-story
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone in This Room Will Someday Be Dead,"Austin, Emily*",1982167351,9781982167356,1982167351,256        pp,3.87,"58,873","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2021",,Hardcover,view,/book/show/55711706-everyone-in-this-room-will-someday-be-dead
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Explore Diabetes with Owls,"Sedaris, David",0316154695,9780316154697,0316154695,275        pp,3.85,"144,183","Apr 23, 2013","Apr 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2021","Jul 07, 2021","Jul 05, 2021",,Hardcover,view,/book/show/15790837-let-s-explore-diabetes-with-owls
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witches,"Dahl, Roald",0590032496,9780590032490,0590032496,208        pp,4.18,"395,900","Sep 28, 1981",1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 04, 2021","Jul 05, 2021","Jul 04, 2021",,Paperback,view,/book/show/6327.The_Witches
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ones Who Don't Say They Love You: Stories,"Ruffin, Maurice Carlos*",0593133404,9780593133408,0593133404,240        pp,4.02,"1,317","Aug 17, 2021","Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2021",,Hardcover,view,/book/show/56020849-the-ones-who-don-t-say-they-love-you
