,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelly_Hunsaker_reads's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mighty Six-Ninety        (690),"Cherin, Alexander Hamilton",,9798989467204,B0CPPD6VPL,172        pp,4.30,10,unknown,"Feb 20, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Mighty Six Ninety by Alexander Hamilton Cherin is only 168 pages, but still allows the reader to immerse themselves into the world, where several The Mighty Six Ninety by Alexander Hamilton Cherin is only 168 pages, but still allows the reader to immerse themselves into the world, where several people are desperate to win a large cash prize in a contest held by a local radio station. With each clue I found myself more convinced that I was part of the excitement and might be able to find the money before the others. The action introduces us to several characters who are all thinking they can find the money - for some it is their only way out of big problems they created for themselves. The background detail allowed me to care for the characters and I found myself rooting for them. If I couldn't win the prize, I had my favorite about who I hoped would: Sally was a single mom who is about to experience a catastrophe of her own making, even prison. She needs the $50,000 prize to get out of trouble. She is likable and relatable and it is easy to see that she has only gotten into trouble in an effort to parent. I became very attached to her story.The book is a wonderful tribute to the days of radio contests, and it carried me back to the early 80s.Thank you to the author for my #gifted copy!...more",Notes are private!,0,0,1,"Feb 26, 2024","Feb 27, 2024","Feb 26, 2024",,Paperback,view (with text),/book/show/203611441-the-mighty-six-ninety
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cutting Teeth,"Baker, Chandler*",1250839785,9781250839787,1250839785,320        pp,3.32,"5,807","Jul 18, 2023","Jul 18, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 24, 2024","Feb 25, 2024","Feb 25, 2024",,Hardcover,view,/book/show/58151316-cutting-teeth
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,075","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 27, 2024",Mar 2024,"Feb 24, 2024",,Hardcover,view,/book/show/65678550-the-heaven-earth-grocery-store
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Collector        (Gabriel Allon, #23)","Silva, Daniel",,,B0BK9DCTXJ,414        pp,4.40,"21,918","Jul 18, 2023","Jul 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2024","Feb 24, 2024","Feb 24, 2024",,Kindle Edition,view,/book/show/63883284-the-collector
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Held,"Michaels, Anne",059353686X,9780593536865,059353686X,240        pp,3.82,681,unknown,"Jan 30, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 24, 2024","Feb 24, 2024","Feb 24, 2024",,Hardcover,view,/book/show/177185875-held
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Serenade: A Balanchine Story,"Bentley, Toni",0593316398,9780593316399,0593316398,320        pp,4.05,168,unknown,"Apr 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tony Ballantine danced with Balanchine's company for 10 years, appearing in Serenade 50 times. Her story is part memoir of her life as a dancer and paTony Ballantine danced with Balanchine's company for 10 years, appearing in Serenade 50 times. Her story is part memoir of her life as a dancer and part history of Balanchine and his ballet. At times it felt like there were too many stories happening, and yet, I enjoyed it far more than expected. I have never been to the ballet, and yet I found myself picturing every moment....more",Notes are private!,0,0,1,"Feb 24, 2024","Feb 24, 2024","Feb 24, 2024",,Hardcover,view (with text),/book/show/58844855-serenade
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen River,"Lawhon, Ariel*",0385546874,9780385546874,0385546874,432        pp,4.48,"58,033","Dec 05, 2023","Dec 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 22, 2024","Feb 23, 2024","Feb 23, 2024",,Hardcover,view,/book/show/112975658-the-frozen-river
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal Life of Henrietta Lacks,"Skloot, Rebecca*",1400052173,9781400052172,1400052173,370        pp,4.12,"735,141","Feb 02, 2010","Feb 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 20, 2024","Feb 21, 2024","Feb 23, 2024",,Hardcover,view,/book/show/6493208-the-immortal-life-of-henrietta-lacks
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Innocence of Father Brown        (Father Brown, #1)","Chesterton, G.K.",0809592533,9780809592531,0809592533,232        pp,3.82,"16,989",1911,"Mar 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 20, 2024","Feb 21, 2024","Feb 21, 2024",,Paperback,view,/book/show/184591.The_Innocence_of_Father_Brown
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eastbound,"Kerangal, Maylis de",1953861504,9781953861504,1953861504,160        pp,3.99,"4,461",2012,"Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2024","Feb 20, 2024","Feb 20, 2024",,Paperback,view,/book/show/61953755-eastbound
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madness: Race and Insanity in a Jim Crow Asylum,"Hylton, Antonia A.*",1538723697,9781538723692,1538723697,368        pp,4.36,"1,195","Jan 23, 2024","Jan 23, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 17, 2024","Feb 18, 2024","Feb 18, 2024",,Hardcover,view,/book/show/145624993-madness
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Simply Lies        (Mickey Gibson, #1)","Baldacci, David*",1538750635,9781538750636,1538750635,432        pp,3.99,"39,829","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2024","Feb 17, 2024","Feb 17, 2024",,Hardcover,view,/book/show/61198195-simply-lies
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drawing Deena,"Khan, Hena*",153445991X,9781534459915,153445991X,240        pp,4.20,163,unknown,"Feb 06, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In Drawing Deena, Hena Khan gave us a realtable, funny, kind-hearted middle school girl, who struggles with expectations -- from her family, and self-In Drawing Deena, Hena Khan gave us a realtable, funny, kind-hearted middle school girl, who struggles with expectations -- from her family, and self-imposed. Deena is having a tough year. She likes school, but loves art and has high hopes that she can work as an artist someday. Unfortunately she is convinced that her parents will not approve. And, she would love to go to art camp or take special classes, but with her parents fighting over money, that doesn't seem likely. has a lot going on. Deena already feels guilty, because she needs an expensive mouth guard to sleep in after the dentist finds a crack in one of her molars from teeth grinding.Deena is overwhelmed and it is causing her to struggle with nausea. Her story is an important one. When I was a child I was called a ""worrier"" by everyone who knew me. Nobody understood that my anxiety was a medical condition. This book will allow children to see themselves, to know that they are not alone. It will allow families who read the book together to open a dialogue and find strategies for treatment that might work. I highly recommend this one!Thank you @simonkids for sending me the book. The  reflects my honest opinion....more",Notes are private!,0,1,1,"Feb 12, 2024","Feb 12, 2024","Feb 13, 2024",,Hardcover,view (with text),/book/show/176442737-drawing-deena
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feminist Killjoy Handbook: The Radical Potential of Getting in the Way,"Ahmed, Sara",1541603753,9781541603752,1541603753,304        pp,4.11,646,"Oct 03, 2023","Oct 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2024","Feb 13, 2024","Feb 13, 2024",,Hardcover,view,/book/show/103489828-the-feminist-killjoy-handbook
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Missing Persons        (Private, #16)","Patterson, James*",1538754525,9781538754528,1538754525,368        pp,4.34,"5,271","Jul 08, 2021","Jan 30, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2024","Feb 12, 2024","Feb 12, 2024",,Paperback,view,/book/show/145624783-missing-persons
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Above the Fire,"O'Donnell, Michael",,9798200987757,B0BRRQZDRP,230        pp,4.04,532,"Dec 05, 2023","Dec 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2024","Feb 11, 2024","Feb 10, 2024",,Hardcover,view,/book/show/122588147-above-the-fire
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Search Party,"Richell, Hannah*",1668036061,9781668036068,1668036061,338        pp,3.75,"3,656","Jan 16, 2024","Jan 16, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2024","Feb 10, 2024","Feb 10, 2024",,Paperback,view,/book/show/176451530-the-search-party
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Our Own,"Berry, Lucinda*",,,B0CM4ZRYFZ,unknown,4.08,"3,848","Mar 12, 2024","Mar 12, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you @LibroFM for the #gifted audiobook.When I first opened this book and saw it was only 4 hours I was disappointed. I almost always prefer a fuThank you @LibroFM for the #gifted audiobook.When I first opened this book and saw it was only 4 hours I was disappointed. I almost always prefer a full-length novel. But, I was wrong. This book was powerful, moving and smart.As the book opens we hear a phone conversation between a young, desperate, hurting girl and a volunteer at a suicide hotline. The volunteer, Felicia, is distressed when the girl is going to hang up and gives her personal phone number (breaking all the rules). Soon the two are in an ongoing conversation where the girl shares more about the assault she suffered at the hands of boys in her high school. With each text, Felicia is more worried. Her own assault, years ago, causes her to feel even more empathy for the girl. And, she begins to worry that her son knows something about what happened.The book is heartbreaking, insightful and challenging.4.5 stars....more",Notes are private!,0,2,1,"Feb 10, 2024","Feb 10, 2024","Feb 10, 2024",,Audible Audio,view (with text),/book/show/203146256-one-of-our-own
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passenger        (The Passenger #1),"McCarthy, Cormac",0593535227,,B09T9D8QY7,385        pp,3.59,"28,961","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cormac McCarthy writes such brutal but beautiful works, that push me into places I may not want to go but when I leave I feel gratitude for it. The PaCormac McCarthy writes such brutal but beautiful works, that push me into places I may not want to go but when I leave I feel gratitude for it. The Passenger is a book that I believe I will need to revisit one day soon. It is a slightly incoherent, rambling and confused. Still the dialogue is brilliant, and the sense of place is vivid. I was rooted to place immediately. You go into this book thinking you know the plot and expecting to follow that mystery. But, the bigger story here is the portrait of one man reckoning with life. He hasn't always found things easy, and we see this in the chapters where his dead, schizophrenic sister is narrating the story. These interludes are confronting and I found that they often pulled me out of the story... and yet, the story wouldn't exist without her.The protagonist, Western, is surrounded by people who are sharing their lives, their views on death, and their philosophies add to the slight confusion of the book. We are taken along as these characters ruminate about string theory, the atom bomb, old-school philosophers and even incest. The book meanders in the same way that conversations meander. That is the beauty of this book.Merged :Cormac McCarthy writes such brutal but beautiful works, that push me into places I may not want to go but when I leave I feel gratitude for it. The Passenger is a book that I believe I will need to revisit one day soon. It is a slightly incoherent, rambling and confused. Still the dialogue is brilliant, and the sense of place is vivid. I was rooted to place immediately. You go into this book thinking you know the plot and expecting to follow that mystery. But, the bigger story here is the portrait of one man reckoning with life. He hasn't always found things easy, and we see this in the chapters where his dead, schizophrenic sister is narrating the story. These interludes are confronting and I found that they often pulled me out of the story... and yet, the story wouldn't exist without her.The protagonist, Western, is surrounded by people who are sharing their lives, their views on death, and their philosophies add to the slight confusion of the book. We are taken along as these characters ruminate about string theory, the atom bomb, old-school philosophers and even incest. The book meanders in the same way that conversations meander. That is the beauty of this book.Merged :Cormac McCarthy writes such brutal but beautiful works, that push me into places I may not want to go but when I leave I feel gratitude for it. The Passenger is a book that I believe I will need to revisit one day soon. It is a slightly incoherent, rambling and confused. Still the dialogue is brilliant, and the sense of place is vivid. I was rooted to place immediately. You go into this book thinking you know the plot and expecting to follow that mystery. But, the bigger story here is the portrait of one man reckoning with life. He hasn't always found things easy, and we see this in the chapters where his dead, schizophrenic sister is narrating the story. These interludes are confronting and I found that they often pulled me out of the story... and yet, the story wouldn't exist without her.The protagonist, Western, is surrounded by people who are sharing their lives, their views on death, and their philosophies add to the slight confusion of the book. We are taken along as these characters ruminate about string theory, the atom bomb, old-school philosophers and even incest. The book meanders in the same way that conversations meander. That is the beauty of this book....more",Notes are private!,0,1,2,"Oct 14, 2022not set","Oct 16, 2022not set","Feb 09, 2024",,Kindle Edition,view (with text),/book/show/60581087-the-passenger
