,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Chana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Wife,"Harrison, A.S.A.",0143123238,9780143123231,0143123238,326        pp,3.29,"114,110","Jun 25, 2013","Jun 25, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Psychological thriller, very enjoyable.A woman who loves her husband and overlooks his continuous philandering finds herself dumped for a girl barely Psychological thriller, very enjoyable.A woman who loves her husband and overlooks his continuous philandering finds herself dumped for a girl barely out of her teens. The girl is pregnant and her husband is planning to marry her. When she receives an eviction notice and realizes she will have no recourse as she has never formally married the man she has loved and cared for for twenty years, she decides to take action. Things start spiraling out of control for all parties involved. ...more",Notes are private!,0,1,1,"Oct 28, 2017","Oct 28, 2017","Oct 28, 2017",,Paperback,view (with text),/book/show/16171291-the-silent-wife
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shanghai Girls        (Shanghai Girls, #1)","See, Lisa*",1400067111,9781400067114,1400067111,309        pp,3.91,"154,774","May 26, 2009","May 26, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two sisters in Shanghai, ""beautiful girls"" are thrown into turmoil when their father loses all the family money in poor business speculation and gamblTwo sisters in Shanghai, ""beautiful girls"" are thrown into turmoil when their father loses all the family money in poor business speculation and gambling. The girls are the only asset that he and his wife have left so their father sells them into marriage. Stupidly, although they do go forward with the marriages, they fail to get on the boat to America that is provided by the father in law for his two daughters in law. Wrong decision. They get caught in the war with Japan and it becomes a complex problem to leave and many bad things happen. Such is life. Add to this, one of the girls is pregnant by another man before she marries and she does not have sex with her husband on the marriage night. The sister who did have sex with her new husband pretends the baby is hers and presents the child as such when they meet their husbands and settle in L.A.Fascinating really; culturally, politically and psychologically....more",Notes are private!,0,0,1,"Oct 22, 2017","Oct 27, 2017","Oct 22, 2017",,Hardcover,view (with text),/book/show/5960325-shanghai-girls
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart Full of Lies,"Rule, Ann",0743410130,9780743410137,0743410130,480        pp,3.96,"5,234","Oct 07, 2003","Oct 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always find true crime particularly harrowing and terribly sad. In this case, a woman named Liyse (she was named Lisa but changed her name) shoots hI always find true crime particularly harrowing and terribly sad. In this case, a woman named Liyse (she was named Lisa but changed her name) shoots her husband in the head after apparently drugging him, trying to drown him, tasing him and finally shooting him in the head. Before she commit this crime she spent a couple of years setting the scene claiming he was a drug addict, an alcoholic and a brutal abuser. You know, I think she was everything this author said, an anti-social personality who murdered her husband in cold blood after planning it carefully, but poorly....more",Notes are private!,0,3,1,"Oct 14, 2017","Oct 20, 2017","Oct 14, 2017",,Mass Market Paperback,view (with text),/book/show/839499.Heart_Full_of_Lies
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deliverance of Evil,"Costantini, Roberto",162365002X,9781623650025,162365002X,576        pp,3.74,"1,506","Sep 07, 2011","Feb 11, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There were a lot of killers in this book, and those not killing were often the killed. At least three of the main characters were killers, possible kiThere were a lot of killers in this book, and those not killing were often the killed. At least three of the main characters were killers, possible killers or complicit in hiding murder or provoking murder. The main men characters that is. Most of the women characters were used for sex, suicides or victims of murder. Not all though; one of the police was a strong woman, and a woman reporter was key in solving the crimes. It was convoluted with all the characters, the political situation with immigrants and the influence of the Vatican, however, the story was constantly interesting, I liked Captain Balistreri with all his faults, sins, mistakes and regrets. I found him easy to relate to even as I cringed at his unkindnesses and idiocies. I thought, how human. Basically, a young woman is murdered and Balistreri, a young policeman with a bad case of the bad habits of young men, fails to solve the case. Twenty-four years later there are additional murders tied into the original case. Balistreri is now an older man with heartburn and depression, a heart of regrets and a soul of guilt. He has to try to figure out what he missed the first time, the bodies keep piling up while he fights against the odds to find the truth....more",Notes are private!,0,1,1,"Oct 10, 2017","Oct 14, 2017","Oct 10, 2017",,Hardcover,view (with text),/book/show/17910640-the-deliverance-of-evil
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Touching Evil        (Bishop/Special Crimes Unit, #4; Evil, #1)","Hooper, Kay",0553583441,9780553583441,0553583441,384        pp,4.23,"10,007","Aug 28, 2001","Aug 28, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is a serial rapist/killer in Seattle and a group of cops, including paranormally gifted cops, trying to catch this person. There are links to thThere is a serial rapist/killer in Seattle and a group of cops, including paranormally gifted cops, trying to catch this person. There are links to the past, a re-incarnated killer (a very likely concept to my mind) and look-alike victims.The story is well written, the pace trots along nicely, never slackens or becomes uninteresting. Somewhat gruesome, but overall I thought it was good....more",Notes are private!,0,0,1,"Oct 08, 2017","Oct 10, 2017","Oct 08, 2017",,Mass Market Paperback,view (with text),/book/show/625156.Touching_Evil
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Long Time No See        (Judith Singer, #2)","Isaacs, Susan*",0061030430,9780061030437,0061030430,482        pp,3.70,"2,270",2001,"Jul 02, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A widow who enjoys sleuthing gets involved in a neighborhood case of whodunit. When a woman who has been missing a number of months is found under theA widow who enjoys sleuthing gets involved in a neighborhood case of whodunit. When a woman who has been missing a number of months is found under the pool cover in her own pool the police make the easy assumption that the husband did it. Our widow, Judith, doesn't think so and starts her own investigation supported by the husband's gangster father and her, used to be a homicide investigator used to be her lover is still in the police department, friend. Unlikely, but hey, she solves the case. It was funny to begin with but quickly lost its wit and became mostly boring....more",Notes are private!,0,1,1,"Oct 07, 2017","Oct 08, 2017","Oct 07, 2017",,Mass Market Paperback,view (with text),/book/show/291336.Long_Time_No_See
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silence in Hanover Close        (Charlotte & Thomas Pitt, #9)","Perry, Anne",0449216861,9780449216866,0449216861,352        pp,4.01,"4,986","Jul 30, 1988","Jul 30, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Inspector Thomas Pitt is assigned an old case that was never solved, a break in to a wealthy home in which a young man, a member of the Foreign OfficeInspector Thomas Pitt is assigned an old case that was never solved, a break in to a wealthy home in which a young man, a member of the Foreign Office, had been killed. It appeared to be a home invasion killing, but not much was stolen, nothing was fenced and the method of entry was oddly unprofessional. The reason for the second look at the killing is that the widow of the victim is now engaged to another member of the Foreign Office and the powers that be want to make sure there is no potential scandal attached to this widow. Inspector Pitt does not appreciate this assignment but he gets on with it. He does all the police work but to get the secrets out of the house of the murdered man is going to take getting inside information. When he speaks to one of the maids he hears about the woman in cerise, a woman spotted briefly in the house a couple of times. The maid is overheard telling Inspector Pitt about the woman in cerise and then the maid suffers an untimely death. Inspector Pitt's wife Charlotte and her widowed sister feel that the only way to find out what happened is to get inside the house. Charlotte goes undercover as a visiting guest, her sister Emily goes undercover as a maid in the house. Inspector Pitt gets set up to appear to be a murderer and he ends up in jail. Now it is up to the women to solve the crime and get Inspector Pitt out of jail.The manner of the reveal seemed unrealistic, but the reveal itself was elegant and sly, surprising and clever. Quite good....more",Notes are private!,0,2,1,"Oct 07, 2017","Oct 07, 2017","Oct 07, 2017",,Paperback,view (with text),/book/show/72732.Silence_in_Hanover_Close
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ninth Hour,"McDermott, Alice",0374280142,9780374280147,0374280142,247        pp,3.59,"17,503","Sep 19, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2017",,Hardcover,view,/book/show/33931059-the-ninth-hour
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Keeper,"Morton, Kate*",1439152802,9781439152805,1439152802,484        pp,4.15,"161,974",Oct 2012,"Oct 09, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2017",,Hardcover,view,/book/show/13508607-the-secret-keeper
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pillars of the Earth        (Kingsbridge, #1)","Follett, Ken*",,,B000UZPI2U,733        pp,4.34,"763,726",Oct 1989,"Nov 14, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2017",,Kindle Edition,view,/book/show/4906101-the-pillars-of-the-earth
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Homes: The Right Size,"Kahn, Lloyd",0936070684,9780936070681,0936070684,232        pp,4.15,61,unknown,"Apr 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2017",,Paperback,view,/book/show/31447913-small-homes
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Baby Thief: The Untold Story of Georgia Tann, the Baby Seller Who Corrupted Adoption","Raymond, Barbara Bisantz",0786719443,9780786719440,0786719443,320        pp,3.58,"2,691","Jan 01, 2009","Apr 12, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2017",,Hardcover,view,/book/show/588336.The_Baby_Thief
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deadly Partnership: Murder, Blackmail and Voices from the Spirit World","Gardner, Richard*",1786238462,9781786238467,B07121LJQ6,344        pp,4.16,184,unknown,"May 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2017",,Kindle Edition,view,/book/show/35275220-deadly-partnership
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Favorite Thing Is Monsters, Vol. 1        (My Favorite Thing Is Monsters, #1)","Ferris, Emil*",1606999591,9781606999592,1606999591,416        pp,4.23,"22,469","Feb 14, 2017","Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2017",,Paperback,view,/book/show/29069374-my-favorite-thing-is-monsters-vol-1
