,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mathilde's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harrow the Ninth        (The Locked Tomb, #2)","Muir, Tamsyn*",1250313228,9781250313225,1250313228,510        pp,4.30,"65,512","Aug 04, 2020","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[edit 12/31: Ok I was gonna wait until the pre-book 4 reread, but if Sophia is giving it a 5 stars now (Sophia who vets her 5 star books and compares [edit 12/31: Ok I was gonna wait until the pre-book 4 reread, but if Sophia is giving it a 5 stars now (Sophia who vets her 5 star books and compares them to other reads throughout life to see if they measure up)*, then I may as well go for it. Cheers to Harrow (she would hate that). [edit 8/26: 4.5 (and the more i'm thinking about it... the more i'm like.. should this be a 5?)]Yay, time to  book 2! This book is very different than the first, tone-wise. If Gideon's book gives mystery comedy action vibes (the kind where upbeat vintage pop songs play in the background during the battle scenes), Harrow's book is more... mystery psychological thriller? It's dark, it's honestly quite miserable. No One is Having A Good Day (soundtrack by Phoebe Bridgers).But the misery aspect is small in comparison to the mystery aspect. Oh my goodness, from page one onwards, it's ALL QUESTIONS NO ANSWERS. When people say this series is confusing, they are mainly referring to this book and the perpetual ????what!!?? sensation you get while reading it.This may sound like a bad thing, but I honestly loved it. I drove me completely insane... in a fun way? The promise of answers kept me reading (they do come, I promise... mostly), and in the meantime, I loved trying to keep track of all the clues and come up with theories. I've never read a book that felt so much like an escape room. Also, despite it being Sad Hours O'Clock at all times of day, Muir adds enough comedy and interesting characters to keep things fun. Harrow is an icon (even though she probably doesn't mean to be), and most of my favorite moments from the series are in this book. There are so many scenes that I just adored. There are 77 highlights on my kindle edition of the book. I go crazy thinking about them, even a whole two weeks later, and I'll talk more about it below the spoilers cut. So to conclude, even though this book is probably less likeable than Book 1, I think it's a fantastic expansion of the series, and one that cemented the series' place as obsession-worthy in my heart.------- SPOILERS (Sooo many spoilers ooop)--------For some reason, everything in the spoilers tag loses its formatting for the feed posts. To not have this next part be a completely giant messy paragraph, I recommend going to the 's page.(view spoiler)[Ok let's start with these two moments 1) ""If I forget you, let my right hand be forgotten,"" her mouth was saying. ""Add more also, if aught but but death part me and thee.""And unsteadily: ""Griddle.""[...] Harrow was too amazed by her body's expanding capacity for despair. It was as though her feeling had doubled even as she looked at it, unfolding, like falling down an endless flight of stairs. She dug her hands into the mattress and she cried for Gideon Nav.""This description of grief was powerful to me. I can so clearly picture Harrow's sobbed out ""Griddle"". It was also incredibly cathartic after hundreds of pages of Harrow's mind gaslighting Gideon out of existence. For most of the book, I'd hoped and hoped that Gideon would come back, but when this took place, I was like ""wow... harrow (and I) might have to accept gideon's death"" Then shortly after we have 2)  And you'd gone and left me behind. [...] The noise that resulted - I’m not doing it justice when I say it went SCHHHLIIIIICK WOW!!! The THRILL!! The narratorial change my beloved!!! I missed gideon SO MUCH.Both of these moments have haunted me so I wanted to give them individual attention. Still there are so many other moments so i'm going to try to do quick list of things I loved. - ""Hi, Not Fucking Dead,"" he said. ""I'm Dad.” ASKLDJKLAJDLKJ Jod noooo - The SOUP explosion - Ianthe and Gideon's whole conversation. 10/10. Hilarious. “She’s not even into you, okay? It’s just the bones. She’s into bones.” - Meanwhile, the dramatic irony of how at this exact moment, Harrow is off writing literal COFFEE SHOP AUs - Overall lots of things pointing towards Gideon and Harrow being romantically intertwined. The whole plotline with the Body is confusing in terms of how Harrow feels, but.... come on. See above.Finally, i'll wrap up this lengthy ramble with something that completely went over my head when I was reading. Someone on tumblr pointed out that one of the earliest hints that Gideon is the narrator is the way that every single time Harrow thinks about the end of a sword, the narrator interjects to correct her and explain it's a pommel. I think that's just swell. (hide spoiler)]*Fun fact: I joke about Sophia never giving 5 stars, but I just looked at my own numbers, and in the last 4 years before 2023, only 4 new books (as in, never read before) received 5 stars from me. One of them was a not even technically a book (it was a fictional podcast), and one of them was Anne of Green Gables which I'd technically listened to as a child. So really only 2 books. However, this year, I gave 6 whole new books 5 stars. That's kinda crazy! Good reading year for Mathilde.]...more",Notes are private!,0,2,1,"Aug 10, 2023","Aug 13, 2023","Aug 22, 2023",,Hardcover,view (with text),/book/show/39325105-harrow-the-ninth
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"As Yet Unsent        (The Locked Tomb, #2.5)","Muir, Tamsyn*",,,,24        pp,4.39,"2,815","Sep 21, 2021","Jun 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,ebook,view,/book/show/58662978-as-yet-unsent
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mysterious Study of Doctor Sex        (The Locked Tomb, #0.5)","Muir, Tamsyn*",,,,28        pp,4.12,"4,076","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,ebook,view,/book/show/53465671-the-mysterious-study-of-doctor-sex
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alecto the Ninth        (The Locked Tomb, #4)","Muir, Tamsyn*",,,,unknown,4.47,172,2024,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view,/book/show/39325106-alecto-the-ninth
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storied Life of A.J. Fikry,"Zevin, Gabrielle*",1616203218,9781616203214,1616203218,260        pp,4.03,"298,485","Apr 01, 2014","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2023",,Hardcover,view,/book/show/18293427-the-storied-life-of-a-j-fikry
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fourth Wing        (The Empyrean, #1)","Yarros, Rebecca*",1649374046,9781649374042,1649374046,498        pp,4.59,"1,501,716","May 02, 2023","May 02, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5?This book had a lot going for it that I would expect to love. Dragons! Romance! A main character who makes it through tough training on pure grit 2.5?This book had a lot going for it that I would expect to love. Dragons! Romance! A main character who makes it through tough training on pure grit alone! And there were certainly fun moments. Magical training academies will always appeal to me, and I liked how refreshing it was to have a fantasy military system where all genders are treated equally (and people can date whatever gender they want!). However, at the end of the day, I just couldn't get invested in Violet's story.To be clear, I am all for Not-That-Deep-But-Fun (NTDBF) reads. The Cruel Prince has very little substance and is filled with fairy balls, court intrigue, and a lot of tropes (most notably all the enemies to lovers ""I hate them but I'm obsessed with them"" stuff). I also have read hundreds of thousands of words of fanfiction, which is the very definition of an NTDBF read. But whereas I loved The Cruel Prince, and I devour fanfic, I just didn't have that much fun reading this book. I think the main thing that bothered me, aside from the plot feeling very predictable (and the Divergent parallels), was that I didn't care about any of the characters. Violet felt a little too perfect to me; something in her training progress was missing. She also had subtle ""i'm not like other girls energy"" with her silver hair and her [redacted-spoiler*]. I'd be curious to hear how disabled readers feel about the disability rep because, to me, it seems like it could have been expanded on and handled in a much more interesting way. When I don't like the main character of a book, it then makes it hard for me to get invested in the romance. I didn't buy the whole enemies part of Xaden and Violet's relationship since it was so clear he never actually hated her. And I am usually a fan of the forced proximity trope, but this book said ""forced proximity every day all day for the REST OF YOUR LIFE"" and that's kinda icky. In a world in which I cared about the characters, all my complaints about the romance would go away and i'd be like ""yesssss forced proximity! yesss he was obsessed with her the whole time!! love love love""**. But I did not care, and so the questionable aspects of the story and relationships stood out to me instead. I'm glad that people had fun reading this book, and I'm thrilled if it got anyone back into reading. But, as someone who reads a lot of fantasy, I don't know if it merits all the hype it's getting.Also random, but if you loved the training and military academy aspect, consider reading the Protector the Small quartet by Tamora Pierce (starting with First Test). Aimed a much younger audience and there is virtually no romance, but Kel is an absolutely amazing MC.*[SPOILER: her two dragons]**The amount of questionable behavior I tolerate from The Locked Tomb characters is crazy. They're just all on a different level of unhinged but I love them anyways....more",Notes are private!,0,0,1,"Nov 11, 2023","Nov 27, 2023","Aug 19, 2023",,Hardcover,view (with text),/book/show/61431922-fourth-wing
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss of the Royal,"Duga, Lindsey*",,,B0786NJVQQ,400        pp,3.87,"2,514","Jul 03, 2018","Jul 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Kindle Edition,view,/book/show/32173635-kiss-of-the-royal
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,692","May 25, 2023","May 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very compelling - like a car wreck that I can’t look away from. I thought June was an excellent unreliable narrator and it was so interesting to watchVery compelling - like a car wreck that I can’t look away from. I thought June was an excellent unreliable narrator and it was so interesting to watch her justify herself so assuredly at every turn.There's an interesting discussion about the notion of embodied experience in storytelling - the idea that the people best suited to tell stories of trauma are those who have directly experienced the repercussions of that trauma, and those who have not should not be profiting off it.* Though like most discussions in this book, there is no clear answer or resolution to the topic - June is unreliable and Kuang keeps her own opinions very hidden in this narrative.*(It feels very relevant to some frustrations I've heard from high school friends about a book that was recently published about a racist incident at our high school.)...more",Notes are private!,0,1,1,"Nov 27, 2023","Nov 30, 2023","Jun 01, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emily and the Deepest Memory,"McLellan, Noel",1738834808,9781738834808,1738834808,210        pp,5.00,2,unknown,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2023",,Paperback,view,/book/show/156735737-emily-and-the-deepest-memory
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl from Earth's End,"Dairman, Tara*",1536224804,9781536224801,1536224804,384        pp,4.32,300,"Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Hardcover,view,/book/show/61440380-the-girl-from-earth-s-end
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Juniper & Thorn,"Reid, Ava*",0062973169,9780062973160,0062973169,368        pp,3.67,"18,267","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Hardcover,view,/book/show/58966216-juniper-thorn
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little Thieves        (Little Thieves, #1)","Owen, Margaret*",,,B08B557MFW,507        pp,4.27,"17,435","Oct 19, 2021","Oct 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Fun! This book of course reminded me of my beloved The Goose Girl - it's based on the same fairytale, but the twist is the shift in perspective. I3.5 Fun! This book of course reminded me of my beloved The Goose Girl - it's based on the same fairytale, but the twist is the shift in perspective. I generally love a good trickster main character, and while Vanja didn't impress me much at first (I kept sighing and thinking ""she's no Gen""), she won me over by the end. Her Percy Jackson-esque style of modern and sassy narration does make the book feel a bit less timeless and all-ages than the Bayern books, but I still thought it was fun. (Fair warning: if you don't like anachronistic-sounding dialogue in fairytales, this book may seriously annoy you)This book deals with some heavy topics (the lasting trauma of abuse and sexual assault is prominent in the narrative), and I thought it was handled pretty well given that the target age seems to be pretty young. I also loved the queer representation casually dropped into the narrative. Definitely something more middle-grade book series are in need of. ...more",Notes are private!,0,1,1,"Oct 13, 2023","Oct 19, 2023","Apr 30, 2023",,Kindle Edition,view (with text),/book/show/54340983-little-thieves
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Golem and the Jinni        (The Golem and the Jinni, #1)","Wecker, Helene*",0062110837,9780062110831,0062110837,486        pp,4.13,"123,843","Apr 13, 2013","Apr 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Hardcover,view,/book/show/15819028-the-golem-and-the-jinni
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unnatural Magic        (Unnatural Magic, #1)","Waggoner, C.M.",1984805843,9781984805843,1984805843,388        pp,3.85,"4,371","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Paperback,view,/book/show/43562764-unnatural-magic
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radiance,"Valente, Catherynne M.*",0765335298,9780765335296,0765335298,432        pp,3.73,"5,158","Oct 20, 2015","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Hardcover,view,/book/show/18490533-radiance
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartographers,"Shepherd, Peng*",0062910698,9780062910691,0062910698,392        pp,3.64,"65,176","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Hardcover,view,/book/show/55004093-the-cartographers
