,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,"Keller, Gary*",1885167776,9781885167774,1885167776,240        pp,4.13,"65,607",2012,"Apr 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2022",,Hardcover,view,/book/show/16256798-the-one-thing
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Storia della bambina perduta        (L'amica geniale, #4)","Ferrante, Elena",8866325511,9788866325512,8866325511,451        pp,4.44,"137,113","Oct 29, 2014","Oct 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2022",,Paperback,view,/book/show/23456814-storia-della-bambina-perduta
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Resto qui,"Balzano, Marco",8806237411,9788806237417,8806237411,192        pp,4.05,"8,752","Feb 20, 2018","Feb 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2022",,Hardcover,view,/book/show/38478331-resto-qui
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il nome della rosa,"Eco, Umberto",8845246345,9788845246340,8845246345,533        pp,4.14,"364,634",1980,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2022",,Paperback,view,/book/show/10522.Il_nome_della_rosa
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenlights,"McConaughey, Matthew*",0593139135,9780593139134,0593139135,289        pp,4.21,"328,347","Oct 20, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2022",,Hardcover,view,/book/show/52838315-greenlights
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Churchill Girls: The Story of Winston and Clementine's Daughters,"Trethewey, Rachel",0750997060,9780750997065,B08R9FJ118,321        pp,4.20,234,unknown,"Mar 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Kindle Edition,view,/book/show/57302801-the-churchill-girls
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magic of Thinking Big,"Schwartz, David J.",0671646788,9780671646783,0671646788,238        pp,4.26,"92,435",1959,"Apr 02, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Paperback,view,/book/show/759945.The_Magic_of_Thinking_Big
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Hours,"George, Alex*",125030718X,9781250307187,125030718X,272        pp,3.70,"14,175","May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2022",,Hardcover,view,/book/show/49532216-the-paris-hours
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Plane in the Sky: An Oral History of 9/11,"Graff, Garrett M.*",,,B07QGGSS3S,16        pp,4.72,"34,951","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Aug 03, 2022","Sep 26, 2022","Aug 03, 2022",,Audiobook,view,/book/show/43821581-the-only-plane-in-the-sky
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Book Party,"Dukess, Karen*",1250225477,9781250225474,1250225477,256        pp,3.28,"9,243","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2022",,Hardcover,view,/book/show/42424722-the-last-book-party
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Rest: How to Find Respite in the Modern Age,"Hammond, Claudia",1786892804,9781786892805,1786892804,304        pp,3.61,"2,173","Nov 21, 2019","Nov 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2022",,Hardcover,view,/book/show/51115322-the-art-of-rest
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catherine the Great: Portrait of a Woman,"Massie, Robert K.",0679456724,9780679456728,0679456724,656        pp,3.94,"103,831","Nov 08, 2011","Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2022",,Hardcover,view,/book/show/10414941-catherine-the-great
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ask Again, Yes","Keane, Mary Beth*",1982106980,9781982106980,1982106980,388        pp,3.94,"192,354","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2022",,Hardcover,view,/book/show/42201996-ask-again-yes
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Data Detective: Ten Easy Rules to Make Sense of Statistics,"Harford, Tim*",0593084675,,B089425N6D,334        pp,4.12,"6,883",2020,"Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2022",,Kindle Edition,view,/book/show/53605067-the-data-detective
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil You Know: Stories of Human Cruelty and Compassion,"Adshead, Gwen",1982134798,9781982134792,1982134798,320        pp,4.34,"6,282","Jun 01, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2022",,Hardcover,view,/book/show/55711611-the-devil-you-know
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smoke Gets in Your Eyes & Other Lessons from the Crematory,"Doughty, Caitlin",0393351904,9780393351903,0393351904,254        pp,4.22,"91,482","Sep 15, 2014","Sep 28, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"<....Žmonės nėra gamtos mėgstamos būtybės. Mes - tik viena iš daugelio gyvų sutvėrimų rūšių, kurioms gamta beatodairiškai demonstruoja savo galią...>",Notes are private!,0,10,1,"Jul 22, 2022","Aug 03, 2022","Jul 22, 2022",,Paperback,view (with text),/book/show/25189315-smoke-gets-in-your-eyes-other-lessons-from-the-crematory
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paraščių vaikai,"Tamulaitienė, Loreta",,9786094802966,,342        pp,4.50,115,2022,2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"<...Net suaugusį žmogų motinos žodžiai gali įkvėpti arba sužlugdyti, paversti rafinuotu ciniku arba amžinu dvasios benamiu, klajūnu, susigundančiu vis<...Net suaugusį žmogų motinos žodžiai gali įkvėpti arba sužlugdyti, paversti rafinuotu ciniku arba amžinu dvasios benamiu, klajūnu, susigundančiu viskuo, kas žada ,,meilės pėdsaką'' ar ,,meilės skonį'' .....>...more",Notes are private!,0,13,1,"Jul 15, 2022","Jul 22, 2022","Jul 15, 2022",,Hardcover,view (with text),/book/show/60772851-para-i-vaikai
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iron Coffins: A Personal Account of the German U-boat Battles of World War II,"Werner, Herbert A.",030681160X,9780306811609,030681160X,329        pp,4.34,"2,329","Nov 30, 1969","Jun 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2022",,Paperback,view,/book/show/1053319.Iron_Coffins
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"Sincero, Jen*",0762447699,9780762447695,0762447699,254        pp,3.95,"250,876","Apr 23, 2013","Apr 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,<...Atsitiktinumas - Dievo būdas išlikti anonimiškam...>,Notes are private!,0,4,1,"Jun 28, 2022","Jul 15, 2022","Jun 28, 2022",,Paperback,view (with text),/book/show/15843166-you-are-a-badass
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pale-Faced Lie: A True Story,"Crow, David*",,9798200292301,B08ZDFPFJ2,1        pp,4.29,"24,910","May 07, 2019","Mar 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Audio CD,view,/book/show/59137674-the-pale-faced-lie
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eat, Pray, Love","Gilbert, Elizabeth*",0143038419,9780143038412,0143038419,368        pp,3.63,"1,743,375","Feb 16, 2006","Jan 30, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"<.....kažkada reikia sustoti ir pripažinti, jog vis tiek laiko nepagausi, nes jis to niekada nepadarys....>",Notes are private!,0,9,1,"Jun 02, 2022","Jun 27, 2022","Jun 02, 2022",,Paperback,view (with text),/book/show/19501.Eat_Pray_Love
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Penge på lommen        (Scandinavian Star, #1)","Nordenhof, Asta Olivia",8793077718,9788793077713,8793077718,170        pp,3.91,"2,091","Jan 24, 2020","Jan 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Paperback,view,/book/show/50634140-penge-p-lommen
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chronicles, Volume One","Dylan, Bob",0743244583,9780743244589,0743244583,320        pp,3.97,"56,849","Nov 12, 2004","Sep 13, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Paperback,view,/book/show/14318.Chronicles_Volume_One
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dostoevsky in Love: An Intimate Life,"Christofi, Alex*",1472964691,9781472964694,1472964691,256        pp,4.16,457,2021,"Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Hardcover,view,/book/show/50884562-dostoevsky-in-love
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ad se ipsum libri XII (Bibliotheca scriptorum Graecorum et Romanorum Teubneriana)        (Bibliotheca scriptorum Graecorum et Romanorum Teubneriana) (Ancient Greek Edition),Marcus Aurelius,3598710461,9783598710469,3598710461,205        pp,4.28,"247,811",180,"Jan 01, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"<....negyvenk taip, tarsi ketintum gyventi dešimt tūkstančių metų. Neišvengiama lemtis kybo virš galvos. Kol gyveni, kol įmanomą, būk geras...>",Notes are private!,0,4,1,"May 17, 2022","Jun 02, 2022","May 17, 2022",,Hardcover,view (with text),/book/show/7385770-ad-se-ipsum-libri-xii-bibliotheca-scriptorum-graecorum-et-romanorum-teu
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shelf Life: Chronicles of a Cairo Bookseller,"Wassef, Nadia",037460018X,9780374600181,037460018X,240        pp,3.58,"1,679","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/56269272-shelf-life
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Portrait of the Artist as a Young Man,"Joyce, James",0142437344,9780142437346,0142437344,329        pp,3.64,"151,894","Dec 29, 1916","Mar 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Paperback,view,/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lover,"Duras, Marguerite",,,,117        pp,3.72,"56,626",1984,"Sep 08, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2022",,Paperback,view,/book/show/275.The_Lover
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Oscar Wilde,"McKenna, Neil",0099415453,9780099415459,0099415453,717        pp,3.97,740,"Nov 30, 1991","Jul 15, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"<...Literatūra visada seka gyvenimu. Ji jo nekopijuoja, bet perkuria savais tikslais...>",Notes are private!,0,5,1,"Apr 27, 2022","May 17, 2022","Apr 27, 2022",,Paperback,view (with text),/book/show/926156.The_Secret_Life_of_Oscar_Wilde
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Power of Attachment,"Heller, Diane Poole",1622038258,9781622038251,1622038258,224        pp,4.30,"2,039","Mar 12, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2022",,Paperback,view,/book/show/40629898-power-of-attachment
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Everything Store: Jeff Bezos and the Age of Amazon,"Stone, Brad*",0316219266,9780316219266,0316219266,384        pp,4.14,"73,134","Oct 15, 2013","Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2022",,Hardcover,view,/book/show/17660462-the-everything-store
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La Vérité sur l'Affaire Harry Quebert        (Marcus Goldman, #1)","Dicker, Joël",2877068161,9782877068161,2877068161,670        pp,4.18,"170,739","Sep 19, 2012","Sep 19, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2022",,Paperback,view,/book/show/16033842-la-v-rit-sur-l-affaire-harry-quebert
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intelligent Investor,"Graham, Benjamin",0060555661,9780060555665,B09R7YBWXZ,623        pp,4.25,"130,239",1949,"Feb 21, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2022",,Paperback,view,/book/show/106835.The_Intelligent_Investor
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Porpoise,"Haddon, Mark",1784742821,9781784742829,1784742821,336        pp,3.38,"5,644","May 09, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2022",,Hardcover,view,/book/show/41087290-the-porpoise
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Anonymous Girl,"Hendricks, Greer*",1250133734,9781250133731,1250133734,375        pp,3.80,"164,522","Jan 08, 2019","Jan 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2022",,Hardcover,view,/book/show/39863515-an-anonymous-girl
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Echo of Scandal,"Madeleine, Laura*",1473542952,9781473542952,,unknown,4.10,219,"Sep 19, 2019","Sep 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2022",,ebook,view,/book/show/41223330-an-echo-of-scandal
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unnatural Causes: The Life and Many Deaths of Britain's Top Forensic Pathologist,"Shepherd, Richard",0718182715,9780718182717,0718182715,400        pp,4.33,"39,124","Sep 20, 2018","Sep 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2022",,Hardcover,view,/book/show/27833843-unnatural-causes
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behave: The Biology of Humans at Our Best and Worst,"Sapolsky, Robert M.",1594205078,9781594205071,1594205078,790        pp,4.41,"23,231","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2022",,Hardcover,view,/book/show/31170723-behave
