,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Дмитрий's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haifische in der Spree: DaF-Lernkrimis A1/A2 [mit Audio-CD],"Dittrich, Roland",3589018429,9783589018420,3589018429,48        pp,2.77,43,"Jan 01, 2011","Jan 01, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 06, 2023","Jan 06, 2023","Jan 06, 2023",,Paperback,view,/book/show/13512008-haifische-in-der-spree
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quinze Jours Pour Reussir,"Delaisne, P.",2278060988,9782278060986,2278060988,64        pp,3.57,28,"Jan 01, 2008",2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 02, 2023","Jan 03, 2023","Jan 03, 2023",,Paperback,view,/book/show/18658294-quinze-jours-pour-reussir
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A1-A2 - Ein Schuss ins Leere: Fremde Räuber in Uri. Krimi-Lektüre als E-Book (Lextra - Deutsch als Fremdsprache - DaF-Lernkrimis: SIRIUS ermittelt),"Dittrich, Roland",3589021284,9783589021284,B00P1DEJY4,52        pp,3.14,7,"Oct 30, 2014","Jul 20, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 31, 2022","Dec 31, 2022","Dec 31, 2022",,Kindle Edition,view,/book/show/24277290-a1-a2---ein-schuss-ins-leere
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enquête capitale,"Decourtis, Marine",2011557372,9782011557377,2011557372,64        pp,3.29,35,"Jan 01, 2010",2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 26, 2022","Dec 26, 2022","Dec 26, 2022",,Paperback,view,/book/show/23612787-enqu-te-capitale
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Patient,"Ondaatje, Michael",0771068719,9780771068713,0771068719,320        pp,3.87,"132,006",Sep 1992,"Apr 18, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 04, 2022","Dec 11, 2022","Dec 04, 2022",,Hardcover,view,/book/show/11713.The_English_Patient
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Faculty of Useless Knowledge,"Dombrovsky, Yury",1860460542,9781860460548,1860460542,533        pp,4.20,333,1978,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Paperback,view,/book/show/2419209.The_Faculty_of_Useless_Knowledge
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutto chiede salvezza,"Mencarelli, Daniele",,,B0848SG25R,193        pp,4.18,"7,709","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2022",,Kindle Edition,view,/book/show/51720703-tutto-chiede-salvezza
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Протагонист,"Volodina, Asya",,,B0CFP31W7K,320        pp,4.25,457,unknown,"Jan 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Kindle Edition,view,/book/show/62887481
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plague,"Camus, Albert",,,,308        pp,4.02,"263,695","Jun 10, 1947",Mar 1991,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Пугающая аллегория, но надежда есть, и это хорошо.",Notes are private!,0,4,1,"Nov 26, 2022","Dec 04, 2022","Nov 26, 2022",,Paperback,view (with text),/book/show/11989.The_Plague
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daniel Deronda,"Eliot, George",037576013X,9780375760136,037576013X,796        pp,3.86,"25,773",1876,2002,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Nov 13, 2022","Nov 26, 2022","Nov 13, 2022",,Paperback,view,/book/show/304.Daniel_Deronda
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Welcome to the Monkey House,"Vonnegut, Kurt, Jr.",0385333501,9780385333504,0385333501,331        pp,4.13,"60,836",Aug 1968,2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 08, 2022","Nov 13, 2022","Nov 08, 2022",,Paperback,view,/book/show/4985.Welcome_to_the_Monkey_House
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,English Passengers,"Kneale, Matthew",038549744X,9780385497442,038549744X,446        pp,4.07,"7,175","Mar 14, 2000","Jan 16, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Концовка немного не соответствует масштабности всего произведения, но это не умаляет достоинств романа.",Notes are private!,0,2,1,"Nov 06, 2022","Nov 08, 2022","Nov 06, 2022",,Paperback,view (with text),/book/show/14257.English_Passengers
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As I Lay Dying,"Faulkner, William",,,,288        pp,3.72,"168,361","Jan 01, 1930","Jan 30, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I almost quit midway through the book, but I am glad I persevered.",Notes are private!,0,5,1,"Nov 05, 2022","Nov 06, 2022","Nov 05, 2022",,Paperback,view (with text),/book/show/77013.As_I_Lay_Dying
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minority Report and Other Stories,"Dick, Philip K.",0060095261,9780060095260,0060095261,6        pp,3.94,"3,821","Jan 01, 2001","May 28, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Second Variety - лучший рассказ из сборника.,Notes are private!,0,5,1,"Nov 04, 2022","Nov 05, 2022","Nov 04, 2022",,Audiobook,view (with text),/book/show/534004.Minority_Report_and_Other_Stories
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le monde sans les enfants et autres histoires,"Claudel, Philippe",2234059461,9782234059467,2234059461,192        pp,3.36,228,2006,"Oct 11, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Напомнило немного Джанни Родари. Le petit voisin понравилась больше всего.,Notes are private!,0,4,1,"Oct 29, 2022","Nov 02, 2022","Nov 01, 2022",,Paperback,view (with text),/book/show/1898157.Le_monde_sans_les_enfants_et_autres_histoires
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un Billet pour le Commissaire (Read and Learn Level 2-blue)        (Read and Learn Level 2-blue) (French Edition),"Boutégège, Régine",8853000643,9788853000644,8853000643,96        pp,2.78,27,"Jan 31, 2003","Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 31, 2022","Oct 31, 2022","Oct 31, 2022",,Pocket Book,view,/book/show/5007553-un-billet-pour-le-commissaire-read-and-learn-level-2-blue
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",0192833596,9780192805218,0192833596,544        pp,3.79,"802,572","Dec 01, 1860",1998,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't have great expectations for this book. I think it lacks the charm and wit of his earlier works. Also, I like the first draft of the ending moI didn't have great expectations for this book. I think it lacks the charm and wit of his earlier works. Also, I like the first draft of the ending more, but I understand why the author decided to go for a happier version; we all need some hope in our lives no matter the circumstances (and Dickens had his fair share of problems at the time.)...more",Notes are private!,0,5,1,"Oct 30, 2022","Nov 04, 2022","Oct 30, 2022",,Paperback,view (with text),/book/show/2623.Great_Expectations
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,148,898","May 29, 2003",May 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 29, 2022","Oct 30, 2022","Oct 29, 2022",,Paperback,view,/book/show/77203.The_Kite_Runner
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,700","Jul 17, 2018","Nov 20, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 29, 2022","Oct 29, 2022","Oct 29, 2022",,Hardcover,view,/book/show/38819868-my-sister-the-serial-killer
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Max Havelaar,Multatuli,,,,279        pp,3.52,"9,276","May 17, 1860",1952,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Paperback,view,/book/show/62836395-max-havelaar
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les statuettes,"Lause, Christian",8484433994,9788484433996,8484433994,64        pp,2.93,27,"Jan 01, 2004",Mar 2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 28, 2022","Oct 31, 2022","Oct 28, 2022",,Paperback,view,/book/show/19567718-les-statuettes
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,À Tout Prix,"Lause, Christian",8484433951,9788484433958,8484433951,64        pp,3.35,54,"Jan 01, 2007","Jul 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 25, 2022","Oct 28, 2022","Oct 25, 2022",,Paperback,view,/book/show/13015497-tout-prix
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Der Fluch der Mumie,"Bottcher, R",8853001038,9788853001030,8853001038,80        pp,2.72,29,"Jan 28, 2008","Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 24, 2022","Oct 31, 2022","Oct 24, 2022",,Paperback,view,/book/show/11617391-der-fluch-der-mumie
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tanz mit mir!,"Felter, Iris",0850484642,9780850484649,0850484642,33        pp,3.60,5,unknown,"Oct 22, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 24, 2022","Oct 24, 2022","Oct 24, 2022",,Paperback,view,/book/show/56071341-tanz-mit-mir
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,História Alegre de Portugal,"Correia, Artur",9722512587,9789722512589,,256        pp,3.78,65,Mar 2003,Mar 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2022",,Hardcover,view,/book/show/17210560-hist-ria-alegre-de-portugal
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Discovery of Heaven,"Mulisch, Harry",,,,730        pp,4.17,"15,858",1992,"Feb 26, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Paperback,view,/book/show/88389.The_Discovery_of_Heaven
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Contos com Nivel: QECR Nível A2,"Martins, Ana Sousa",9897521712,9789897521713,9897521712,72        pp,5.00,2,unknown,"Jan 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 21, 2022","Oct 09, 2022","Aug 21, 2022",,Paperback,view,/book/show/55858882-contos-com-nivel
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Porque parece mentira la verdad nunca se sabe,"Sada, Daniel",6074218250,9786074218251,6074218250,608        pp,4.25,81,1999,"Aug 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2022",,Paperback,view,/book/show/40722262-porque-parece-mentira-la-verdad-nunca-se-sabe
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiroshima,"Hersey, John",0679721037,9780679721031,,152        pp,4.03,"80,342",1946,"Mar 04, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2022",,Paperback,view,/book/show/27323.Hiroshima
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Studies in Ancient Tamil Law and Society,"Nagaswamy, R.",,,B08RDQZTSB,0        pp,4.50,10,unknown,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2022",,Paperback,view,/book/show/57183797-studies-in-ancient-tamil-law-and-society
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swimming in the Dark,"Jedrowski, Tomasz*",006289000X,9780062890009,006289000X,191        pp,4.26,"42,268","Feb 06, 2020","Apr 28, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,it should have been a short story,Notes are private!,0,5,1,"Aug 06, 2022","Oct 29, 2022","Aug 06, 2022",,Hardcover,view (with text),/book/show/49977811-swimming-in-the-dark
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Roommate        (Cormac Reilly, #0.7)","McTiernan, Dervla*",,,,unknown,3.70,"7,489","Jul 01, 2020",Oct 2019,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 06, 2022","Aug 06, 2022","Aug 06, 2022",,Audiobook,view,/book/show/50786024-the-roommate
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Vivek Oji,"Emezi, Akwaeke*",0525541608,9780525541608,0525541608,248        pp,4.13,"58,961","Aug 04, 2020","Aug 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Чересчур много тем для такой короткой книги, так что все очень поверхностно. (Некоторые сцены, правда, могли бы быть и поповрехностнее :D)Цитата из поЧересчур много тем для такой короткой книги, так что все очень поверхностно. (Некоторые сцены, правда, могли бы быть и поповрехностнее :D)Цитата из последней главы просто синопсис книги - I was born, and I died....more",Notes are private!,0,5,1,"Aug 05, 2022","Aug 06, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/48595550-the-death-of-vivek-oji
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last White Man,"Hamid, Mohsin",0593538811,9780593538814,0593538811,192        pp,3.45,"16,387","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2022",,Hardcover,view,/book/show/58885796-the-last-white-man
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writers and Writing,"Atwood, Margaret*",0771007728,9780771007729,0771007728,256        pp,3.90,"4,620","Mar 07, 2002","Aug 26, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Неплохой сборник историй и мыслей о письме и писателях. Многие произведения, особенно short stories, упомянутые в книге мне были знакомы, было любопытНеплохой сборник историй и мыслей о письме и писателях. Многие произведения, особенно short stories, упомянутые в книге мне были знакомы, было любопытно узнать, что скажет о них Маргарет Этвуд. Также было интересно услышать имена Пушкина, Чехова, Гоголя (еще и с кратким анализом его повести 'Нос'), Ахматовой... Аудиокнигу читает сама Маргарет Этвуд, и это круто....more",Notes are private!,0,7,1,"Jul 31, 2022","Aug 05, 2022","Jul 31, 2022",,Paperback,view (with text),/book/show/22747912-on-writers-and-writing
