,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kathy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maisie Dobbs        (Maisie Dobbs, #1)","Winspear, Jacqueline*",0792734602,9780792734604,0792734602,11        pp,3.92,"110,738","Jul 01, 2003","Mar 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Normally I listen to books just while driving. This one I listened to whenever I had the chance because I was enjoying it so much. The characters and Normally I listen to books just while driving. This one I listened to whenever I had the chance because I was enjoying it so much. The characters and time period were fun. It was nice to listen to so I could hear all the different types of British accents that I can never pull up in my head. It was set during about the same years as Downton Abbey and some of the social class situations and types of characters were familiar. I really liked the main character a lot, though I could have done without her shivering premonitions. When you know a bad thing is coming it takes away from the emotion and impact a bit. She's a unique private investigator and I definitely want to read more in the series. I felt like writing down a lot of the character Maurice's words. Some good wisdom in there....more",Notes are private!,0,0,1,not set,"May 22, 2014","May 22, 2014",,Audio CD,view (with text),/book/show/1106058.Maisie_Dobbs
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Way from Chicago: A Novel in Stories,"Peck, Richard",0307243206,9780307243201,0307243206,4        pp,3.97,"34,364","Jan 01, 1998","May 10, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was really charming and fun to listen to. Good old-fashioned, country setting and stories that kept me smiling and laughing. A fairly short book This was really charming and fun to listen to. Good old-fashioned, country setting and stories that kept me smiling and laughing. A fairly short book that would be perfect for the family on a road trip....more",Notes are private!,0,1,1,not set,"May 12, 2014","May 20, 2014",,Audio CD,view (with text),/book/show/900772.A_Long_Way_from_Chicago
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossing to Safety,"Stegner, Wallace",037575931X,9780375759314,037575931X,335        pp,4.16,"46,377",1987,"Apr 09, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two stars might be kind of low, but I can't say I really liked it. I didn't connect with the characters, particularly the narrator. I wondered sometimTwo stars might be kind of low, but I can't say I really liked it. I didn't connect with the characters, particularly the narrator. I wondered sometimes where it was going and what the point was and in the end I wasn't sure what I was supposed to have taken from it. There were some interesting parts and some descriptive language that was nice, but sometimes I felt like it was too much. Maybe since the main character was a writer and it was in first person, but it sort of felt like the author talking about himself, so in the many parts where it talked about writing I would get pulled out of the story and wonder how many of those experiences were pulled from the author's life. I've liked other books by this author and I didn't hate this, but I just never ""got"" it....more",Notes are private!,0,5,1,not set,"Apr 29, 2014","Apr 29, 2014",,Paperback,view (with text),/book/show/9820.Crossing_to_Safety
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0316204277,9780316204279,0316204277,330        pp,3.88,"572,355","Aug 14, 2012","Aug 14, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I heard this one on audio. The reader was amazing and so entertaining. She deserves five stars. The book itself was a lot of fun and an interesting stI heard this one on audio. The reader was amazing and so entertaining. She deserves five stars. The book itself was a lot of fun and an interesting story. There were some great descriptions, especially of Antarctica, and it was well written with an interesting format. I'm not sure why I can't get excited enough about it to give it more than three stars. Maybe I listened to it over too long a period of time, coming back to it here and there. There was quite a bit of harsh language, more than a few F bombs, which bothered me. There were some beautiful parts that I really loved, but overall I'm just feeling middle of the road on it and not particularly inclined to recommend it....more",Notes are private!,0,0,1,not set,not set,"Dec 04, 2013",,Hardcover,view (with text),/book/show/13526165-where-d-you-go-bernadette
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bellman & Black,"Setterfield, Diane*",147671195X,9781476711959,147671195X,328        pp,3.17,"18,777","Nov 05, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2013",,Hardcover,view,/book/show/17571907-bellman-black
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ireland,"Delaney, Frank",0060563494,9780060563493,0060563494,651        pp,4.04,"11,346","Aug 26, 2004","Feb 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2013",,Mass Market Paperback,view,/book/show/90360.Ireland
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life of Pi,"Martel, Yann",0770430074,9780770430078,0770430074,460        pp,3.94,"1,623,983","Sep 11, 2001","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2013",,Paperback,view,/book/show/4214.Life_of_Pi
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Acedia & Me: A Marriage, Monks, and a Writer's Life","Norris, Kathleen",1594489963,9781594489969,1594489963,334        pp,3.77,"3,201","Sep 16, 2008","Sep 16, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2013",,Hardcover,view,/book/show/3329064-acedia-me
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fault in Our Stars,"Green, John*",,,B006VPAXQY,8        pp,4.14,"5,138,379","Jan 10, 2012","Jan 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a rare example (in my experience) of an audio book that actually made the book better. I loved the reader. Her performance was exceptional. SThis was a rare example (in my experience) of an audio book that actually made the book better. I loved the reader. Her performance was exceptional. She was able to inject all the emotion and passion of the story into her voice. She captured a Dutch woman, a slurring, drunken old man, a flirtatious teenage boy, and the somewhat struggling for breath voice of a girl whose lungs sucked at being lungs. She portrayed voices full of anger, tears, sadness, love, and humor. Her delivery and inflections were spot on. I loved listening to this book. As for the content, it was a great story and I really cared about the characters. I laughed and cried, once at the same time even. It was funny, sweet, romantic and sad. It is a book about young people with cancer, so it could be heavy as well. It was a little self-important and definitely young adult (although I was a little uncomfortable over some of the things my young adults heard as I listened to it). Despite any flaws, though, it had a lot of strengths and I was definitely entertained and engaged by it....more",Notes are private!,0,0,1,"Mar 05, 2013","Mar 05, 2013","Mar 05, 2013",,Audible Audio,view (with text),/book/show/22464636-the-fault-in-our-stars
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bean Trees        (Greer Family, #1)","Kingsolver, Barbara",0812474945,9780812474947,0812474945,232        pp,4.00,"157,732","Dec 01, 1988","Jan 01, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think Barbara Kingsolver is great. In fact, the other two books I've read by her I rated as 5's. This one is more of a 3 for me, but I did like it. I think Barbara Kingsolver is great. In fact, the other two books I've read by her I rated as 5's. This one is more of a 3 for me, but I did like it. I listened to the audio version and suspect I may have enjoyed it more reading it, but I feel that way about most books I listen to. I wish I had more time to actually read! The reader wasn't bad at all, but she wasn't great. It was a good story, not totally compelling to me, but good enough to keep me involved. I guess what I got out of it most was the idea of parenthood, motherhood especially, and how strong that influence is in our life in how we feel about ourselves and what we become. The characters were interesting. The settings were well described, with the bulk of it taking place in Tucson, Arizona. I lived not far from there for six years growing up, so it was fun to read about that area and remember the landscape. My favorite part was a description of the desert when the rains start. She describes the smell, which I still remember. I also enjoyed the descriptions of the Indian reservation in Oklahoma. She kept me guessing a little, not totally predictable, which I like. She is a talented writer for sure, but a week after finishing now I've already sort of put it out of my mind and am having a hard time writing about it, so it's not a book that I think will really stick with me, but it was enjoyable and worth reading....more",Notes are private!,0,0,1,not set,"Feb 25, 2013","Mar 05, 2013",,Paperback,view (with text),/book/show/30868.The_Bean_Trees
