,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlene's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Steel City: A Story of Pittsburgh,"Jr., William J. Miller",1493068431,9781493068432,1493068431,320        pp,4.23,70,unknown,"Sep 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2023",,Hardcover,view,/book/show/60618888-steel-city
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ferryman,"Cronin, Justin*",0385691661,9780385691666,0385691661,560        pp,3.94,"27,663","May 02, 2023","Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2023",,Hardcover,view,/book/show/61897491-the-ferryman
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,526","Apr 05, 2022","May 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2023",,Hardcover,view,/book/show/58446227-sea-of-tranquility
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl I Am, Was, and Never Will Be: A Speculative Memoir of Transracial Adoption","Gibney, Shannon",0593111990,9780593111994,0593111990,256        pp,3.95,452,"Jan 10, 2023","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 31, 2023","Feb 02, 2023","Jan 13, 2023",,Hardcover,view,/book/show/60835840-the-girl-i-am-was-and-never-will-be
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pandora's Seed: The Unforeseen Cost of Civilization,"Wells, Spencer",1400062152,9781400062157,1400062152,256        pp,3.77,"1,125","Jan 01, 2010","Jun 08, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2023",,Hardcover,view,/book/show/8110878-pandora-s-seed
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forever Young,"Mills, Hayley",,,,384        pp,3.85,"4,344","Sep 02, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 20, 2022",not set,"Dec 19, 2022",,Hardcover,view,/book/show/56625088-forever-young
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,B098PW8NP8,400        pp,4.30,"1,229,917","Mar 31, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 06, 2023","May 25, 2023","Dec 11, 2022",,Kindle Edition,view,/book/show/57684325-lessons-in-chemistry
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Listen, World!: How the Intrepid Elsie Robinson Became America’s Most-Read Woman","Scheeres, Julia*",1541674359,9781541674356,1541674359,352        pp,4.23,277,unknown,"Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Hardcover,view,/book/show/60021476-listen-world
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upgrade,"Crouch, Blake*",0593157532,9780593157534,0593157532,352        pp,3.81,"91,939","Jul 07, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An entertaining read. Gene editing is illegal and we now have the GPA - Gene Protection Agency - to keep scientists from messing around with our genesAn entertaining read. Gene editing is illegal and we now have the GPA - Gene Protection Agency - to keep scientists from messing around with our genes! Logan Ramsay's mother was one of those people who messed with genes - albeit to improve the state of the world - it didn't go as planned - and now Logan Ramsay is on the other side - the group that is protecting us from all those evil scientists! And, unbeknownst to him there's an ""upgrade"" coming his way. Truly entertaining. Keeping my fingers crossed for a movie!...more",Notes are private!,0,8,1,"Nov 13, 2022","Nov 16, 2022","Nov 12, 2022",,Hardcover,view (with text),/book/show/59838811-upgrade
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beekeeper of Aleppo,"Lefteri, Christy",,,B07L3BBM78,337        pp,4.17,"146,068","May 02, 2019","Aug 27, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I know I'm in the minority on this one, but I just could not get into the writing style.I know I'm in the minority on this one, but I just could not get into the writing style....more",Notes are private!,0,4,1,"Jul 06, 2023","Jul 23, 2023","Nov 11, 2022",,Kindle Edition,view (with text),/book/show/44068815-the-beekeeper-of-aleppo
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pages,"Hamilton, Hugo",0593320662,9780593320662,0593320662,272        pp,3.59,878,2021,"Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Hardcover,view,/book/show/57926128-the-pages
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Guncle        (The Guncle, #1)","Rowley, Steven*",0525542280,9780525542285,0525542280,326        pp,4.14,"135,242","May 25, 2021","May 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 16, 2023","Jun 23, 2023","Nov 11, 2022",,Hardcover,view,/book/show/54508798-the-guncle
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Peacekeeper        (The Good Lands, #1)","Blanchard, B.L.*",154203650X,9781542036504,B09BZ9J3QL,312        pp,3.87,"3,426","Jun 01, 2022","Jun 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 11, 2022",,Kindle Edition,view,/book/show/58723037-the-peacekeeper
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of Intelligence,Karin Tanabe*,1250231507,9781250231505,1250231507,384        pp,3.58,"6,414","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Hardcover,view,/book/show/54860377-a-woman-of-intelligence
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ethel Rosenberg: An American Tragedy,"Sebba, Anne*",1250198631,9781250198631,1250198631,320        pp,3.90,"1,747","Jun 08, 2021","Jun 08, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 18, 2023","Mar 04, 2023","Nov 11, 2022",,Hardcover,view,/book/show/54860431-ethel-rosenberg
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,785","Jun 14, 2022","Jun 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like the way this book is written alternating between characters and time as the author tells the story. Even though I have been to the Kentucky HorI like the way this book is written alternating between characters and time as the author tells the story. Even though I have been to the Kentucky Horse Park and saw THE horse, I had no idea what I was seeing - I think I need to make a return trip now that I have read this book. So much to learn from reading, right! It is a great discussion book for book groups. This is my third book by this author. Looking forward to reading her other books....more",Notes are private!,0,7,1,"Feb 10, 2023","Feb 17, 2023","Nov 11, 2022",,Hardcover,view (with text),/book/show/59109077-horse
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",1524798673,9781524798673,1524798673,389        pp,4.04,"1,018,153","May 27, 2021","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Paperback,view,/book/show/60456894-malibu-rising
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exiles        (Aaron Falk, #3)","Harper, Jane*",1250235359,9781250235350,1250235359,356        pp,4.05,"57,357","Sep 20, 2022","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2022",,Hardcover,view,/book/show/60784359-exiles
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amazonia,"Rollins, James*",0060002492,9780060002497,0060002492,510        pp,4.15,"33,463","Mar 19, 2002","Mar 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2022",,Mass Market Paperback,view,/book/show/294047.Amazonia
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Died,"Jónasson, Ragnar*",1250793734,9781250793737,1250793734,320        pp,3.44,"6,320","Nov 05, 2018","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 23, 2022",,Hardcover,view,/book/show/54860498-the-girl-who-died
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys from Biloxi,"Grisham, John*",0385548923,9780385548922,0385548923,464        pp,4.06,"79,409","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2022",,Hardcover,view,/book/show/61065355-the-boys-from-biloxi
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,450","Jun 02, 2020","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 07, 2022","Sep 15, 2022","Sep 07, 2022",,Hardcover,view,/book/show/51791252-the-vanishing-half
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fugitive Telemetry        (The Murderbot Diaries, #6)","Wells, Martha*",1250765374,9781250765376,1250765374,168        pp,4.32,"66,531","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 01, 2022",,Hardcover,view,/book/show/53205854-fugitive-telemetry
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Network Effect        (The Murderbot Diaries, #5)","Wells, Martha*",1250229863,9781250229861,1250229863,350        pp,4.48,"83,318","May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2022",,Hardcover,view,/book/show/52381770-network-effect
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exit Strategy        (The Murderbot Diaries, #4)","Wells, Martha*",,,B078X1N8VF,176        pp,4.39,"99,342","Oct 02, 2018","Oct 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 03, 2023","Jan 06, 2023","Sep 01, 2022",,Kindle Edition,view,/book/show/35519109-exit-strategy
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Missing Hearts,"Ng, Celeste*",0593492544,9780593492543,0593492544,335        pp,3.81,"174,126","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 27, 2022",,Hardcover,view,/book/show/60149573-our-missing-hearts
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rogue Protocol        (The Murderbot Diaries, #3)","Wells, Martha*",,,B0756JSWGL,158        pp,4.26,"111,647","Aug 07, 2018","Aug 07, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,2,"Aug 31, 2022Aug 31, 2022","Aug 31, 2022Aug 31, 2022","Aug 25, 2022",,Kindle Edition,view,/book/show/36153880-rogue-protocol
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Days of Ptolemy Grey,"Mosley, Walter",1594487723,9781594487729,1594487723,277        pp,4.13,"8,524","Nov 11, 2010","Nov 11, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Hardcover,view,/book/show/7951334-the-last-days-of-ptolemy-grey
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watchman,"Erdrich, Louise",0062671200,9780062671202,,464        pp,4.11,"74,858","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2022",,ebook,view,/book/show/43721059-the-night-watchman
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"844,980","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2022",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Personal Librarian,"Benedict, Marie*",,,,341        pp,4.06,"167,917","Jun 29, 2021","Jun 29, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Sep 19, 2022","Nov 26, 2022","Aug 02, 2022",,Hardcover,view,/book/show/55333938-the-personal-librarian
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Beautiful Child,"Birkbeck, Matt*",,,0425204405,320        pp,4.13,"2,226",2004,"Aug 02, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"True crime. I was drawn to this story after hearing that some of the events took place in Oklahoma City and Tulsa. Sad story of a child abducted and tTrue crime. I was drawn to this story after hearing that some of the events took place in Oklahoma City and Tulsa. Sad story of a child abducted and the life she lived, but well chronicled and well written....more",Notes are private!,0,8,1,"Jul 31, 2022",Aug 2022,"Jul 30, 2022",,Mass Market Paperback,view (with text),/book/show/447988.A_Beautiful_Child
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Cartel: Inside the Battle to Bring Down the Opioid Industry,"Higham, Scott",1538737205,9781538737200,1538737205,416        pp,4.13,776,unknown,"Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2022",,Hardcover,view,/book/show/58950960-american-cartel
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wanting Seed,"Burgess, Anthony",0393315088,9780393315080,0393315088,288        pp,3.73,"6,351",1962,"Dec 17, 1996",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First published in 1962, it is a dystopian novel, but absurdly out there as far as imagination and word usage. Overpopulation and, as a consequence, tFirst published in 1962, it is a dystopian novel, but absurdly out there as far as imagination and word usage. Overpopulation and, as a consequence, the lack of food, seems to be the main problem - but there are many other issues. The government has come up with novel solutions and uses lots of propaganda. Hard for me to rate - there were parts I really liked - and I see some parallels to today - but I'm not sure I liked the ending....more",Notes are private!,0,6,1,"Jul 23, 2022","Jul 25, 2022","Jul 23, 2022",,Paperback,view (with text),/book/show/8809.The_Wanting_Seed
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,001,698","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are some great s of this book on GR and there's not much I can add other than to say this was an amazing story of old Hollywood . . . backThere are some great s of this book on GR and there's not much I can add other than to say this was an amazing story of old Hollywood . . . back when the studios pretty much ""owned"" the actors and controlled their personal lives . . . back when the studios put out whatever story they wanted to in order to sell tickets . . . and back when a young girl would do pretty much whatever was necessary to be a star. Evelyn Hugo wants to tell her life story and she wants a specific reporter, Monique Grant, to tell it. I absolutely loved the way the author told the story of Evelyn's seven husbands and how Monique fit into the story. It was a four star for me until the end. That ending made it a five!...more",Notes are private!,0,5,1,"Aug 31, 2022","Sep 06, 2022","Jul 23, 2022",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
