,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,BookOfCinz's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One of Us Knows,"Cole, Alyssa*",006311495X,9780063114951,006311495X,352        pp,3.56,164,"Apr 16, 2024","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2023",,Paperback,view,/book/show/56197501-one-of-us-knows
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Village Weavers,"Chancy, Myriam J. A.*",,,B0C79GMT2S,300        pp,3.88,49,unknown,"Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 05, 2024",not set,"Dec 05, 2023",,Kindle Edition,view,/book/show/174712161-village-weavers
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harare North,"Chikwava, Brian",0099526751,9780099526759,0099526751,234        pp,3.42,371,"Apr 02, 2009","Jan 05, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Its not often I pick up a book written by a Zimbabwean and I am really happy I did. I will say, it took a while for me to actually get into this book,Its not often I pick up a book written by a Zimbabwean and I am really happy I did. I will say, it took a while for me to actually get into this book, but once I did I breezed through it. The author wrote about the immigrant experience and what it's like having to provide for yourself and your family back home. I highly recommend it!...more",Notes are private!,0,9,1,"Dec 05, 2023","Dec 07, 2023","Dec 05, 2023",,Paperback,view (with text),/book/show/6605092-harare-north
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomorrow Died Yesterday,Chimeka Garricks*,,,B0062YFX96,324        pp,4.49,381,"Nov 02, 2011","Nov 02, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Chimeka Garricks knows how to pen a convincing story and I am loved everything about this book.,Notes are private!,0,13,1,Dec 2023,"Dec 05, 2023","Nov 30, 2023",,Kindle Edition,view (with text),/book/show/20814511-tomorrow-died-yesterday
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Edge of Here: The perfect collection for fans of Black Mirror,"Okafor, Kelechi",1398713023,9781398713024,B0BKS49KJ5,248        pp,4.18,267,unknown,"Sep 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love a solid collection of short stories and this one has made it to my list. I find I don't read a lot of these books written by Black Women and I I love a solid collection of short stories and this one has made it to my list. I find I don't read a lot of these books written by Black Women and I am happy to see the representation here. When they say ""perfect for Black Mirror fans"" believe it! The stories felt oterwordly but also very relevant for what is happening in the world from a Black perspective. I particularly loved ALLY-CHIP because of how ingenious and fresh it felt. A solid collection....more",Notes are private!,1,15,1,"Nov 27, 2023","Nov 30, 2023","Nov 27, 2023",,Kindle Edition,view (with text),/book/show/120809762-edge-of-here
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Linh Ly is Doing Just Fine,"Votang, Thao*",1639107894,9781639107896,1639107894,272        pp,3.65,31,unknown,"Jul 23, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed being in Linh Ly's world. This is a truly delightful read. I really enjoyed being in Linh Ly's world. This is a truly delightful read. ...more,Notes are private!,0,17,1,"Nov 20, 2023","Nov 27, 2023","Nov 20, 2023",,Hardcover,view (with text),/book/show/200488248-linh-ly-is-doing-just-fine
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broughtupsy,"Cooke, Christina",1646221893,9781646221899,B0C3C2652Y,234        pp,3.68,158,"Jan 23, 2024","Jan 23, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Nov 20, 2023","Nov 27, 2023","Nov 20, 2023",,Kindle Edition,view,/book/show/139398828-broughtupsy
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stolen Cascadura,"Scott, Beverley-Ann",143433287X,9781434332875,143433287X,404        pp,4.12,43,"Oct 01, 2007","Oct 16, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Paperback,view,/book/show/13144086-the-stolen-cascadura
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is America She Gone?,"Scott, Beverley-Ann",1477282777,9781477282779,1477282777,352        pp,4.27,26,"Nov 06, 2012","Nov 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Paperback,view,/book/show/17131402-is-america-she-gone
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minor Detail,"Shibli, Adania",191309717X,9781913097172,191309717X,112        pp,4.19,"18,575","Jun 19, 2017","May 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Haunting  This felt like a punch in the gut. Must read.,Notes are private!,0,24,1,"Dec 07, 2023","Dec 07, 2023","Nov 15, 2023",,Paperback,view (with text),/book/show/52045757-minor-detail
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Can't Kill Us Until They Kill Us,"Abdurraqib, Hanif",,9781937512651,1937512657,291        pp,4.57,"13,698","Nov 14, 2017","Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Paperback,view,/book/show/33947154-they-can-t-kill-us-until-they-kill-us
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Experiencing Friendship with God: How the Wilderness Draws Us to His Presence,"Cho, Faith Eury*",0593445589,9780593445587,B0BTLCN38G,193        pp,4.49,108,unknown,"Oct 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 09, 2023","Oct 15, 2023","Nov 09, 2023",,Kindle Edition,view,/book/show/102189632-experiencing-friendship-with-god
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We the Animals,"Torres, Justin*",0547576722,9780547576725,B00A7L6N44,128        pp,3.71,"21,582","Sep 02, 2011","Aug 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2023",,Hardcover,view,/book/show/10306358-we-the-animals
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything is Not Enough: Discover the must-read book club novel for 2023,"Åkerström, Lola Akinmade*",1804548103,,B0BMRWP3QK,424        pp,3.90,750,"Oct 24, 2023","Oct 26, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ummm... maybe.... skip this one.,Notes are private!,1,21,1,"Nov 06, 2023","Nov 08, 2023","Nov 06, 2023",,Kindle Edition,view (with text),/book/show/200158799-everything-is-not-enough
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomorrow I Become a Woman,"Odafen, Aiwanose*",1398506133,9781398506138,B096SW9TWD,404        pp,4.25,"1,269","Apr 25, 2022","Apr 28, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Within two pages of the book I was enraged and it didnt stop until the very end. I get that it is the nature for the topics covered but honestly, thisWithin two pages of the book I was enraged and it didnt stop until the very end. I get that it is the nature for the topics covered but honestly, this was heavy with a capital H. The book felt unreasonably long, at certain parts nothing really happened the author kept rehashing the same things. The writing is great, I just needed it to be better edited....more",Notes are private!,4,33,1,"Oct 24, 2023","Oct 27, 2023","Oct 24, 2023",,Kindle Edition,view (with text),/book/show/61416153-tomorrow-i-become-a-woman
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Africa Is Not a Country: Notes on a Bright Continent,"Faloyin, Dipo",0393881539,9780393881530,0393881539,400        pp,4.44,"4,808","Apr 07, 2022","Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is what I call required reading. I am one of those persons who visibly cringe when I hear Africa being referred to as one thing, when it is so muThis is what I call required reading. I am one of those persons who visibly cringe when I hear Africa being referred to as one thing, when it is so much more than that. I started reading this book during my 70 tour of the African continent and the insights that I got from that book made the experience even better. This book is truly a great way to get a more layered look at the continent- it’s history, the culture and how colonialism impacted the continent to this day. There is so much history, truth and insights is packed into this book. I was reading this book and nodding the entire time because there are so many things I do not know. Please, read this book!...more",Notes are private!,2,85,1,"Jan 10, 2024","Jan 10, 2024","Oct 24, 2023",,Hardcover,view (with text),/book/show/60165392-africa-is-not-a-country
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Welcome to Lagos,"Onuzo, Chibundu",0571268943,9780571268948,0571268943,368        pp,3.78,"3,703","Jan 07, 2017","Jan 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why did it take me so long to read this amazing book?! I have had this book on my list for a very long time and I am so happy I decided to finally re Why did it take me so long to read this amazing book?! I have had this book on my list for a very long time and I am so happy I decided to finally read it.  Welcome to Lagos  is a book about humanity and bonds we form when we have no choice. The book opens with an officer leaving the army because he no longer believes in the cause and he is tired of being haunted by the people he's murdered. He ends up leaving and taking another with him/ While on the journey to Lagos he meets a naive militant, a vulnerable young woman and a runaway middle-class wife. What happens next, well, let's just say, it was wild, entertaining and heart warming. I loved every minute of this book. ...more",Notes are private!,1,19,1,"Oct 31, 2023","Nov 10, 2023","Oct 24, 2023",,Paperback,view (with text),/book/show/31525607-welcome-to-lagos
